longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.181,28.717,0.0001374313287669,,,5.808119567518588e-06,,,,,,2.711411980271805e-06,,7.565020496258512e-06,3.302086497569689e-06,0.0001616322551853,2.278772990393918e-05
77.192,28.717,7.572968752356246e-05,,,,2.168212631659117e-05,,,1.0237803508061916e-05,,1.940922629728448e-06,,4.754585006594425e-06,1.573825102241244e-05,5.482579945237376e-05,1.7745773220667616e-05
77.202,28.717,4.817138687940314e-05,,,,,,,2.4337266950169575e-05,,-8.189698746718932e-06,,4.561065452435287e-06,6.282399226620328e-06,0.0003248257271479,1.7811276848078705e-05
77.213,28.717,2.620541408759891e-06,,,,1.0876537089643534e-05,2.4536342607461847e-05,,,,4.299856300349347e-06,,-3.11628173221834e-06,9.75936018221546e-06,3.8295362173812464e-05,-1.0827308187799645e-06
77.223,28.717,2.483760226823506e-06,,,7.757764251437038e-05,,,,,,9.45089414017275e-06,,1.5560486644972116e-05,6.897127150296001e-06,-6.3039483393367846e-06,4.120895482628839e-06
77.233,28.717,4.26571823481936e-05,,,2.0663546820287596e-05,,,,,,2.529417997720884e-06,,1.1387124686734753e-05,1.4771297173865603e-05,9.52070695348084e-06,0.000359335244866
77.244,28.717,-5.202947704674443e-06,,,5.063793287263252e-05,,,,1.1216453458473552e-05,,6.978726560191717e-06,,5.7245792959292885e-06,1.6921725318752578e-06,7.092965097399428e-05,1.211700146086514e-05
77.254,28.717,-4.405360868986463e-06,,,5.019467789679766e-05,,,,3.245896004955284e-05,,3.2120992727868725e-06,,8.920624736674654e-07,1.4808972991886549e-05,0.0004338031867519,7.312691650440684e-06
77.264,28.717,3.472844582574908e-06,,,2.591232259874232e-05,,,,,,1.0265463060932234e-05,,-1.581916876602918e-05,-2.811170134009444e-06,2.9728837034781463e-05,6.27974804956466e-05
77.275,28.717,3.287343861302361e-05,,,1.4285552424553316e-05,,,,,,-2.799328910896293e-07,,1.0101613952429034e-05,1.6574938854319043e-05,5.740716005675495e-05,1.6207006410695612e-05
77.285,28.717,-1.0915454140558722e-06,,,,,,,,,1.2375864571367856e-05,,2.432590918033384e-05,3.3147885005746502e-06,0.0004086775879841,1.3498218322638422e-05
76.963,28.727,,,,2.124913771694992e-05,1.8728091163211506e-05,,,2.2157784769660797e-05,,-6.358652171911672e-06,,9.567915185471064e-06,-1.1360833696016923e-06,0.0004372169496491,2.7780648451880552e-05
76.974,28.727,-3.4950917324749757e-06,,,,4.661218554247171e-05,,,,,-4.694186372944387e-06,,5.70970860280795e-06,1.1781209650507662e-05,0.00039278564509,2.152037450287025e-05
76.984,28.727,3.7247231375658885e-05,,,3.8044572647777386e-06,,,,,,6.952588137210114e-06,,6.717227279295912e-06,-3.351596433276427e-06,,6.26885230303742e-05
76.994,28.727,0.0001247367763426,,,0.0005600324366241,,2.6611816792865284e-05,,,,3.0530420644936385e-06,,-6.508124897663947e-06,8.17873024061555e-06,5.495332516147755e-05,1.402777161274571e-05
77.005,28.727,1.1381524927855937e-05,,,2.3309126845560968e-05,,,,,,1.3514549209503455e-05,,7.918538358353544e-06,1.5966790670063347e-05,-6.59139477647841e-05,5.587013583863154e-05
77.015,28.727,6.476912403741153e-06,,,0.0003980367619078,,,,,,4.872650151810376e-06,,-4.789179683939437e-07,1.8212093664260465e-06,-5.809195135952905e-05,1.1434549378463998e-05
77.026,28.727,5.09538222104311e-05,,,-8.297358363051899e-06,,1.9808448996627703e-05,,,,-3.628745980677195e-05,,-2.483805474184919e-06,1.1175062354595866e-05,7.951662701088935e-05,9.221277650794946e-06
77.036,28.727,1.5957863070070744e-05,,,-6.7780106292048e-06,,,,2.4501145162503235e-05,,2.2785981855122373e-05,,1.5279343642760068e-05,5.860304099769564e-06,0.0006035948754288,6.882044544909149e-06
77.046,28.727,-2.94904953079822e-06,,,0.0001390779361827,,,,1.4930457837181166e-05,,-7.664234544790816e-06,,-5.223311291047139e-06,1.4907443073752802e-05,8.00520047050668e-06,2.2553505914402194e-05
77.057,28.727,1.1187757991137914e-05,,,7.657560672669206e-06,3.649202335509472e-05,,,2.9246093617985025e-05,,6.96282540957327e-06,,3.562648544175317e-06,1.3105443031236064e-05,0.0001179031751235,1.7829559510573745e-05
77.067,28.727,1.0594009836495388e-05,,,7.412189006572589e-05,,,,1.6854866771609522e-05,,9.141593181993812e-06,,1.83559150173096e-05,1.819503836486547e-07,0.000512468337547,6.410160949599231e-06
77.078,28.727,4.5154902181820944e-05,,,5.001885801902972e-05,,,,1.3211225450504571e-05,,1.0023833056038711e-05,,5.332411092240363e-06,-8.161947334883735e-06,7.07398503436707e-05,3.3887699828483164e-05
77.088,28.727,1.972801510419231e-05,,,-1.5193649005595944e-06,,,,2.0241724996594712e-05,,-6.9884645199636e-06,,1.9798847006313736e-06,8.50037486088695e-06,0.0001981136447284,2.1019754058215767e-05
77.098,28.727,8.579078894399572e-06,,,7.793882832629606e-05,1.5928811990306713e-05,2.530841447878629e-05,,1.6040470654843375e-05,,4.861907200393034e-06,,-4.496736437431537e-06,5.242093720880803e-06,0.0007113782921805,1.9198576410417445e-05
77.109,28.727,7.266954344231635e-05,,,0.0003439146967139,,,,,,1.0197682968282606e-05,,-5.8985542636946775e-06,6.818971996835899e-06,0.0002859357045963,1.03017146102502e-05
77.119,28.727,-1.3314288480614778e-06,,,0.0001334116677753,1.659255394770298e-05,,,1.3214295904617757e-05,,1.121519017033279e-05,,1.1512848686834332e-05,5.7626621128292754e-06,4.5080283598508686e-05,8.24182279757224e-06
77.129,28.727,,,,-1.2050818440911826e-05,3.268694126745686e-05,,,2.686034895305056e-05,,2.9473399081325624e-06,,5.775807949248701e-06,3.6213705243426375e-06,8.717075979802758e-05,1.770822018443141e-05
77.14,28.727,9.93760932033183e-06,,,5.592224624706432e-06,,2.760976349236444e-05,,2.0222720195306465e-05,,1.0753251444839408e-05,,1.1312466085655616e-05,1.0345176633563824e-05,8.022749534575269e-05,0.0001013679429888
77.15,28.727,8.431225069216453e-07,,,0.0003218786150682,2.0317089365562424e-05,,,,,8.41440760268597e-06,,8.044771675486118e-06,3.4292556847503874e-06,-1.4914277926436624e-05,1.925423384818714e-05
77.161,28.727,7.99846020527184e-06,,,0.000305792898871,,,,,,-4.570604687614832e-06,,-2.463848431943916e-06,1.24508221688302e-06,,8.207099199353252e-06
77.171,28.727,7.680069757043384e-06,,,1.2483135833463166e-05,,2.0654617401305583e-05,,9.781232620298397e-06,,2.70572087401888e-07,,-4.856204895986593e-07,1.2481830708566122e-05,8.754391456022859e-05,3.033269968000241e-05
77.181,28.727,2.947499706351664e-05,,,0.0002344710519537,,2.0654617401305583e-05,,2.498387766536325e-05,,2.3123253413359635e-05,,8.88771864993032e-06,6.072616542951437e-06,0.0004140491073485,4.228375109960325e-05
77.192,28.727,6.876700354041532e-05,,,8.872770558809862e-05,,,,,,-1.3298021258378869e-05,,4.280695065972395e-06,1.2164616236987058e-05,7.454416481778026e-05,2.538087392167654e-05
77.202,28.727,1.6805843188194558e-05,,,1.820368015614804e-05,,,,,,,,1.5560486644972116e-05,1.0144351108465344e-05,-6.3039483393367846e-06,1.8054035535897128e-05
77.213,28.727,6.442722678912105e-06,,,2.261010195070412e-05,,,,1.0237803508061916e-05,,2.0052337276865728e-05,,-1.1176794032508042e-05,2.046623194473796e-06,0.0004626561130862,1.0349826879973987e-05
77.223,28.727,-4.789206741406815e-06,,,-1.3012034287385175e-05,7.324095349758863e-05,,,,,-1.822282342800463e-06,,2.287301185788237e-06,7.374543656624155e-06,6.55706535326317e-05,1.2920851077069528e-05
77.233,28.727,6.081716946937377e-06,,,,2.116524410666898e-05,,,2.871284777938854e-05,,1.974444239749573e-05,,8.920624736674654e-07,5.477265403897036e-06,8.110927592497319e-05,2.7966014386038296e-05
77.244,28.727,8.195647751563229e-06,,,2.640483444338315e-06,,,,,,6.80964149069041e-06,,2.6306556719646323e-06,1.074102874554228e-05,4.5971024519531056e-05,0.0001351792598143
77.254,28.727,0.0001162631961051,,,,,,,,,-6.664828561042668e-06,,7.998529326869175e-06,2.3721111574559476e-05,7.722790905972943e-05,2.2786976842326112e-05
77.264,28.727,,,,1.6228634194703773e-05,,,,,,5.187380793358898e-06,,1.767487788129074e-06,4.973095201421529e-06,0.0003839969576802,6.534490239573643e-05
77.275,28.727,8.266517397714779e-06,,,0.0001029738341458,,,,1.1216453458473552e-05,,-1.1284853371762438e-06,,-6.124470928625669e-06,4.237301709508756e-06,-3.155824015266262e-05,2.0658402718254365e-05
76.963,28.737,2.777052031888161e-05,,,2.356195545871742e-05,4.8643225454725325e-05,3.947287405026145e-05,,1.692148725851439e-05,,7.815872777428012e-06,,1.36232229124289e-05,5.287520707497606e-06,0.0007070763385854,2.4411321646766737e-05
76.974,28.737,6.264332478167489e-05,,,2.9547014491981827e-05,,,,1.0194351489190012e-05,,-4.11268473499149e-07,,-3.6641934002545895e-06,-4.101517333765514e-06,,1.3319221579877194e-05
76.984,28.737,-5.992384558339836e-06,,,1.0787003702716902e-05,,,,,,-9.134393621934578e-06,,1.5564532077405602e-05,2.2360847651725635e-05,0.0002508697216399,1.6207814041990787e-05
76.994,28.737,2.6796709789778103e-05,,,9.288585715694352e-05,,,,,,1.2640689419640694e-05,,1.1069858373957686e-05,1.292545903197606e-06,7.186438597273082e-05,1.0279487469233572e-05
77.005,28.737,6.713406719427439e-07,,,,,,,,,,,8.37095285532996e-06,1.1233117220399436e-05,3.684462717501447e-05,3.638126509031281e-05
77.015,28.737,2.307113209099043e-05,,,-6.7780106292048e-06,1.0753676178865136e-05,,,3.1794028473086655e-05,,9.917153874994256e-06,,1.2180395970062818e-05,1.08532294689212e-05,3.648689016699791e-05,7.678264410060365e-06
77.026,28.737,3.950306393107894e-07,,,8.943404827732593e-05,8.367357804672793e-05,,,,,-5.949463684373768e-06,,1.220515332533978e-05,2.3108654204406776e-05,0.0001376894215354,2.557396328484174e-05
77.036,28.737,-9.414667943019596e-07,,,7.657560672669206e-06,7.604965503560379e-06,,,,,1.812627124309074e-05,,3.562648544175317e-06,5.056321697338717e-06,0.0001755586999934,5.185670943319565e-06
77.046,28.737,2.237790249637328e-05,,,7.722713053226471e-05,1.6525842511327937e-05,,,1.6417816368630156e-05,,8.431941296294099e-07,,2.414804157524486e-06,7.891410973570601e-07,0.0001105187257053,2.424976628390141e-05
77.057,28.737,5.689662430086173e-06,,,2.340176797588356e-05,,1.9808448996627703e-05,,1.6050393242039718e-05,,7.04177455190802e-06,,7.319030828512041e-06,5.455214704852551e-06,2.957220203825273e-05,1.0842627489182632e-05
77.067,28.737,3.815868331003003e-05,,,2.1037923943367787e-05,,,,9.041782504937146e-06,,1.0809033028635897e-06,,3.256796162531828e-06,6.228614893188933e-06,4.073971649631858e-05,2.35196239373181e-05
77.078,28.737,2.3926979338284585e-05,,,2.4463754016323943e-05,3.0798335501458496e-05,1.8833228750736453e-05,,2.795322870952077e-05,,3.557329932846187e-07,,4.868031282967422e-06,1.6380012311856262e-05,0.0003528515517245,-3.265216037107166e-06
77.088,28.737,3.917559183719277e-07,,,-1.5269250070559792e-05,,,,2.9246093617985025e-05,,1.130433338403236e-05,,-1.6101574829008314e-06,-9.47431726672221e-06,9.634489833842964e-05,0.0001569737651152
77.098,28.737,1.145643454947276e-05,,,-4.082039026798157e-07,,,,1.6051079001044855e-05,,-2.0159263840469066e-06,,-2.805861413435196e-06,1.4621674608861213e-06,8.843766408972442e-05,4.7529169933113735e-06
77.109,28.737,2.095970558002591e-06,,,0.0002100212004734,,,,,,3.5295900033816e-06,,-5.425893959909445e-06,3.1009922167868358e-06,1.4447481589741074e-05,9.881378900900016e-06
77.119,28.737,1.0855027539946605e-05,,,7.462831035809359e-06,,2.530841447878629e-05,,2.0241724996594712e-05,,-2.7529417820915114e-06,,7.451972578564892e-06,5.090047579869861e-06,0.0005085931625217,1.4118346371105872e-05
77.129,28.737,1.722342858556658e-05,,,1.58590391947655e-05,,,,,,-2.258372433061595e-06,,-4.326631369622191e-06,3.302086497569689e-06,-1.4914277926436624e-05,2.3436143237631768e-05
77.14,28.737,1.2946828064741568e-05,,,8.2299520727247e-05,,,,,,-2.081109414575621e-05,,6.946935172891244e-06,9.586884516465943e-06,2.930636219389271e-05,1.3407639016804753e-05
77.15,28.737,2.843145557562821e-05,,,1.4134529010334518e-05,,,,,,-8.70000235408952e-07,,9.71884492173558e-06,4.284074748284184e-06,0.0004147381987422,1.6497651813551784e-05
77.161,28.737,4.438379619386978e-06,,,,,,,,,1.6783264072728343e-05,,8.581025667808717e-07,5.767052698502084e-06,0.0001183083295472,9.71722874965053e-06
77.171,28.737,1.4310996448330116e-05,,,3.659550202428363e-05,,2.760976349236444e-05,,2.029684947046917e-05,,-4.30100681114709e-06,,3.673549372251728e-06,7.912390174169559e-06,0.0004532478924375,4.661971615860239e-05
77.181,28.737,2.0846449842792936e-05,,,5.048177263233811e-05,,,,2.163116005249321e-05,,5.196269285079325e-06,,4.8573879212199245e-06,3.090754262302653e-06,-6.3039483393367846e-06,9.243842214345932e-06
77.192,28.737,2.453078559483401e-05,,,2.058301652141381e-05,,2.191209750890266e-05,,,,-7.761071174172685e-06,,-1.2323214832576925e-05,1.396800871589221e-05,9.905242768581957e-05,0.0002091201458824
77.202,28.737,2.471832203809754e-06,,,-1.028106180456234e-05,,2.0654617401305583e-05,,2.0336625311756507e-05,,8.39856147649698e-06,,-1.0498920346435623e-05,3.487030539872649e-07,0.0006956565775908,9.153394785244018e-06
77.213,28.737,1.2422470945239183e-06,,,2.9134766009519808e-05,5.410024095908739e-05,2.0654617401305583e-05,,,,1.1344213817210402e-06,,-6.922609372850275e-06,7.4134300120931584e-06,7.092965097399428e-05,1.3212057638156692e-05
77.223,28.737,3.273776746937074e-05,,,2.640483444338315e-06,,,,2.276107079524081e-05,,3.942966486647492e-06,,2.922282192230341e-06,1.699881613603793e-05,0.0004003582871519,1.5411458662129007e-05
77.233,28.737,2.3845332179917023e-05,,,1.4285552424553316e-05,,,,,,1.2854248780058695e-05,,2.0128272808506158e-06,7.697472938161809e-06,0.0004451530403457,1.9731420252355747e-05
77.244,28.737,2.346002929698443e-06,,,0.0001517595374025,2.168212631659117e-05,,,,,2.2376638298737817e-05,,2.581101341547765e-07,2.1932453364570392e-06,0.0001076266780728,0.0001099557048291
77.254,28.737,3.567808380466886e-05,,,8.729595720069483e-06,,,,2.4337266950169575e-05,,2.3498664631915744e-06,,9.91437082120683e-06,-2.371592472627526e-06,0.000261973880697,6.205002136994153e-05
76.963,28.747,0.0001150996322394,,,-5.993944796500728e-06,,,,2.721711825870443e-05,,4.8255815272568725e-06,,1.4871015991957393e-05,5.260004854790168e-06,0.0007439847686327,1.6011557818274014e-05
76.974,28.747,-4.796424036612734e-06,,,1.528589564259164e-05,,,,,,8.59443662193371e-06,,2.6654583962226752e-06,8.434819392277859e-06,9.201558714266866e-05,1.887763210106641e-05
76.984,28.747,4.839977918891236e-06,,,,,,,,,3.457166712905746e-07,,1.1624563740042504e-05,2.451391537761083e-06,8.574608364142478e-05,1.3209125427238178e-05
76.994,28.747,-6.141915491753025e-06,,,-6.7780106292048e-06,,3.947287405026145e-05,,,,1.6405549104092643e-05,,4.494154836720554e-06,4.796129815076711e-06,0.0007009919499978,-4.428040028869873e-06
77.005,28.747,2.1754656700068157e-05,,,,,,,1.0194351489190012e-05,,1.7411045973858563e-06,,-1.132204374698631e-06,2.7839514586958103e-06,0.0001273039670195,1.1450537385826465e-05
77.015,28.747,-9.70034579950152e-06,,,0.0003041809541173,,,,,,1.2615574632945936e-05,,4.4705820982926525e-06,7.891410973570601e-07,3.38638637913391e-05,2.2162012101034637e-05
77.026,28.747,-1.0542213431108394e-06,,,0.0010902881622314,1.5821235137991607e-05,,,,,2.45828468905529e-05,,3.774294100367115e-06,5.698168479284504e-06,0.0001179031751235,1.5625882952008396e-05
77.036,28.747,2.080078411381692e-05,,,-1.5193649005595944e-06,,,,,,-9.23188872548053e-06,,,1.6026133380364627e-05,0.0003928847145289,0.0002222696493845
77.046,28.747,1.35866976052057e-05,,,5.1151137085980736e-06,1.4718089005327784e-05,,,1.89309776033042e-05,,2.075280463031959e-06,,-3.432571702433052e-07,3.997073690698016e-06,3.946414653910324e-05,4.489515777095221e-05
77.057,28.747,6.127012056822423e-06,,,,,,,,,-3.820738129434176e-06,,5.976167813059874e-06,-9.47431726672221e-06,0.0003884942852891,9.071018780559824e-07
77.067,28.747,7.185255981312366e-06,,,7.729417848167941e-05,,,,,,8.134629752021283e-06,,-1.9596349432049465e-07,1.4621674608861213e-06,0.0002604451146908,1.4498018572339788e-05
77.078,28.747,4.497277586779092e-06,,,2.2879290554556064e-05,,1.9808448996627703e-05,,1.6417816368630156e-05,,1.5032821465865707e-05,,1.6506281099282205e-05,8.79967410583049e-06,0.0005880022654309,1.1654183253995145e-05
77.088,28.747,4.299206557334401e-05,,,2.703179598029237e-05,,,,2.4501145162503235e-05,,-2.6903915113507537e-06,,5.775807949248701e-06,1.1559901395230554e-05,0.0003821082937065,-1.310297921008896e-05
77.098,28.747,-8.878526386979502e-06,,,7.462831035809359e-06,4.818262459593825e-05,,,,,-1.519573743280489e-05,,3.531142510837526e-06,1.323097512795357e-05,0.0004064593813382,1.6031150153139606e-05
77.109,28.747,2.114815106324386e-05,,,,,,,,,2.402374957455322e-05,,-2.171496362279868e-06,1.0459762052050792e-05,0.0002290579723194,0.000190273305634
77.119,28.747,8.036866347538307e-06,,,,,,,1.6854866771609522e-05,,1.2162823622929864e-05,,1.4322698405067058e-07,-7.214468951133313e-06,0.0003919516457244,0.0001162051994469
77.129,28.747,5.245264219411183e-06,,,-2.1982850739732385e-06,,,,,,1.564090052852407e-05,,1.7463260064687347e-06,1.189829799841391e-05,4.347484355093911e-05,5.858825534232892e-05
77.14,28.747,2.798113882818143e-06,,,8.152792361215688e-06,1.8831548004527576e-05,,,2.0241724996594712e-05,,-7.960231300785381e-07,,1.5590690964017995e-05,3.7356571738200728e-06,0.0005638958537019,1.7820317225414328e-05
77.15,28.747,2.029118695645593e-05,,,9.84113139566034e-05,,2.530841447878629e-05,,,,8.923157110984903e-06,,5.266720563668059e-06,9.31857903196942e-06,,4.5967249207024e-06
77.161,28.747,1.120442811952671e-05,,,1.954339495569002e-05,,3.503053085296415e-05,,,,-1.3298021258378869e-05,,7.169967830122914e-06,1.0761513294710312e-05,,7.440993067575619e-05
77.171,28.747,2.5257195375161245e-06,,,2.058301652141381e-05,,,,,,1.6696723832865246e-05,,-1.005596095637884e-05,-1.0589825478746206e-06,1.298266761295963e-05,2.5943436412489973e-05
77.181,28.747,-2.3518753096141154e-06,,,-1.028106180456234e-05,,,,2.6354920919402502e-05,,-1.3578064681496471e-05,,3.666282736958237e-06,2.001197572099045e-06,4.982958853361197e-05,7.16328122507548e-06
77.192,28.747,1.1263004125794396e-05,,,1.1891905160155147e-05,,2.760976349236444e-05,,,,8.980377970146947e-06,,5.454337497212691e-06,-4.452357188711176e-06,,1.7062471670215018e-05
77.202,28.747,-6.5127178459079005e-06,,,0.0003806778404396,5.1743169024121016e-05,,,,,1.0203875717706978e-05,,4.126449312025216e-06,3.600626996558276e-06,4.154410271439701e-05,6.95842390996404e-06
77.213,28.747,3.376760651008226e-05,,,6.520923489006236e-05,4.360545790405013e-05,,,,,4.46214744442841e-06,,1.7230766388820484e-05,1.5300526001738035e-06,0.0002996838593389,4.21262893723906e-06
77.223,28.747,,,,0.0004988713189959,,,,9.781232620298397e-06,,5.01995737067773e-06,,-5.803694875794463e-06,3.1844481327425456e-06,0.00031857076101,0.0001072025188477
77.233,28.747,1.4217999705579132e-05,,,8.729595720069483e-06,,,,2.002259498112835e-05,,1.3175958883948624e-05,,2.2575917682843283e-05,1.1798816558439285e-05,4.668899418902584e-05,1.905715362227056e-05
77.244,28.747,8.349431482201908e-06,,,-5.153754955244949e-06,,,,,,1.7948090317077003e-05,,-5.743667315982748e-06,6.526699962705607e-07,2.034412136708852e-05,
77.254,28.747,8.91622494236799e-06,,,-2.7717604098143056e-05,,,,2.276107079524081e-05,,3.3964588510571048e-06,,1.8734797322395025e-06,7.796309660079714e-07,0.0001252339861821,-7.209555860754335e-06
76.953,28.756,9.067379141924904e-05,,,,,,,,,-4.100828846276272e-06,,1.294168941967655e-05,8.215207344619557e-06,9.635808964958414e-05,2.188062899222132e-05
76.963,28.756,1.5093894944584464e-05,,,,,,,,,1.5498626453336328e-05,,1.593883462192025e-05,1.193281241285149e-05,0.0003593904548324,7.017401912889909e-06
76.974,28.756,5.54344333068002e-05,,,,5.94794619246386e-05,,,,,2.111265303028631e-06,,8.184939360944554e-06,3.233482857467607e-05,0.0005278320168145,7.643992830708157e-06
76.984,28.756,3.56860823558236e-06,,,2.8090691557736136e-05,,,,,,2.3404222702083644e-06,,2.5654792352725053e-06,1.4098960491537582e-05,0.0004256986139807,4.794989763468038e-06
76.994,28.756,1.436204183846712e-05,,,0.0001101274610846,,2.616370693431236e-05,,2.6629493731888942e-05,,-8.829284524836112e-06,,1.2109256203984842e-05,1.3435783330351114e-05,0.0007097150082699,4.143680143897655e-06
77.005,28.756,7.423248916893499e-06,,,,,,,,,-2.701100356716779e-06,,1.83559150173096e-05,5.905249054194428e-06,0.0005415779305621,0.0001935760083142
77.015,28.756,1.6852922271937132e-05,,,-6.157428742881166e-06,,3.947287405026145e-05,,,,-3.487911328647897e-07,,5.9610733842419e-06,1.0341999768570531e-05,5.9886147937504575e-05,2.646233042469248e-05
77.026,28.756,1.1523025023052467e-05,,,0.0002451571344863,,,,1.0194351489190012e-05,,3.791457629631623e-06,,4.193592303636251e-06,1.5482602975680493e-05,0.0005868463194929,1.5222389265545644e-05
77.036,28.756,7.647071470273659e-06,,,,,2.3876260456745516e-05,,1.0194351489190012e-05,,1.13403657451272e-05,,1.9276381863164715e-05,2.893812734328094e-06,0.0003204274980816,0.000382130703656
77.046,28.756,1.2903294191346504e-05,,,4.16635202782345e-06,,,,,,1.2841912393923847e-05,,7.018779797363095e-06,4.2979772842954844e-06,7.267571345437318e-05,2.3185073587228544e-05
77.057,28.756,5.193151082494296e-05,,,1.3174208106647711e-05,,,,,,1.1727874152711593e-05,,1.936719309014734e-05,8.917631930671632e-06,1.8111166355083697e-05,-4.402104423206765e-06
77.067,28.756,6.10341942319792e-07,,,-1.2702335880021565e-05,,,,1.89309776033042e-05,,-1.4214011798685533e-06,,5.787735517515102e-06,1.0345176633563824e-05,0.0003327276499476,1.7925069187185727e-05
77.078,28.756,5.169828000362031e-06,,,3.4788361517712474e-05,1.6892758139874786e-05,,,,,1.3134612345311323e-05,,1.631290251680184e-05,1.23807603813475e-05,,1.407416220899904e-05
77.088,28.756,5.059110844740644e-05,,,1.58590391947655e-05,,,,,,5.570437224378111e-06,,-4.606990842148662e-06,2.220540409325622e-06,7.529840513598174e-05,6.740908429492265e-05
77.098,28.756,,,,,,1.9808448996627703e-05,,1.6417816368630156e-05,,9.423668416275175e-06,,,-3.5992129596706945e-06,3.750903852051124e-05,9.660684554546606e-06
77.109,28.756,1.2395618796290364e-05,,,0.0006866323528811,,1.9808448996627703e-05,,1.86555535037769e-05,,7.880167686380446e-06,,-1.5634943338227458e-05,1.2392976714181714e-05,0.0001239759149029,1.988734948099591e-05
77.119,28.756,6.717151336488314e-06,,,8.152792361215688e-06,2.39947039517574e-05,,,1.4930457837181166e-05,,1.668488039285876e-06,,-3.11628173221834e-06,4.088127752766013e-06,0.0002160298172384,0.000299251260003
77.129,28.756,3.526832369971089e-05,,,4.172270928393118e-05,,,,2.795322870952077e-05,,2.7495130780152977e-05,,1.0027846656157637e-05,3.4153915748902364e-06,0.0003002798766829,1.2661539585678838e-05
77.14,28.756,5.843056896992493e-06,,,1.954339495569002e-05,,,,1.6854866771609522e-05,,3.683484692373895e-06,,3.138158604087949e-07,-2.811170134009444e-06,-6.3039483393367846e-06,1.804311432351824e-05
77.15,28.756,-3.112625961421145e-07,,,,,,,1.6051079001044855e-05,,8.13464885141002e-06,,3.998115971626248e-06,9.45105330174556e-06,6.985854997765273e-05,4.349700975581072e-05
77.161,28.756,4.777534286404261e-06,,,-1.028106180456234e-05,,,,1.3211225450504571e-05,,1.1436024578870274e-05,,1.1611815352807753e-05,2.925816716015106e-06,-2.0891054646199336e-06,8.97746122063836e-06
77.171,28.756,1.5098923540790564e-05,,,5.063793287263252e-05,4.289822754799388e-05,2.530841447878629e-05,,,,8.426289241469931e-06,,1.9625542336143557e-05,1.2081628483429084e-05,8.797468763077632e-05,5.160896762390621e-06
77.181,28.756,2.027648406510707e-05,,,2.449047860864084e-05,9.859294550551567e-06,2.530841447878629e-05,,,,6.978726560191717e-06,,3.633676669778652e-06,2.1932453364570392e-06,0.0001824628852773,2.3304291971726343e-05
77.192,28.756,6.283266884565819e-07,,,2.519315603422001e-05,,,,,,4.021174390800297e-06,,1.2404699191392863e-05,2.4135172225214774e-06,1.8948312572319992e-05,4.655391603591852e-05
77.202,28.756,3.248130815336481e-05,,,-7.353764317485911e-07,2.8339953132672235e-05,,,,,-5.427269570645876e-06,,1.562206307426095e-05,2.0118982320127543e-06,5.678494562744163e-05,1.7685437342152e-05
77.213,28.756,1.7864900655695237e-05,,,0.0005957924877293,,,,,,9.140582733380144e-06,,8.52587527333526e-06,-4.842150360673259e-07,3.415268656681292e-05,6.27974804956466e-05
77.223,28.756,3.0284340027719736e-05,,,7.249086047522724e-05,,,,2.029684947046917e-05,,-1.4745076271083238e-07,,-2.3301049623114523e-06,1.596930087544024e-05,0.0003915939596481,9.446010153624227e-06
77.233,28.756,2.34040981013095e-05,,,2.55051509157056e-05,,,,2.163116005249321e-05,,6.8718877628271e-06,,7.296063358808169e-06,1.2194886949146166e-05,0.0002870908938348,3.5649631172418594e-05
77.244,28.756,-9.007756034407066e-07,,,2.5007029762491584e-05,,,,9.781232620298397e-06,,-2.6765478651213925e-06,,-5.436964329419425e-06,8.215332854888402e-06,0.0001416408631484,1.811066977097653e-05
76.963,28.766,4.892637406328504e-09,,,,,,,,,-4.303068635636009e-06,,1.3305850188771728e-05,3.918125457857968e-06,2.3443339159712195e-05,3.3162828913191333e-05
76.974,28.766,1.2244790923432449e-05,,,0.0001101274610846,,,,,,1.0813026165124027e-05,,-1.6744018012104789e-06,-1.3672795340369248e-08,1.5313369658542797e-05,0.0003306842700112
76.984,28.766,,,,2.691599729587324e-05,,,,,,1.658545261307154e-05,,2.207498073403258e-05,2.110142077071941e-06,0.0002740657073445,8.80078187037725e-06
76.994,28.766,1.5577516023768112e-05,,,0.0010902881622314,,,,2.8791913791792467e-05,,1.0273644875269383e-05,,7.333044777624309e-06,1.0052634934254456e-05,7.966686825966462e-05,2.175532426917925e-05
77.005,28.766,7.39945198802161e-06,,,-1.034728302329313e-05,2.459863753756508e-05,,,,,-5.177938874112442e-06,,5.118803073855816e-06,8.86634734342806e-06,2.4669385311426595e-05,5.581035657087341e-05
77.015,28.766,0.0001410057448083,,,-2.091092392220162e-05,,,,,,2.251909609185532e-05,,1.1983371223323047e-05,-2.9642876597790746e-07,1.5175140106293838e-05,3.104900679318234e-05
77.026,28.766,8.252365660155192e-06,,,2.353402305743657e-05,,2.616370693431236e-05,,,,5.908648859076493e-07,,1.1608432032517156e-05,1.3338934877538122e-05,1.448008515581023e-05,1.4409165487450082e-05
