longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
76.963,28.512,0.0001159711173386,,,2.0186153051326983e-06,,,,1.5060361874930097e-05,,1.5058764802233782e-05,,3.440092655182525e-07,5.151619916432537e-06,0.0001256825780728,1.4834194189461414e-05
77.098,28.512,5.429717020888347e-06,,,8.675007848069072e-05,1.6099198546726257e-05,,,1.3380967175180558e-05,,-7.656811249034945e-06,,-1.163328761322191e-05,4.988047749066027e-06,5.483478526002728e-05,1.9559423890314065e-05
77.109,28.512,5.4959062254056334e-05,,,2.159846553695388e-05,,,,,,-2.1427127649076283e-05,,9.601068995834794e-06,7.205872407212155e-06,5.3330626542447135e-05,2.0399733330123127e-05
77.119,28.512,3.5671130262926454e-06,,,-1.3822459550283384e-05,,,,,,9.651115760789253e-06,,7.3919009082601406e-06,-3.258801143601886e-06,2.517738721508067e-05,4.7258095214886e-09
77.129,28.512,3.891765300068073e-05,,,1.0877875865844544e-05,,,,,,3.978368113166653e-06,,1.6735129975131713e-05,5.485932888404932e-06,-3.271685272920877e-05,4.83772273582872e-05
77.14,28.512,4.093124061910203e-06,,,4.290041397325695e-05,,,,3.477887366898358e-05,,4.999925749871181e-06,,-5.537092874874361e-06,1.2823553561247536e-06,7.716357686149422e-06,3.483530963421799e-05
77.15,28.512,3.866364204441197e-05,,,0.0007544594700448,2.3062706532073207e-05,,,,,6.793181455577724e-06,,1.2903370588901453e-05,1.39561525429599e-05,3.098714296356775e-05,1.7121012206189334e-05
77.161,28.512,1.5684297977713868e-05,,,-4.92528488393873e-05,1.5020683349575847e-05,,,2.467175363563001e-05,,1.6931322534219362e-05,,-1.926463255585986e-06,7.174834991019452e-06,2.371924711042084e-05,8.896304279915057e-06
77.171,28.512,5.503410989149415e-07,,,-6.777032467653044e-06,,,,,,2.0051949832122773e-05,,-1.0580777598079294e-05,4.795165750692831e-06,9.668333223089576e-05,2.8167198252049275e-05
77.181,28.512,2.6825344320968725e-05,,,3.458930950728245e-05,,,,1.5096507013367956e-05,,1.493628769821953e-05,,5.2866698752040975e-06,3.45206743190829e-08,6.067191134206951e-05,2.428943116683513e-05
77.192,28.512,2.493205465725623e-05,,,1.4780021956539713e-05,,,,2.771019535430241e-05,,-7.503715551138157e-06,,4.83984149468597e-06,6.868719992780825e-06,7.339195144595578e-05,7.69528287491994e-06
77.202,28.512,-2.492103021722869e-06,,,0.0002218568115495,,4.097677083336748e-05,,1.7683392798062414e-05,,9.129214959102684e-06,,1.8968927179230377e-05,-9.17227316676872e-06,0.0001266267063328,1.6058649634942412e-05
77.213,28.512,2.9843486117897555e-05,,,,1.8067792552756146e-05,,,,,1.346636054222472e-05,,5.753953246312449e-06,1.408531443303218e-05,-3.999366890639067e-05,5.419224908109754e-05
77.223,28.512,2.411960485915188e-05,,,1.1773526239267085e-05,,3.1320701964432374e-05,,,,8.909575626603328e-06,,2.290169322805013e-05,-1.128374151448952e-06,0.0005588420317508,1.3467801181832328e-05
77.233,28.512,5.8355257351649925e-05,,,2.760231609499897e-06,,3.1320701964432374e-05,,,,-3.7354955111368326e-06,,1.0493615263840184e-05,1.8580987671157345e-05,0.0004004553484264,1.5893236195552163e-05
77.244,28.512,1.4402237866306676e-05,,,0.0001334422267973,,,,,,-5.090410468255868e-06,,7.629406354681123e-06,4.022531356895343e-06,0.000781868409831,1.564847661938984e-05
77.254,28.512,2.836056773958262e-05,,,3.5425731766736135e-05,,,,,,2.586157279438339e-06,,1.0408406524220482e-05,4.16949660575483e-06,0.0001369740930385,-3.3849335068225628e-06
77.264,28.512,3.235051917727105e-05,,,6.125587788119447e-06,,,,1.4253674635256177e-05,,-1.7800788327804185e-06,,4.725160579255316e-06,1.357122073386563e-05,2.5591063604224477e-05,2.0334035070845857e-05
77.275,28.512,,,,5.151374352863058e-05,,,,1.6216155927395448e-05,,6.793993634346407e-06,,8.68652386998292e-06,9.060501724889036e-06,0.0005459709209389,1.7236479834537022e-05
77.285,28.512,3.053890850424068e-06,,,5.5276464991038665e-05,,,,,,4.648522917705122e-06,,-1.41820737553644e-06,3.2125456073117675e-06,1.999782762140967e-05,1.4206303603714332e-05
77.296,28.512,5.102810973767191e-05,,,2.0426443370524797e-05,2.084421066683717e-05,,,,,-9.658813269197708e-07,,3.5630902857519686e-05,2.1476273104781285e-05,0.0002173027314711,1.1267482477705926e-05
77.306,28.512,7.432177517330274e-05,,,,,3.279120574006811e-05,,2.388116627116688e-05,,2.4830653728713514e-06,,-3.992421170551097e-06,1.2294466614548584e-05,-2.795722866721917e-05,5.994347156956792e-05
77.316,28.512,1.5740764865768142e-05,,,1.274854412258719e-06,,,,2.700899676710833e-05,,-7.671395906072576e-06,,1.3130404113326222e-05,-7.520065537391929e-06,9.805066656554118e-05,1.4255640962801408e-05
77.327,28.512,9.778723324416204e-06,,,0.0002463852870278,3.800243939622305e-05,,,,,6.952588137210114e-06,,-8.83202301338315e-06,2.553182184783509e-06,0.0001052651787176,1.819595490815118e-05
77.337,28.512,2.4814855350996368e-05,,,1.8335122149437663e-05,,,,,,1.2861044524470344e-05,,5.252679784462089e-06,1.5049881767481564e-05,,1.322693242400419e-05
76.891,28.522,1.1232111319259276e-05,,,-5.920374860579614e-06,,,,,,-2.0408961063367315e-06,,9.07782407466584e-07,9.67871346801985e-06,6.432826921809465e-05,2.781587136269081e-05
76.901,28.522,-3.127555316950748e-07,,,9.030815999722108e-05,,,,,,1.714332574920263e-05,,1.2840770068578422e-05,2.4653436412336305e-06,0.0004781384486705,1.3143784599378703e-05
76.911,28.522,2.943882464023773e-05,,,6.838571425760165e-05,,,,,,1.9559496649890207e-05,,1.3275593119033148e-05,4.476713456824655e-06,7.860833284212276e-05,7.652895874343812e-06
76.922,28.522,,,,2.971257163153496e-05,,,,,,2.416088136669714e-05,,-9.95017217064742e-07,2.964261511806398e-06,0.0002068490575766,1.740205698297359e-05
76.932,28.522,-9.419548405276146e-06,,,6.029010182828642e-05,,,,2.4006387320696376e-05,,4.201296178507619e-06,,-1.5886846540524855e-06,3.5972295790998032e-06,3.926664066966623e-05,1.387607062497409e-05
76.943,28.522,5.30805755261099e-06,,,,,,,,,-8.785390264165471e-07,,-9.936837159330024e-06,8.08495042292634e-06,6.51917071081698e-05,0.0005413238541223
76.953,28.522,4.01684592361562e-05,,,0.0004970002337358,,,,,,1.6706061387594673e-06,,1.01396608442883e-05,3.647315315902233e-05,0.0003250384470447,2.405948180239648e-05
76.963,28.522,-3.991215635323897e-06,,,2.810043770296033e-05,,,,,,7.315395123441704e-06,,1.7447006030124612e-05,4.321866072132252e-06,0.0004578202788252,1.8148186427424665e-05
76.974,28.522,1.1142859875690192e-05,,,6.841499998699874e-05,,,,8.729651199246291e-06,,1.0294165804225486e-06,,1.553556285216473e-05,5.51184803043725e-06,8.352018630830571e-05,9.1558787971735e-05
76.984,28.522,2.9654429454240017e-05,,,-1.2738189980154855e-05,1.5666879335185513e-05,,,1.2221351425978357e-05,,1.63201139002922e-06,,-4.518871264735935e-06,-4.883810333922156e-07,0.000263106659986,2.2313641238724813e-05
76.994,28.522,1.328061716776574e-05,,,2.1859692424186505e-05,1.6669027900206856e-05,,,1.6277401300612837e-05,,4.22623861595639e-06,,-3.1518090963800205e-06,1.4778329386899712e-05,-4.692829315899871e-05,1.2069942386006003e-05
77.005,28.522,2.5963337975554168e-05,,,4.991980404156493e-06,,,,1.9185581550118517e-05,,8.468015948892571e-06,,4.318321771279443e-06,8.4515122580342e-06,9.788351599127054e-05,1.343240001006052e-05
77.015,28.522,7.733238453511149e-05,,,,,,,2.273819518450182e-05,,-5.529730515263509e-06,,-8.473267598674283e-07,9.98485575109953e-06,1.8332228137296624e-05,-7.041103799565462e-06
77.057,28.522,1.104283637687331e-05,,,1.534313014417421e-07,3.290356471552513e-05,,,,,2.630403059811215e-06,,-3.9218724850798026e-05,5.282025085762143e-06,3.927097350242548e-05,1.852155037340708e-05
77.067,28.522,1.800303471100051e-05,,,,,,,6.871218829473946e-06,,-8.608399184595328e-06,,1.6465666703879833e-05,1.4794863091083243e-05,0.0004285725590307,6.782002856198233e-06
77.078,28.522,3.482489410089329e-05,,,7.317266408790601e-06,,,,1.1044997336284725e-05,,3.5462855976220453e-06,,9.253220014215913e-06,2.462391648805351e-06,6.624369416385889e-05,1.1308961802569684e-05
77.088,28.522,5.685527867171913e-06,,,0.0003270733286626,,,,,,1.0603866030578502e-05,,5.79363934605226e-08,1.904580312839244e-05,7.236902456497774e-05,6.585946266568499e-06
77.098,28.522,2.126316030626185e-05,,,4.216498200548813e-05,,,,,,8.157027878041845e-06,,1.0107642083312385e-05,-3.953309260396054e-06,0.0005926637677475,2.552455225668382e-05
77.109,28.522,8.771349712333176e-06,,,1.2954134035680909e-05,,3.476048732409254e-05,,1.855512527981773e-05,,-2.9325890409381827e-06,,3.150778866256587e-06,1.2823553561247536e-06,3.811741771642119e-05,4.050598363392055e-05
77.119,28.522,1.003765532914258e-06,,,3.686931086122058e-05,,,,1.3380967175180558e-05,,4.200820171718078e-07,,1.0460728390171423e-06,2.1857018509763293e-05,2.046836380031891e-05,7.031865607132204e-06
77.129,28.522,-1.5380643390017212e-06,,,,,,,,,-5.144078158991761e-07,,9.041336852533275e-06,6.015587246110954e-07,7.837097655283287e-05,2.4133420083671808e-05
77.14,28.522,0.0001020194322336,,,0.0001743568864185,,,,2.339935053896625e-05,,-2.552032492530998e-05,,1.3804119589622132e-05,1.5616340533597395e-05,9.579953621141613e-05,1.803790109988768e-05
77.15,28.522,3.982866019214271e-06,,,,,,,1.5283374523278326e-05,,-2.9570725018857047e-05,,8.716365300642792e-06,6.83104826748604e-06,4.698176417150535e-05,7.586647552670911e-05
77.161,28.522,5.358010184863815e-06,,,1.6334710380760953e-05,2.410059460089542e-05,,,,,1.2793248970410788e-05,,8.223246368288528e-06,1.3300395039550494e-05,0.0004741939774248,5.907852937525604e-06
77.171,28.522,4.212714884488378e-06,,,2.900265099015087e-05,,,,,,7.033972451608861e-06,,1.5418469047290273e-05,-9.17227316676872e-06,0.0001582982076797,2.685643494260148e-07
77.181,28.522,,,,3.781628402066417e-05,,2.141184631909709e-05,,,,1.6665702787577175e-05,,1.27540115499869e-05,1.0566938726697115e-05,3.60002632078249e-05,2.849873453669716e-05
77.192,28.522,7.201054359029513e-06,,,,4.135588824283332e-05,,,2.467175363563001e-05,,2.389770634181332e-05,,-7.89546720625367e-06,6.861699148430489e-06,0.000355322001269,2.249532008136157e-05
77.202,28.522,3.1080664484761655e-05,,,0.0003247274726163,,,,,,8.469191016047262e-06,,-6.337791660371295e-07,1.744939982017968e-05,0.0007324985344894,4.289559456083225e-06
77.213,28.522,7.576056668767706e-05,,,0.000463130447315,,,,1.5096507013367956e-05,,2.976376890728716e-06,,1.537507387183723e-06,5.800325197924394e-06,5.619015792035498e-05,1.4294679203885607e-05
77.223,28.522,3.1937106541590765e-05,,,5.4199063015403226e-05,,,,2.771019535430241e-05,,-2.598173068690812e-06,,6.042730092303827e-06,5.425633844424738e-06,8.959868137026206e-05,1.874926238087937e-05
77.233,28.522,4.131154491915368e-05,,,1.7845599359134212e-05,,,,,,1.5607260138494894e-05,,1.9956238247687e-05,8.455071110802237e-06,0.0003300788521301,5.850322122569196e-05
77.244,28.522,1.2394614714139608e-05,,,3.2340603866032325e-06,,,,,,5.45740977031528e-06,,4.691223693953361e-06,7.333905614359537e-06,0.0003963902709074,2.2993513994151726e-05
77.254,28.522,0.000140898002428,,,2.503049654478673e-05,,3.1320701964432374e-05,,,,1.942721064551733e-05,,1.234939099958865e-05,1.6777150449343026e-05,0.000567961949855,7.261295104399323e-05
77.264,28.522,3.421590008656494e-05,,,3.0400078685488552e-05,,,,,,1.362523335046717e-06,,2.1804862626595423e-05,-1.2051783642164082e-06,3.868621206493117e-05,9.244446118827908e-05
77.275,28.522,3.695570194395259e-05,,,,,,,,,-2.286385279148817e-05,,-3.744731031929405e-07,2.3675527245359262e-06,7.632849883520976e-05,9.854908421402796e-05
77.285,28.522,-1.9176661680830875e-06,,,,1.3491757272277027e-05,3.5510605812305585e-05,,,,5.865729690412991e-06,,4.383435225463472e-06,8.457076319245971e-07,3.4932178095914423e-05,2.013835728575941e-05
77.296,28.522,7.170720436988631e-06,,,1.274854412258719e-06,,2.927649802586529e-05,,,,1.3285735803947318e-05,,9.094522283703554e-06,-9.294706160289934e-07,8.960585546446964e-05,0.0002429966552881
77.306,28.522,0.0001809617970138,,,0.0004794556007254,1.444930603611283e-05,,,1.6216155927395448e-05,,6.246903012652183e-07,,7.796395948389545e-06,-3.044238383154152e-06,4.965258631273173e-05,3.347805613884702e-05
77.316,28.522,2.1754656700068157e-05,,,1.717905433906708e-05,,,,,,-7.734506652923301e-06,,7.340279807976913e-06,1.3182391739974264e-05,0.0001546675339341,1.200151200464461e-05
77.327,28.522,6.21146900812164e-05,,,0.000808838289231,,3.279120574006811e-05,,,,1.124445589084644e-06,,2.642693834786769e-05,6.293935257417616e-06,0.0007481144857592,2.622777537908405e-05
77.337,28.522,1.4226839994080365e-05,,,7.119037491065683e-06,,2.9968527087476104e-05,,2.388116627116688e-05,,1.1011990864062682e-05,,1.4434954209718852e-05,1.2278751455596648e-06,0.0005372691666707,2.1669598936568946e-05
76.88,28.531,2.8963277145521715e-05,,,6.200061034178361e-05,,,,1.2481843441491948e-05,,2.1390894744399702e-06,,5.4722604545531794e-06,-3.884129910147749e-06,3.323927739984356e-05,8.228677324950695e-05
76.891,28.531,4.215212811686797e-06,,,-1.8678969354368743e-05,,4.151238681515679e-05,,1.2481843441491948e-05,,-6.442583526222734e-06,,4.816047749045538e-06,1.0728412235039286e-05,0.0005202028551138,3.4009931368927937e-06
76.901,28.531,6.608870535274036e-06,,,3.279666998423636e-05,1.2624703231267633e-05,,,,,-5.18219030709588e-06,,4.755114332510857e-06,4.303060904931044e-06,0.000803958333563,5.221497758611804e-06
76.911,28.531,-4.855167389905546e-06,,,0.0001546200946904,3.6023524444317445e-05,3.4180811780970544e-05,,2.5035866201506e-05,,1.2356423212622758e-05,,8.373332093469799e-06,5.775577278654964e-07,0.0002236947912024,4.8940150009002537e-05
76.922,28.531,9.872564987745136e-05,,,-7.586074275423016e-07,,,,,,-1.944530595210381e-06,,1.7078084056265652e-05,-7.924799660941062e-07,5.839902223669924e-05,1.69856684806291e-05
76.932,28.531,1.178906222776277e-05,,,,,,,,,1.996853143282351e-06,,6.447754458349664e-06,-2.0255838535376824e-06,1.1083342542406172e-05,8.219103619921952e-06
76.943,28.531,5.682575647369959e-05,,,8.959511887951521e-07,,,,,,1.152494405687321e-05,,-8.118096957332455e-06,3.0690400762978243e-06,0.0001647373719606,3.696135536301881e-06
76.953,28.531,1.7513671991764568e-05,,,0.0003473314282018,6.020979708409868e-05,2.9182441721786745e-05,,2.4006387320696376e-05,,1.254630751645891e-05,,-3.085041043959791e-06,-7.186472430475988e-06,2.5965253371396105e-05,9.589239198248832e-06
76.963,28.531,5.198038343223743e-05,,,,,,,,,-1.967478056030814e-07,,3.792692950810306e-07,2.3694114133832045e-05,0.0002494704094715,0.0002094010706059
76.974,28.531,7.87381395639386e-06,,,2.5880684916046448e-05,,,,,,1.1092530257883482e-05,,1.2715263437712563e-05,-1.3102801403874764e-06,-4.692829315899871e-05,0.0002992886002175
76.984,28.531,3.017252993231523e-06,,,4.06251783715561e-05,1.4699176972499116e-05,1.7920061509357765e-05,,2.628539186844137e-05,,1.9365093976375647e-05,,-3.831507626728126e-07,2.158236753757592e-07,0.0004016293096356,2.538624539738521e-05
76.994,28.531,-5.149698154127691e-06,,,2.4731518351472918e-05,4.2800791561603546e-05,,,5.392648745328188e-07,,1.3131672176314169e-06,,4.189173068880336e-06,3.817326160060475e-06,3.327759259263985e-05,1.2652512850763742e-05
77.036,28.531,1.8424434529151767e-05,,,1.534313014417421e-07,2.323006083315704e-05,2.225388197985012e-05,,2.9270593586261384e-05,,1.1387754057068378e-05,,1.416395480191568e-05,4.135194558330113e-06,9.577517630532384e-05,1.3659217074746266e-05
77.046,28.531,7.36599440642749e-06,,,,,,,,,6.821839633630589e-06,,9.177902938972691e-06,2.7019598292099545e-06,0.0001060433569364,1.7447669961256906e-05
77.057,28.531,2.6785775844473392e-05,,,-9.761039109434932e-06,1.858916766650509e-05,,,3.31373666995205e-05,,9.132510967901908e-06,,6.56178258395812e-07,5.221900664764689e-06,0.0003023953468073,3.004630343639292e-05
77.067,28.531,1.965060982911382e-05,,,-7.01150293025421e-06,9.192556717607658e-06,,,1.811776019167155e-05,,2.4761252461757977e-06,,-4.851714948017616e-06,8.658021215524059e-06,0.0005528922192752,2.4262173610622995e-05
77.078,28.531,2.0052113995916443e-06,,,,,,,2.190810664615128e-05,,6.733083409926621e-06,,3.88161697628675e-06,-5.740076858273824e-07,-2.719110489124432e-05,1.0960077815980185e-05
77.088,28.531,3.857835690723732e-05,,,1.98630295926705e-05,2.191085513914004e-05,,,,,-3.50386403624725e-06,,-5.632538432109868e-06,4.750576863443712e-06,0.0004741844604723,-1.066324966814136e-05
77.098,28.531,8.435093332082033e-05,,,3.686931086122058e-05,,3.4575383324408904e-05,,,,1.9701624296430964e-06,,8.361758773389738e-06,8.557777420037382e-08,0.0006123728235252,1.0570416634436697e-05
77.109,28.531,2.5569595436536474e-06,,,,,,,1.7676718925940804e-05,,-3.998472038801992e-06,,4.708196229330497e-06,4.795165750692831e-06,3.578599353204481e-05,1.6499066987307742e-05
77.119,28.531,-2.469967057550093e-06,,,2.234603925899137e-06,,2.939562182291411e-05,,,,8.309556505992077e-06,,6.84076940160594e-06,4.183707005722681e-06,-4.077056291862391e-05,2.0541921912808903e-05
77.129,28.531,5.5516211432404816e-05,,,0.0001375968422507,,3.476048732409254e-05,,,,7.780904525134247e-06,,-1.1154894536957729e-06,3.409091959838406e-06,0.0004260988207533,0.000527734926436
77.14,28.531,3.907863356289454e-05,,,1.3283505722938573e-05,5.493918069987558e-05,,,1.864587284217123e-05,,-7.182192803156795e-06,,5.510111805051565e-06,2.678084001672687e-06,1.774392876541242e-05,0.0001301525189774
77.15,28.531,8.82301465026103e-05,,,1.2658137165999506e-05,,,,,,3.623380689532496e-05,,3.574361926439451e-06,-1.4142792679194829e-06,6.643593223998323e-05,1.5342395272455178e-05
77.161,28.531,4.480937423068099e-05,,,0.0001051945146173,1.8901719158748165e-05,,,2.339935053896625e-05,,7.2744410317682195e-06,,6.391147962858668e-06,1.2659407730097882e-05,3.0969335057307035e-05,4.562714821076952e-06
77.171,28.531,5.747988325310871e-05,,,1.0602733709674794e-05,,,,,,9.129214959102684e-06,,5.420638899522601e-06,2.806019210765953e-06,0.0005760977510362,1.2289318874536548e-05
77.181,28.531,2.8024483981425877e-05,,,,,,,,,8.601841727795545e-06,,1.4112323697190732e-05,1.8580987671157345e-05,0.0004049215349368,2.2213624106370844e-05
77.192,28.531,1.7249500160687603e-05,,,3.7231806345516816e-05,,3.3177162549691275e-05,,3.477887366898358e-05,,5.345192221284378e-06,,3.4932654671138152e-06,3.5782964005193207e-06,8.41244836919941e-05,1.0404131899122149e-05
77.202,28.531,7.059491963445908e-06,,,0.0004420872719492,,,,,,1.263937974727014e-05,,3.2432717489427887e-06,2.058040627161972e-05,0.0003662236558739,2.284572838107124e-05
77.213,28.531,4.227150202495977e-05,,,5.9368474467191845e-05,,,,,,3.4163936106779147e-06,,1.9956238247687e-05,1.3668619430973196e-05,2.7060139473178424e-05,1.396294010191923e-05
77.223,28.531,1.309110757574672e-05,,,2.65332346316427e-05,,,,,,5.77215496377903e-06,,1.3123844837537035e-05,-2.206954604844213e-06,0.000138044313644,2.6939218514598903e-05
77.233,28.531,7.756524428259581e-05,,,,4.300657019484788e-05,,,,,-4.14617079513846e-06,,-2.6176735445915256e-06,-1.3982323707750766e-06,5.222699110163376e-05,-1.3685466910828836e-06
77.244,28.531,1.27214880194515e-05,,,2.8272539566387422e-05,1.4750637092220131e-05,,,,,1.2738220902974716e-05,,-1.338130732619902e-05,2.1476273104781285e-05,0.0005360784125514,2.4827002562233247e-05
77.254,28.531,7.958424248499796e-06,,,3.470772935543209e-05,2.5959323465940543e-05,4.097677083336748e-05,,1.7683392798062414e-05,,5.628190592688043e-06,,1.1554999218787998e-05,-4.818548404728063e-08,0.0001467928668716,2.017691804212518e-05
77.264,28.531,2.110834066115785e-05,,,2.703609789023176e-05,,,,,,1.6156707715708762e-05,,5.56975464860443e-06,4.935989636578597e-06,2.4644745280966163e-05,6.0042195400455967e-05
77.275,28.531,3.535208816174418e-05,,,8.468986925436184e-05,2.0027973732794635e-05,3.1320701964432374e-05,,1.568823790876195e-05,,5.812972176499898e-06,,5.163483365322463e-07,4.162457116763108e-06,0.0001081553346011,1.3613585906568916e-05
77.285,28.531,1.9013521523447707e-05,,,4.1832804527075496e-06,,,,,,8.88173144630855e-06,,5.569306722463807e-06,2.376249358349014e-05,0.0001169136012322,-5.467388177748944e-07
77.296,28.531,1.2244790923432449e-05,,,1.717905433906708e-05,,,,1.5689307474531233e-05,,2.000161885007401e-06,,-3.005438884429168e-07,1.2349978533165995e-06,1.7014399418258108e-05,1.0152391496376367e-06
77.306,28.531,6.88920117681846e-05,,,0.0005688048549927,,3.5510605812305585e-05,,,,-6.754773949069204e-07,,5.256415533949621e-06,1.9920553313568234e-05,6.458615825977176e-05,1.3251667041913606e-05
