longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.181,28.502,1.6230447727139108e-05,-1.9154356778017245e-05,6.148291504359804e-06,5.75151716475375e-06,4.702663773059612e-06,-1.475615590607049e-05,4.260201421857346e-06,0.0002050394396064,-8.028369848034345e-06,,8.954790246207267e-06
77.192,28.502,0.0001314331748289,-2.1242638467811048e-05,-4.135119979764568e-07,3.363922951393761e-05,,9.32035345613258e-06,-2.278138526889961e-05,5.505968601937639e-06,-4.523096322373021e-06,,1.4039743291505148e-05
77.202,28.502,-7.870929948694538e-06,-2.893734563258477e-05,-1.505127784184879e-06,-2.264471277158009e-06,4.95010863232892e-06,-1.7464642951381393e-05,9.74010345089482e-06,2.5077593818423335e-05,-2.159600171580678e-06,,5.630874511552975e-06
77.213,28.502,2.9910714147263207e-05,-2.766594298009295e-05,1.8245575120090507e-05,3.154708610964008e-05,4.985642590327189e-05,-1.5489662473555654e-05,-1.4939224456611557e-05,0.0003590162668842,2.1321831809473224e-05,,1.319794318987988e-05
77.223,28.502,2.8276101147639565e-05,,3.774477363549522e-06,3.154708610964008e-05,5.202752618060913e-06,-1.1645053746178746e-05,5.174424131837441e-06,1.5163838725129608e-05,-2.159600171580678e-06,,1.0009995321524912e-06
77.233,28.502,1.744054679875262e-05,,9.118175512412565e-06,5.371809038479114e-06,3.952269980800338e-05,-1.382284790452104e-05,3.3566973343113204e-06,1.919268470373936e-05,-2.159600171580678e-06,,4.4771586544811726e-06
77.244,28.502,4.755800182465464e-05,-1.4349781849887222e-05,5.362545380194206e-06,4.236362292431295e-05,2.7822973152069608e-06,-1.940679612744134e-05,7.301135610759957e-06,0.0002977281983476,-9.221108484780416e-06,,1.3643144484376537e-05
77.254,28.502,9.108877748076338e-06,-1.4349781849887222e-05,-1.511709513124515e-07,2.864809903257992e-05,8.070795047387946e-06,-3.457965794950724e-05,1.0052056040876778e-06,,-1.0595754247333389e-05,,3.928215301129967e-05
77.264,28.502,3.1378327548736706e-05,-1.0019933142757507e-05,1.339373397968302e-06,-2.9238374281703727e-06,,-8.030561730265617e-06,-4.038649785798043e-05,6.697782373521477e-05,-2.616878418848501e-06,,9.93304365692893e-06
77.275,28.502,6.209097773535177e-05,-2.217664587078616e-05,1.2845659512095152e-05,4.377922959974967e-05,-2.9357990570133552e-05,,2.4754690457484685e-06,,-7.537205874541541e-06,,3.09647521135048e-06
77.285,28.502,3.412079604458995e-05,,1.5179562069533858e-05,2.1767491489299573e-06,4.489091224968433e-06,,-5.080467963125557e-05,-5.266445896268124e-06,-1.6151831005117856e-05,,8.199580406653695e-06
77.296,28.502,7.825394277460873e-06,,7.162870133470278e-06,3.085838397964835e-05,0.0001004427249426,,-1.231783699040534e-06,9.920155434883782e-07,,,1.5000338862591889e-05
77.306,28.502,4.715806426247582e-05,-2.185315315728076e-05,1.5774432540638372e-05,1.828627500799485e-05,2.6593525035423227e-05,-1.5146872101468034e-05,-1.82057897291088e-06,-2.7946218779106857e-06,3.333838662911149e-07,,1.0832226280399482e-06
77.316,28.502,3.184855086146854e-05,-1.0592098078632262e-05,-2.934875055871089e-06,1.828627500799485e-05,3.720680615515448e-05,-1.3899659279559272e-05,,-2.7946218779106857e-06,-5.410316134657478e-06,,7.809811108927533e-07
77.327,28.502,1.7011429008562118e-05,-1.598002745595295e-05,2.8031046895193867e-05,1.1077130693593062e-05,1.73459411598742e-05,-2.373835195612628e-05,1.8124396774510387e-06,2.2950082438910613e-06,,,3.613978606153978e-06
76.891,28.512,1.6772588423918933e-05,-1.466354660806246e-05,2.645295580805396e-06,4.254503073752858e-05,3.556197407306172e-05,-2.2942618670640517e-05,-2.0674016923294403e-05,4.655458906199783e-05,-2.132945382982143e-06,,8.3347558756941e-06
76.901,28.512,1.1366207218088675e-05,-1.466354660806246e-05,1.8816905139829032e-05,,2.014487563428702e-06,-3.761782636502176e-06,,-3.527308990669553e-06,1.674976920185145e-05,,4.8919737309915945e-06
76.922,28.512,5.6010343541856855e-05,-1.466354660806246e-05,4.397414613777073e-06,1.4432132502406605e-06,7.356404239544645e-05,,-3.848316737276036e-06,3.555371949914843e-05,7.852157978049945e-06,,2.3142229110817425e-05
76.932,28.512,-1.4343468137667514e-06,-1.466354660806246e-05,2.4421402486041188e-05,3.476037454674952e-05,-1.6664749637129717e-05,-1.54406443471089e-05,,1.6708698240108788e-05,2.081116690533236e-06,,6.085586210247129e-05
76.943,28.512,4.252838607499143e-06,-1.466354660806246e-05,1.806445652619004e-05,-5.321979870132054e-07,5.00380838275305e-06,-1.9252523998147808e-05,4.893327513855184e-06,-1.8339696907787584e-05,-1.8185910732881894e-07,,3.4980836062459275e-05
76.953,28.512,4.585093483910896e-05,-6.033204044797458e-06,7.772074241074733e-06,3.2655738323228434e-05,6.69423934596125e-06,-1.85164299182361e-05,,1.782429353625048e-05,3.160934284096584e-05,,9.555158612783998e-06
76.963,28.512,2.58833788393531e-05,-1.466354660806246e-05,6.371243443936692e-07,6.590963494090829e-06,4.41640895587625e-06,,,-1.4642911992268637e-05,2.3669711026741425e-06,,4.481250016397098e-06
77.098,28.512,7.41451294743456e-05,-1.466354660806246e-05,4.667457233153982e-06,3.840837598545477e-05,0.0001364254712825,,4.7851676754362416e-06,0.0002241054462501,,,1.940433503477834e-05
77.109,28.512,3.792485222220421e-05,-1.0754778486443684e-05,4.076633103977656e-06,4.065543180331588e-05,6.7544306148192845e-06,,-1.975043687707512e-06,3.084729178226553e-05,-3.280473492850433e-06,,7.67933397582965e-06
77.119,28.512,3.843973900075071e-05,-1.9505720047163777e-05,6.947861038497649e-06,2.801521986839361e-05,1.380888443236472e-05,,4.106063897779677e-07,,2.165469595638569e-05,,1.0017785825766625e-05
77.129,28.512,6.09176313446369e-05,-1.1849859220092185e-05,2.0518387827905823e-05,4.0672410250408575e-05,1.1581363651202992e-05,-5.148348009242909e-06,-1.944776704476681e-05,,-6.6020566009683535e-06,,6.678249974356731e-06
77.14,28.512,2.351792500121519e-05,-1.2073662219336256e-05,9.943790928446106e-07,4.0672410250408575e-05,0.0001519186334917,-2.520236921554897e-05,2.5300851120846346e-06,-1.0035699233412744e-05,-3.693463440868072e-06,,9.57476549956482e-06
77.15,28.512,4.9209509597858414e-05,-1.466354660806246e-05,1.5679614079999737e-05,4.0672410250408575e-05,3.427182309678756e-05,-2.1354844648158174e-05,-2.278138526889961e-05,1.660856287344359e-05,1.4720803847012576e-05,,2.7595649953582324e-05
77.161,28.512,1.6230447727139108e-05,,2.0217599740135483e-05,-2.264471277158009e-06,3.1897365261102095e-05,,4.855482075072359e-06,9.039606993610503e-06,3.951199687435292e-06,,3.214930620742962e-05
77.171,28.512,2.6539377358858477e-05,-7.469524916814407e-06,1.9176450223312717e-06,3.602410652092658e-05,1.8189914044342004e-05,-2.4553735784138556e-05,4.382231054478325e-06,0.0002696707379072,8.940678526414558e-06,,1.9283756955701392e-06
77.181,28.512,3.4476972359698266e-05,-7.469524916814407e-06,5.2887433412252e-05,6.414566450985149e-05,4.900919520878233e-05,-1.0196235962212086e-05,-3.1388335628435016e-05,5.7279967222712e-06,-4.57707955092701e-07,,1.902364965644665e-05
77.192,28.512,2.677950215002056e-05,,5.986153155390639e-06,2.2288808395387605e-05,,-1.5437644833582453e-05,-1.2399132174323313e-06,0.0001342110044788,-3.902684511558618e-06,,0.0003300467215012
77.202,28.512,0.0001053982850862,-6.019019110681256e-06,1.0583300536382012e-05,5.342076292436104e-06,4.7579878810211085e-06,-1.8146742149838246e-05,-4.038649785798043e-05,-8.057059858401772e-06,-6.744996426277794e-06,,9.92108562059002e-06
77.213,28.512,1.4551341337210031e-05,-4.888331204710994e-06,1.0652611308614723e-05,-8.264829602921964e-07,7.451601504726568e-06,-2.401933670626022e-05,1.6048190445872024e-05,-3.065573037019931e-05,-6.744996426277794e-06,,1.1533559245435754e-06
77.223,28.512,2.422615034447517e-05,-1.466354660806246e-05,-5.478202183439862e-06,3.363922951393761e-05,2.7822973152069608e-06,-1.595721550984308e-05,-5.080467963125557e-05,9.924540790962055e-06,1.5273208191501908e-05,,1.6600978369751829e-06
77.233,28.512,4.152609835728072e-05,,1.5794963474036194e-05,5.217857687966898e-05,7.165887836890761e-06,-1.3823456356476528e-05,-1.296862592425896e-06,1.872426400950644e-05,,,1.897100992209744e-05
77.244,28.512,1.8570901374914683e-05,-2.6170650016865693e-05,-1.5718598660896532e-05,3.154708610964008e-05,3.2616778753435938e-06,-9.90954322332982e-06,-4.751124288304709e-05,-2.478712849551812e-05,-1.2214381058583967e-05,,3.58353354386054e-05
77.254,28.512,0.0001038776827044,-2.7624982976703905e-05,1.087253349396633e-05,2.1767491489299573e-06,5.915237125009298e-06,-1.995824641198851e-05,-3.320289579278324e-06,6.071388270356692e-06,-8.398918907914776e-06,,1.2366250302875414e-05
77.264,28.512,6.931384996278211e-05,-1.466354660806246e-05,-3.1273177114599093e-07,4.236362292431295e-05,,-2.837323700077832e-05,,3.0489576602121812e-05,-8.398918907914776e-06,,3.1475974537897855e-05
77.275,28.512,2.564077112765517e-05,-2.7372972908779047e-05,2.814937488437863e-06,4.236362292431295e-05,-2.5314368485851446e-06,1.1226471485770163e-07,-6.357189704431221e-06,1.919268470373936e-05,-9.435069614482928e-08,,2.914703429723886e-07
77.285,28.512,5.188413706491701e-05,-1.466354660806246e-05,1.1619183624134166e-06,3.106865187874064e-05,1.8631959392223507e-05,-2.9309365345397964e-05,2.5465797079959884e-06,1.759851693350356e-05,-4.523096322373021e-06,,4.310445092414739e-06
77.296,28.512,-5.599412702395057e-07,-1.7918031517183408e-05,3.682814349303953e-05,1.568335574120283e-05,-5.290080480335746e-06,-1.1732476195902564e-05,-3.718438892974518e-05,3.839527198579162e-05,-4.111646376259159e-06,,4.984636234439677e-06
77.306,28.512,1.1965112207690254e-05,-1.466354660806246e-05,1.1426575838413555e-05,1.1077130693593062e-05,3.927341458620504e-05,,-4.42960845248308e-06,0.0003649938735179,-1.777717625373043e-05,,2.716237577260472e-05
77.316,28.512,6.705211126245558e-05,,5.264798801363213e-06,3.085838397964835e-05,4.493439064390259e-06,,-4.142228590353625e-06,0.0002437518414808,-1.777717625373043e-05,,3.087012373725884e-06
77.327,28.512,2.045961082330905e-05,-1.466354660806246e-05,2.5576617190381512e-05,1.828627500799485e-05,2.3924918423290364e-05,-2.186286292271689e-05,-3.5834430036629783e-06,2.2287074898486026e-05,-1.777717625373043e-05,,2.88857572741108e-05
77.337,28.512,3.834749077213928e-05,,-1.298109236813616e-05,1.828627500799485e-05,2.2112863007350825e-06,-1.5871917639742605e-05,6.3280685935751535e-06,0.000196241235244,-9.221108484780416e-06,,4.3954182729066815e-06
76.891,28.522,0.0001080990114132,-2.167779166484252e-05,9.233510354533792e-06,1.6572534150327556e-05,4.069046553922817e-05,-2.403052803856553e-06,-5.118767148815096e-05,1.676163992669899e-05,-4.661450475396123e-06,,6.223440777830547e-06
76.901,28.522,8.102898391371127e-06,-3.699168883031234e-05,2.130106076947413e-05,3.020030453626532e-05,0.0001163505221484,-1.1168091987201478e-05,-9.941541065927597e-06,0.0001725990587146,-1.1565325621631928e-05,,1.262255864276085e-05
76.911,28.522,-1.012968277791515e-05,-1.0019933142757507e-05,2.0977060557925142e-05,2.8509219191619195e-05,5.052753294876311e-06,-1.391149180562934e-05,-4.330774027039297e-05,3.2187128908844898e-06,-5.069730377726955e-06,,5.889938256586902e-05
76.922,28.522,4.252838607499143e-06,-2.0826457330258563e-05,9.688365025795063e-06,4.254503073752858e-05,-5.993804734316655e-06,-1.81168634298956e-05,,,,,4.194348366581835e-05
76.932,28.522,3.5972174373455346e-05,,-8.321371751662809e-07,3.8228288758546114e-05,6.69423934596125e-06,,-1.543933052516877e-07,,1.9398910353629617e-06,,-2.0171312087313709e-07
76.943,28.522,1.388434270666039e-06,-2.6520874598645605e-05,6.88224463374354e-06,3.8228288758546114e-05,3.824449777312111e-06,-1.4718156307935716e-05,-8.793597771727946e-06,1.3638492418976966e-05,4.494812401389936e-06,,2.3398386474582367e-05
76.953,28.522,2.0163408407825045e-05,,1.8427926988806576e-05,2.1706791812903248e-05,3.29237832374929e-06,-2.609944021969568e-05,4.084234660695074e-06,1.190112561744172e-05,1.7455420675105415e-05,,8.705701475264505e-06
76.963,28.522,4.199280010652728e-05,,1.082680046238238e-05,3.476037454674952e-05,6.819737450314278e-07,-2.531760765123181e-05,-7.069439106999198e-06,1.462939053453738e-05,-7.792723408783786e-06,,-1.8648294144441024e-06
76.974,28.522,2.3632751435798127e-06,-2.036646219494287e-05,3.2233403999271104e-06,3.2655738323228434e-05,0.0001859776530181,-1.5202402209979482e-05,-3.739233216037974e-05,1.26758322949172e-05,1.698426785878837e-05,,3.6695884773507714e-05
76.984,28.522,4.042014552396722e-05,-6.929631581442664e-06,1.0958940038108269e-05,1.1906168765563052e-05,-1.679923661868088e-05,-3.958644811064005e-06,,-7.725531077085179e-07,2.858758671209216e-05,,8.883518603397533e-06
76.994,28.522,2.6957459340337664e-05,-6.929631581442664e-06,1.4338706023409031e-05,7.080543127813144e-06,-4.758024260809179e-06,-1.3823456356476528e-05,-4.49869276053505e-06,-7.725531077085179e-07,2.4087947167572565e-05,,1.282015182368923e-05
77.005,28.522,1.996151331695728e-05,-1.4349781849887222e-05,5.692990043826285e-07,6.08518639637623e-05,8.086343768809456e-06,-1.3823456356476528e-05,-2.0101356312807186e-07,3.5811458474199757e-06,1.847756175266113e-05,,4.495328175835312e-05
77.015,28.522,7.907534745754674e-05,-1.7564154404681176e-05,7.376869461950264e-07,7.725332579866517e-06,9.961289833881892e-06,7.274827112269122e-06,-2.9761868063360453e-05,,-6.469495019700844e-06,,7.731692903689691e-07
77.057,28.522,1.6526904801139608e-05,,3.398258968445589e-06,6.576248324563494e-06,1.5046809949126327e-06,,,-1.8339696907787584e-05,-4.257771877291816e-07,,-9.437050721317064e-06
77.067,28.522,0.0001226532185683,-5.231117484072456e-06,3.0007577151991427e-06,2.804445830406621e-05,0.0001549095031805,,-6.664189555749546e-08,-1.4642911992268637e-05,-1.8185910732881894e-07,,4.172946501057595e-05
77.078,28.522,1.576738759467844e-05,,2.7512463930179365e-05,2.804445830406621e-05,0.000172836065758,,-1.6293234921249675e-06,2.218264489783905e-05,1.172850352304522e-05,,9.566412700223736e-06
77.088,28.522,5.1967632316518575e-05,-2.6191155484411865e-05,1.0908394870057236e-05,3.93190020986367e-05,6.0641741583822295e-06,4.915854034948097e-08,-1.767591129464563e-05,1.0139247933693696e-05,1.7254877093364485e-05,,3.748688868654426e-06
77.098,28.522,1.944095674843993e-05,-3.5492816095938906e-05,1.3960951946501154e-05,1.608431375643704e-05,9.47831904341001e-06,-2.184025834139902e-05,,3.1765321182319894e-05,-2.6838415578822605e-06,,8.16715692053549e-05
77.109,28.522,5.219697413849645e-05,-1.5632798749720678e-05,2.594148099888116e-05,5.60347325517796e-05,7.39634685942292e-07,-2.635646887938492e-05,1.3574735646670888e-07,4.553214239422232e-05,2.2250847905525006e-05,,3.939555881515844e-06
77.119,28.522,7.647401071153581e-05,-5.183742359804455e-06,3.444143294473179e-05,3.666069096652791e-05,-2.9063798137940463e-05,-1.4718852071382573e-05,2.761643827398075e-06,0.0001552152389194,-8.389920367335435e-06,,5.902833436266519e-05
77.129,28.522,0.000115202346933,,3.4880315070040524e-05,1.4238264157029334e-05,9.674303328210954e-06,-6.62350294078351e-06,-3.1388335628435016e-05,2.364677129662596e-05,1.1116667337773831e-06,,3.686792979351594e-06
77.14,28.522,1.4922022273822222e-05,,1.5226313735183794e-05,2.801521986839361e-05,1.2470079582271865e-06,-1.0958784514514264e-05,7.114711024769349e-06,2.299345942446962e-05,,,7.564903171441983e-06
77.15,28.522,3.4181171940872446e-05,-2.7624982976703905e-05,1.0838605703611393e-05,2.188212602050044e-05,6.794059572712285e-07,-1.595721550984308e-05,-4.038649785798043e-05,3.084729178226553e-05,-6.69009932607878e-06,,1.185235942102736e-05
77.161,28.522,7.72366183809936e-06,-1.808075285225641e-05,2.629766277095769e-05,4.0672410250408575e-05,4.900919520878233e-05,-1.4072630619921256e-05,3.3566973343113204e-06,,-6.69009932607878e-06,,0.0001602970878593
77.171,28.522,0.0001264413585886,-1.5773608538438566e-05,-1.1907564839930274e-05,5.342076292436104e-06,5.020370281272335e-06,,-4.379476195026655e-06,0.0003088581725023,,,1.7443979231757112e-05
77.181,28.522,2.710826629481744e-05,-1.808075285225641e-05,1.1074648682551924e-05,-8.264829602921964e-07,3.7846655231987833e-06,,-7.451892088283785e-06,3.814992396655725e-06,-2.060359292954672e-06,,1.1649104635580445e-05
77.192,28.522,9.128190868068486e-05,-1.7918031517183408e-05,1.6188192603294738e-05,-5.8733326113724615e-06,0.0002004035923164,-9.915816008287948e-06,1.700688471828471e-06,2.49545082624536e-05,,,5.614465862890938e-06
77.202,28.522,3.659253707155585e-05,-1.1712731975421777e-05,1.4135339370113796e-05,3.602410652092658e-05,-2.9357990570133552e-05,,1.0052056040876778e-06,,,,1.0372874385211617e-05
77.213,28.522,6.653157015534816e-06,-1.1712731975421777e-05,7.285623269126518e-06,3.3531567169120535e-05,0.0001168162198155,-2.9309365345397964e-05,-2.8619342629099265e-05,9.039606993610503e-06,-7.460326742148027e-06,,2.228394987469073e-05
77.223,28.522,1.6412866898463108e-05,-1.1712731975421777e-05,2.6453364625922404e-05,2.1767491489299573e-06,7.523509339080192e-06,-1.5533954865531996e-05,-3.278532312833704e-05,2.4114637199090797e-05,-5.923013304709457e-06,,1.5604804502800107e-05
77.233,28.522,1.670553865551483e-05,-1.1427428944443818e-05,1.12411016743863e-05,2.2288808395387605e-05,7.956850822665729e-06,-8.806478945189156e-06,-9.579289326211438e-06,,-3.693463440868072e-06,,0.0001189889735542
77.244,28.522,1.5237666275425e-06,-5.183742359804455e-06,2.2726813767803836e-05,2.8197655410622247e-06,4.252482176525518e-05,-1.2041224181302825e-05,-1.231783699040534e-06,,-4.57707955092701e-07,,1.723232890071813e-05
77.254,28.522,0.0001167933878605,,1.0320542969566304e-05,3.363922951393761e-05,,-1.1732476195902564e-05,5.953389518253971e-06,-1.671297286520712e-05,-3.639620672402089e-06,,2.799002868414391e-05
77.264,28.522,5.481979678734206e-05,-2.5361059670103717e-05,3.656431317722309e-06,5.217857687966898e-05,,,-9.013592716655694e-07,4.950636594003299e-06,-5.52946801235521e-07,,5.218161732045701e-06
77.275,28.522,1.1094860383309424e-05,-1.9927198081859387e-05,-6.614980065933196e-06,5.217857687966898e-05,1.2265577424841467e-05,-1.5981266187736765e-05,-4.42960845248308e-06,9.924540790962055e-06,,,7.922722943476401e-06
77.285,28.522,7.947625999804586e-05,-5.183742359804455e-06,9.716271051729564e-06,2.950053021777421e-05,0.0002050554903689,-8.436053576588165e-06,-1.3880970755053568e-06,0.0003970363177359,,,1.0718804333009755e-05
77.296,28.522,6.705211126245558e-05,-1.047286332322983e-05,7.277697932295268e-06,4.236362292431295e-05,2.3613134544575587e-05,,-3.982459384133108e-05,0.0002977281983476,,,4.0308582356374245e-06
77.306,28.522,2.3867904019425623e-05,-7.356344212894328e-06,-8.144778803398367e-06,4.236362292431295e-05,1.814485585782677e-05,,-1.5543078916380182e-05,,-6.744996426277794e-06,,4.454290319699794e-05
77.316,28.522,7.360774907283485e-05,-1.3175656931707636e-05,-2.9964837722218363e-06,3.106865187874064e-05,8.425025043834466e-06,-1.975521445274353e-05,-3.2471682516188598e-06,3.556414958438836e-05,,,1.0780281627376098e-06
77.327,28.522,5.463250090542715e-06,-2.476334429957205e-06,3.903515789716039e-06,1.703287307464052e-05,2.329272319911979e-06,-8.336970495292917e-06,1.1866532645399277e-07,6.697782373521477e-05,3.9827141335990746e-06,,4.061337222083239e-06
77.337,28.522,3.4900691389339045e-05,-5.183742359804455e-06,1.3269878991195585e-06,1.6990095900837332e-05,4.973307113687042e-06,-3.1293842766899616e-05,9.453606253373436e-07,1.759851693350356e-05,-6.6020566009683535e-06,,1.54802983161062e-05
76.88,28.531,0.0001067327757482,-2.543421487644082e-06,2.975444431285723e-06,2.612595199025236e-05,2.905047040258069e-05,-1.7464642951381393e-05,2.7019843855669023e-06,3.453491081018001e-05,2.4673792722751383e-05,,9.212596523866525e-06
76.891,28.531,-1.4343468137667514e-06,-2.543421487644082e-06,1.9947981854784302e-05,1.602490374352783e-05,5.052753294876311e-06,-1.916191285999957e-05,-3.7334107219066937e-06,3.934494543500477e-06,-9.070693522517104e-06,,1.859129042713903e-05
76.901,28.531,1.228542623721296e-05,-1.2741004866256844e-05,4.847381205763668e-06,1.602490374352783e-05,9.37854711082764e-05,2.1075888980703894e-06,-5.900336077502288e-07,1.3817259059578646e-05,,,3.081333852605894e-05
76.911,28.531,7.194557110778987e-05,-1.1712731975421777e-05,8.08905406302074e-06,1.6572534150327556e-05,2.811812373693101e-05,-1.4912345250195358e-05,-6.265890533541096e-06,-5.7171611445028254e-08,,,-5.577483989327448e-06
76.922,28.531,1.388434270666039e-06,-1.2202194739074912e-05,-1.220066042151302e-05,3.020030453626532e-05,1.7609763744985685e-06,-1.1768249351007398e-05,2.010392017837148e-05,0.000166767189512,-9.247335583495442e-06,,-3.3534558951942017e-06
76.932,28.531,7.409497357002692e-06,-1.2202194739074912e-05,1.9214519852539524e-05,2.8509219191619195e-05,5.259681074676337e-06,-1.424167294317158e-05,-8.58107341628056e-07,1.676163992669899e-05,-9.247335583495442e-06,,7.389647180389147e-06
76.943,28.531,4.836100924876519e-05,-1.1427428944443818e-05,1.4841136362520048e-05,4.254503073752858e-05,7.203934364952147e-05,-1.666966090851929e-05,-4.681915743276477e-05,6.795576337026432e-05,-6.849571036582347e-06,,1.4188831300998572e-05
76.953,28.531,-1.2510422493505755e-06,-9.357375347462948e-06,2.184824552386999e-05,1.1906168765563052e-05,-1.679923661868088e-05,-1.7666439816821367e-05,4.808971880265744e-06,,-9.247335583495442e-06,,5.149083153810352e-05
