longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.15,28.737,8.065096335485578e-05,2.9571083359769545e-05,4.830617399420589e-06,1.0917212421190923e-05,,4.5925080485176295e-06,,,2.2888746116223047e-06,0.0001107949283323,,2.0777964891749438e-05
77.161,28.737,-2.072407369269058e-05,2.0828059859923087e-05,7.804083907103632e-06,1.6528425476280972e-05,4.417646414367482e-05,3.069910599151626e-05,,,1.145940495916875e-05,7.64443539083004e-05,-1.4774429473618513e-05,2.0957959350198507e-05
77.171,28.737,0.0001016873429762,,7.106342764018336e-06,-2.150229647668312e-06,,7.854806608520448e-05,,,6.267501362344774e-07,2.8140189897385422e-05,,4.445769081939943e-05
77.181,28.737,-1.4404320609173736e-05,2.791700353554916e-05,1.6222847989411093e-05,9.577855962561443e-06,5.093251093057916e-05,0.0003803846193477,,,-1.1253140428379993e-06,1.837333184084855e-05,,2.024200148298405e-05
77.192,28.737,-8.843696377880406e-06,,1.2845079254475422e-05,9.124454663833603e-06,,9.839250196819194e-06,,,-1.3194240864322635e-06,4.028581315651536e-05,,1.892526779556647e-05
77.202,28.737,2.1458912669913843e-05,,6.578202373930253e-06,3.996308441855945e-05,3.12673146254383e-05,6.486017082352191e-05,,,6.707401553285308e-06,6.0395715991035104e-05,,2.257158485008404e-05
77.213,28.737,0.0002126190665876,2.167582169931848e-05,1.114785027311882e-05,6.449845841416391e-06,8.051171607803553e-05,0.0001106954223359,-8.89820421434706e-06,,-3.005172288794711e-07,3.368164470884949e-05,-1.875923589977901e-05,1.346613953501219e-05
77.223,28.737,-2.545174311308074e-06,2.736179703788366e-05,-3.4435172437952133e-06,8.03110197011847e-06,,3.2386269595008343e-05,,,-2.466856301452936e-07,3.513321280479431e-05,-1.937578053912148e-05,3.53455325239338e-05
77.233,28.737,-1.2373827303235885e-05,,1.3400227544480003e-05,4.0541372072766535e-06,4.54041946795769e-05,0.0001083540337276,5.317087925504893e-06,,-1.673516749178816e-06,7.068090053508058e-05,-2.045426663244143e-05,2.2388318029697984e-05
77.244,28.737,-9.601484634913504e-06,,8.65924812387675e-06,8.722055645193905e-05,1.492269893788034e-05,2.8251055482542146e-05,-8.4241191871115e-06,,2.576985707491985e-06,4.337898644735105e-05,-3.744474815903232e-05,2.3629503630218096e-05
77.254,28.737,-7.956463377922773e-06,,,6.264029707381269e-06,,1.9551718651200645e-05,,,4.962760726812121e-07,0.0001760810846462,,1.8023454686044715e-05
76.963,28.747,6.214744644239545e-05,2.456207766954321e-05,1.609048922546208e-05,2.128202140738722e-05,9.283309191232549e-05,4.415108560351655e-05,,,1.404345857736189e-05,4.411648114910349e-05,,2.454181776556652e-05
76.974,28.747,-5.584503469435731e-06,2.5116456527030092e-05,5.573054750129813e-06,7.188375457189977e-05,2.5677796656964347e-05,6.710435263812542e-05,,,-1.639961283217417e-06,4.984076076652855e-05,,3.1602452509105206e-05
76.984,28.747,0.0001291244116146,2.5116456527030092e-05,5.700384463125374e-06,1.5381796401925385e-05,5.2384959417395294e-05,5.939382754149847e-05,,,3.891578217007918e-06,2.0566814782796428e-05,,3.1602452509105206e-05
76.994,28.747,-1.8696497136261318e-05,2.5116456527030092e-05,2.652736270647438e-07,2.5029437438206514e-06,4.320992593420669e-05,6.124731589807197e-05,,,1.1184198228875177e-05,6.778839451726526e-05,,1.3807310097035952e-05
77.005,28.747,0.0002642458130139,1.6766145563451573e-05,-4.17785201989318e-07,1.0831281542778017e-05,3.9563212339999154e-05,4.417387390276417e-05,,,4.343404270912288e-06,2.71328699454898e-05,,1.905832687043585e-05
77.015,28.747,-1.4540198208123911e-05,2.1853698854101825e-05,1.8424947484163567e-05,2.9728151275776327e-05,,7.572380127385259e-05,,,-1.0317636224499438e-05,2.029975257755723e-05,,1.3011928785999771e-05
77.026,28.747,-1.822428748710081e-05,3.161579297739081e-05,,1.2563786185637582e-05,,6.764842692064121e-05,,,4.828090368391713e-06,4.826948497793637e-05,-1.935267573571764e-05,2.9899354558438063e-05
77.036,28.747,-1.699271706456784e-05,2.9094311685184948e-05,-2.356283857807284e-06,2.5030936740222387e-05,8.732220157980919e-05,5.982255606795661e-05,,,-2.2224894564715214e-06,,-1.7631082300795242e-05,
77.046,28.747,-1.0940905667666811e-05,2.5219747840310447e-05,1.2284422155062202e-05,-7.91713591752341e-06,5.838375727762468e-05,5.167246490600519e-05,,,1.7457066860515624e-05,2.5795110559556637e-05,,1.4576006833522117e-05
77.057,28.747,0.0001728094648569,3.0089153369772248e-05,3.889184881700203e-06,3.37734236381948e-05,5.046448495704681e-05,6.724816194036976e-05,,,7.149590146582341e-06,2.3879729269538075e-05,,
77.067,28.747,6.414354720618576e-05,3.0089153369772248e-05,1.0395892786618788e-05,3.847053903882625e-06,3.097063017776236e-05,0.0001058460329659,,,-1.5224527487589512e-06,,,1.759833685355261e-05
77.078,28.747,-1.714407335384749e-05,,6.319857675407548e-06,3.905099947587587e-05,2.256652805954218e-05,3.0996656278148293e-05,,,8.843431942295865e-07,,,2.0562365534715354e-05
77.088,28.747,4.6993351134005934e-05,,-4.857064141106093e-06,3.683408067445271e-05,5.797374251415022e-05,0.0002195359556935,,,2.6515908757573925e-06,,,2.4594972273916937e-05
77.098,28.747,-6.44176088826498e-06,,7.999910422995526e-08,2.9340495530050248e-05,,0.0001666793687036,,,-1.218686065840302e-05,4.341313342592912e-06,,2.2183741748449396e-05
77.109,28.747,-4.949953108734917e-06,3.167309841956012e-05,-2.137840198201957e-07,1.6117963241413236e-05,2.186668280046433e-05,4.819545574719086e-05,,,3.658679815998767e-06,3.947348159272224e-05,,3.290133463451639e-05
77.119,28.747,2.968914486700669e-06,2.51601122727152e-05,2.687404230528045e-05,6.992868293309584e-06,4.636648372979835e-05,8.152301597874612e-05,5.317087925504893e-06,,1.5948056898196228e-05,2.1236162865534425e-05,,1.790540227375459e-05
77.129,28.747,-1.9978644559159875e-05,2.017642509599682e-05,-3.163178803333722e-07,1.826326479203999e-05,,7.929922867333516e-05,-8.4241191871115e-06,,-3.706027428052039e-06,,-1.284504196519265e-05,2.394686271145474e-05
77.14,28.747,-2.049256181635428e-05,3.197880141669884e-05,7.948944585223217e-06,6.719058092130581e-06,1.8944565454148687e-05,0.0001928115671034,,,1.933771045514732e-06,1.879709816421382e-05,,1.3573363503383009e-05
77.15,28.747,0.0001582837867317,2.6234860342810865e-05,8.274776519101579e-06,0.0001497534394729,0.0001010672131087,4.061584331793711e-05,,,-3.0555927423847606e-06,2.1851330529898405e-05,-1.0163797924178652e-05,
77.161,28.747,,2.6234860342810865e-05,-3.448214192758314e-05,3.17039962283161e-06,2.6013512979261577e-05,7.03496189089492e-05,,,3.838469638139941e-06,2.5396499040653e-05,,1.6349084035027772e-05
77.171,28.747,5.215030250838026e-05,1.7745147488312796e-05,1.0088912858918777e-05,1.4371965335158166e-05,,-4.806283413927304e-06,,,9.974933163903188e-07,5.599078576778993e-05,-1.6350788428098895e-05,2.5050425392691977e-05
77.181,28.747,9.14741467568092e-05,2.9571083359769545e-05,-2.659619894984644e-06,1.863810211943928e-05,2.7605534342001192e-05,1.5349814930232242e-05,,,-5.256063559500035e-06,5.1952785725006834e-05,,1.613752647244837e-05
77.192,28.747,,2.8019770979881287e-05,1.487556528445566e-05,6.3145789681584574e-06,2.3545182557427324e-05,5.231866816757247e-05,,,-7.768709338051849e-07,2.5363313397974707e-05,-1.8797541997628286e-05,
77.202,28.747,,2.8081827622372657e-05,7.770708521093184e-07,6.289980774454307e-06,4.417646414367482e-05,5.940038681728765e-05,,,-3.793657867845468e-07,4.227040699333884e-05,-2.045426663244143e-05,4.445769081939943e-05
77.213,28.747,-1.967143361980561e-05,2.791700353554916e-05,1.0106343324878251e-05,1.839066135289613e-05,5.3458192269317806e-05,1.3769182260148227e-05,,,2.576985707491985e-06,,,2.508181023586076e-05
77.223,28.747,-9.601484634913504e-06,,1.5918241842882708e-05,3.272228059358895e-05,3.177424514433369e-05,5.307795072440058e-05,-9.295221389038488e-06,,-4.757159331347793e-06,2.5853367333184e-05,,6.207531987456605e-05
77.233,28.747,-1.7371581634506583e-05,4.363229163573124e-05,1.2035435474899714e-06,1.3147508980182463e-05,3.269391163485125e-05,0.000253208214417,,,1.4656335224572103e-05,7.243007712531835e-05,-2.2208359951036986e-05,2.257158485008404e-05
77.244,28.747,-1.0007000810219324e-06,2.167582169931848e-05,2.716683411563281e-06,2.692604721232783e-05,,1.6155499906744808e-05,,,6.115302767284447e-06,3.368164470884949e-05,,1.464719207433518e-05
77.254,28.747,3.711121735250345e-06,2.736179703788366e-05,5.885025530005805e-06,2.551604848122224e-05,6.210512947291136e-05,4.615617945091799e-05,,,4.581192570185522e-06,3.513321280479431e-05,,2.0400548237375915e-05
76.953,28.756,-8.93891956366133e-06,,5.401934231485939e-06,2.4718663553358056e-05,,0.0001858001196524,,,-9.737746040627826e-07,2.056066841760185e-05,-1.3985179066366982e-05,
76.963,28.756,2.381886361035868e-06,2.945613778138068e-05,4.713062025984982e-06,3.107115117018111e-05,,5.866681749466807e-05,-1.4174529496813191e-05,,2.346909468542435e-06,5.3455078159458935e-05,,3.1475210562348366e-05
76.974,28.756,-6.145857241790509e-06,,1.293280456593493e-05,1.9451917978585694e-05,4.32966262451373e-05,0.0002608977956697,,,5.440648692456307e-06,,,2.0333316570031457e-05
76.984,28.756,,3.535798896336928e-05,-3.686521495183115e-06,3.139305772492662e-05,1.0127644600288477e-05,0.000259445834672,-1.7774586012819782e-05,,-1.747035156540733e-07,,-2.9116034056642093e-05,
76.994,28.756,3.3166856155730784e-05,1.9117222109343857e-05,2.731879612838384e-05,3.5231939818913816e-06,,1.457356756873196e-05,,,5.75121975998627e-06,,-1.421961951564299e-05,1.5155300388869364e-05
77.005,28.756,9.43035956879612e-06,2.5116456527030092e-05,3.0752678867429495e-05,6.1046239352435805e-06,3.530282629071735e-05,0.0001125055277952,,,3.0998571673990227e-06,4.984076076652855e-05,,3.1602452509105206e-05
77.015,28.756,-8.551746759621892e-07,2.5116456527030092e-05,-1.5487396012758836e-05,1.3074463822704274e-05,0.0001594295317772,8.324883674504235e-05,,,1.2378386600175872e-06,2.9269769584061575e-05,-1.6292404325213283e-05,2.3144035367295143e-05
77.026,28.756,-1.1781939974753186e-05,2.5116456527030092e-05,,3.329239916638471e-05,,6.810417107772082e-05,,,3.212633146176813e-06,4.669907866627909e-05,,1.8786015061778016e-05
77.036,28.756,,1.6766145563451573e-05,6.424519597203471e-06,-4.624585301371553e-07,,8.836235065246001e-05,,,6.811318598920479e-06,,-1.3843652595824096e-05,1.8666101823328063e-05
77.046,28.756,-2.225204480055254e-05,2.614219738461543e-05,-2.621794556034729e-05,1.0886949894484133e-05,,0.0003883044701069,,,1.1826337868114932e-05,2.71328699454898e-05,-9.333080015494488e-06,4.954906762577593e-05
77.057,28.756,0.0001230689085787,2.9094311685184948e-05,,1.646338751015719e-05,3.367013414390385e-05,0.0001039175258483,,,3.7994263948348816e-06,4.826948497793637e-05,-9.479046639171427e-06,1.737537604640238e-05
77.067,28.756,,2.4805980501696467e-05,6.99302017892478e-06,9.240266990673264e-06,5.863751721335575e-05,0.0001399927423335,,,9.7995859960065e-07,,-1.4774429473618513e-05,
77.078,28.756,0.0002032025513472,3.0089153369772248e-05,9.266032066079788e-06,5.468825293064583e-06,5.112071085022762e-05,0.0001902697113109,,,7.56876443119836e-06,2.284823494846933e-05,,
77.088,28.756,-8.4949115262134e-06,3.0089153369772248e-05,1.458428960177116e-05,1.0070823009300511e-05,3.475045377854258e-05,7.536893826909363e-05,,,2.009305035244324e-06,2.6461741072125733e-05,,2.016597136389464e-05
77.098,28.756,,2.4610293621663004e-05,-9.378892173117492e-06,1.4923490198270883e-05,6.761842814739794e-05,0.000194378560991,,,2.270921186209307e-06,1.9882781998603605e-05,-1.0163797924178652e-05,2.0562365534715354e-05
77.109,28.756,0.0001176693767774,2.6451862140675075e-05,7.922078111732844e-06,2.089011468342505e-05,4.492733933147974e-05,7.075142639223486e-05,,,-9.035804396262392e-06,3.815565287368372e-05,,2.0562365534715354e-05
77.119,28.756,3.334122447995469e-05,,4.240705493430141e-06,1.725497713778168e-05,,8.893129415810108e-05,,,7.940996511024423e-06,,-1.876629175967537e-05,2.8727101380354725e-05
77.129,28.756,4.0856179111870006e-05,,1.525221796327969e-05,1.0998199286404995e-05,,3.533366907504387e-05,-9.295221389038488e-06,,4.601229647960281e-06,,,2.2183741748449396e-05
77.14,28.756,2.347613644815283e-06,2.51601122727152e-05,1.0899907465500291e-05,2.500463597243652e-05,,3.6441699194256216e-05,,,-4.701160833064932e-06,3.747091977857053e-05,,1.790540227375459e-05
77.15,28.756,,2.263718852191232e-05,1.8243978047394197e-05,1.0334742000850383e-05,4.41089941887185e-05,4.47973761765752e-05,,,-1.4922310356269008e-06,2.703818063309882e-05,-1.8797541997628286e-05,1.2427881301846355e-05
77.161,28.756,2.454059358569793e-05,2.017642509599682e-05,-2.506672899471596e-06,1.9552857338567264e-05,6.381512503139675e-05,0.0001699171843938,-2.8233116609044373e-05,,-2.923295369328116e-06,2.6388144760858268e-05,,2.3102000341168605e-05
77.171,28.756,-5.434763806988485e-06,2.6234860342810865e-05,4.506634923018282e-06,6.575431325472891e-05,,0.0002601427258923,,,3.921271854778752e-06,3.9840611862018704e-05,-1.0188218766415956e-05,1.4312873645394577e-05
77.181,28.756,-2.176615089410916e-05,2.6234860342810865e-05,2.3158369003795087e-05,7.761197593936231e-06,,9.74581198533997e-05,,,-2.901150537581998e-06,1.7965141523745842e-05,,2.00410868274048e-05
77.192,28.756,2.92872209683992e-05,2.6234860342810865e-05,1.659728877712041e-05,2.4849266992532648e-05,6.151369598228484e-05,6.966152432141826e-05,-5.81382482778281e-06,,3.6574747355189166e-06,4.476061803870834e-05,-2.3386499378830194e-05,2.5050425392691977e-05
77.202,28.756,3.595874659367837e-05,2.936354212579317e-05,5.3843990599489195e-08,1.7554470105096698e-05,2.6013512979261577e-05,0.0001083540337276,,,-1.5491104932152666e-06,1.971964411495719e-05,,1.708445415715687e-05
77.213,28.756,3.407582698855549e-05,2.0828059859923087e-05,3.965375526604476e-06,7.567065949842799e-06,,1.8653579900274053e-05,,,4.710877419711324e-06,2.728906474658288e-05,,1.882523429230787e-05
77.223,28.756,-1.2990499271836596e-05,2.541437061154284e-05,3.429441130720079e-05,-2.7295598670207255e-07,2.3545182557427324e-05,0.000231590878684,,,3.302159484519507e-06,0.0001107949283323,-8.048573363339528e-06,
77.233,28.756,3.711121735250345e-06,2.791700353554916e-05,3.843000285996823e-06,5.641274128720397e-06,,5.285284714773297e-05,,,-5.053985205449862e-06,1.837333184084855e-05,,2.0090270481887277e-05
77.244,28.756,-2.3967728338902816e-05,2.563448470027652e-05,1.792002331058029e-05,1.5488009239561509e-06,4.2140600271523e-05,9.927633800543843e-05,-1.3870544535166118e-05,,7.22491222404642e-06,4.227040699333884e-05,-1.845032420533244e-05,1.892526779556647e-05
76.963,28.766,-1.4540198208123911e-05,,7.98394285084214e-06,2.10982070711907e-05,,0.0001166569199995,,,-1.0317636224499438e-05,2.2869635358802043e-05,-1.6292404325213283e-05,2.1816851585754197e-05
76.974,28.766,-3.3974672533076955e-06,3.069518061238341e-05,3.50204777532781e-06,5.203123691899236e-06,3.84640516131185e-05,5.3374169510789216e-05,,,4.690090918302303e-06,1.9062275896430947e-05,-2.087185566779226e-05,
76.984,28.766,9.43035956879612e-06,,8.072047421592288e-06,9.661787771619856e-06,2.6664696633815765e-05,3.4327254979871213e-05,,,-6.241972641873872e-06,2.374376890657004e-05,-1.3843652595824096e-05,2.297350329172332e-05
76.994,28.766,-8.551746759621892e-07,2.6955953217111528e-05,-2.042485675701755e-06,1.0987701898557134e-05,3.998011743533425e-05,1.924258867802564e-05,,,3.7504516967601376e-06,1.6890853657969274e-05,-2.2555717805516903e-05,3.1475210562348366e-05
77.005,28.766,-1.7525737348478287e-05,1.869275547505822e-05,4.765138783113798e-06,-4.438392352312803e-06,,0.0001619691902305,,,9.097732345253462e-07,6.478734576376155e-05,-9.878804121399298e-06,2.4041053620749157e-05
77.015,28.766,7.205145084299147e-05,,1.9225242795073427e-05,2.3057426005834717e-05,,9.713959298096596e-05,,,9.601858437235933e-07,3.133132486254908e-05,-1.4774429473618513e-05,
77.026,28.766,-1.5673555026296526e-05,2.5116456527030092e-05,9.04033822735073e-06,8.700551916263066e-06,2.4731407393119295e-05,5.870684253750369e-05,-3.970211309933802e-06,,3.826238298643148e-06,3.471035597613081e-05,-1.2901480658911169e-05,1.5155300388869364e-05
77.036,28.766,-8.32992373034358e-06,2.5116456527030092e-05,2.5679964892333373e-05,2.073581890726928e-05,,0.0002318365586688,,,4.304342837713193e-06,4.984076076652855e-05,-1.937578053912148e-05,3.1602452509105206e-05
77.046,28.766,-1.3197549151300336e-06,1.9117222109343857e-05,6.452604338846868e-06,1.051630806614412e-05,,4.383019404485822e-05,,,-2.6628646310200565e-07,,,1.3807310097035952e-05
77.057,28.766,-1.1267317859164905e-05,1.554932168801315e-05,2.201125880674226e-06,8.66244881763123e-05,0.0001524014951428,2.507046883692965e-05,,,1.4418981663766315e-05,4.669907866627909e-05,,1.8786015061778016e-05
77.067,28.766,-1.9569502910599116e-05,2.1853698854101825e-05,4.953715233568801e-06,0.0001210177870234,3.530282629071735e-05,1.2824305485992228e-05,-2.8233116609044373e-05,,2.1491894585778937e-05,6.778839451726526e-05,-3.75655508833006e-05,1.905832687043585e-05
77.078,28.766,4.74478438263759e-05,2.614219738461543e-05,2.006618160521612e-06,8.352513759746216e-06,,4.979475488653407e-05,,,5.651602918987919e-07,5.5505453929072246e-05,-7.400045888061868e-06,1.905832687043585e-05
77.088,28.766,2.8643617042689584e-06,2.9094311685184948e-05,5.187342321733013e-05,2.022434455284383e-05,7.781066233292222e-05,3.646151162683964e-05,,,5.88234627230122e-07,,,1.4576006833522117e-05
77.098,28.766,-1.2623858310689684e-05,2.5219747840310447e-05,-2.8098646964735966e-08,-7.850653673813213e-07,,2.589461655588821e-05,,,8.073077879089396e-06,2.015792233578395e-05,,
77.109,28.766,-1.4404320609173736e-05,3.2029511203290895e-05,1.213861833093688e-05,8.880940185918007e-06,3.367013414390385e-05,1.2403646906022914e-05,,,3.838469638139941e-06,2.284823494846933e-05,-1.8797541997628286e-05,
77.119,28.766,,3.2029511203290895e-05,5.500533461599844e-06,9.476096238358878e-06,4.489917409955524e-05,0.0001029808627208,,,-6.074159397684298e-09,,-1.0188218766415956e-05,1.759833685355261e-05
77.129,28.766,,2.4610293621663004e-05,4.363582775113173e-05,2.215665517724119e-05,,1.4017482499184553e-05,,,9.520336789137218e-06,,,
77.14,28.766,2.8403901524143293e-05,,1.0088912858918777e-05,1.033931130223209e-05,0.0001046169563778,2.4044682504609227e-05,,,5.105599939270178e-06,1.5921128579066135e-05,,2.4594972273916937e-05
77.15,28.766,0.0001952914608409,,9.875479008769616e-06,3.441780791035853e-05,,6.784385914215818e-05,,,3.774516244448023e-06,4.4380431063473225e-05,-2.0634923203033395e-05,1.910458922793623e-05
77.161,28.766,-1.967143361980561e-05,2.51601122727152e-05,7.845033906050958e-06,1.1358230040059423e-05,5.256563235889189e-05,0.0001580798852955,,,-2.2246362618716373e-07,6.212665175553411e-05,-1.6691885321051814e-05,1.923286072269548e-05
77.171,28.766,-1.4801924407947809e-05,,3.1281283554562837e-06,2.6372970751253888e-05,,4.526526390691288e-05,,,5.055953351984499e-06,,,1.790540227375459e-05
77.181,28.766,1.6119953215820715e-05,2.263718852191232e-05,-1.92543416233093e-06,1.742092899803538e-05,,7.758551510050893e-05,,,2.92404411084135e-06,2.4256216420326385e-05,-1.4763951185159384e-05,1.2427881301846355e-05
77.192,28.766,8.457605144940317e-05,3.0494664315483533e-05,7.538754744018661e-06,3.626503530540504e-05,,6.195216701598838e-05,,,4.581192570185522e-06,2.6388144760858268e-05,,1.3573363503383009e-05
77.202,28.766,-6.36655659036478e-06,2.6234860342810865e-05,1.184128450404387e-05,1.4095117876422592e-05,,0.0002608864451758,,,2.23956103582168e-05,1.879709816421382e-05,-2.243634480691981e-05,2.1236797692836266e-05
77.213,28.766,3.711121735250345e-06,,-1.5524058198934654e-06,5.136166691954713e-06,,1.949380020960234e-05,,,1.0377969374530949e-05,5.781945583294146e-05,-1.845032420533244e-05,2.182481148338411e-05
77.223,28.766,-1.355751919618342e-05,,1.1499764696054626e-05,1.5883202650002204e-05,4.636648372979835e-05,1.7560389096615836e-05,,,2.381061676715035e-06,8.329067350132391e-05,-1.3499425222107677e-05,2.0777964891749438e-05
76.953,28.776,-3.3974672533076955e-06,2.9883714887546372e-05,8.653454642626457e-06,5.4486927183461376e-06,,0.0001256823161384,,,9.059307558345608e-06,1.898457958304789e-05,,1.878013245004695e-05
76.963,28.776,-4.4838279791292734e-06,2.3283015252673067e-05,9.49532932281727e-06,0.0001080790752894,,8.829664875520393e-05,,,1.6800369166958262e-06,,,4.560783418128267e-05
76.974,28.776,-8.551746759621892e-07,2.4125532945618037e-05,3.0752678867429495e-05,7.470043783541769e-05,,4.511016231845133e-05,,,-3.594418330976623e-06,7.40587420295924e-05,,1.83079519047169e-05
76.984,28.776,,,8.427399734500796e-06,1.5429017366841435e-05,,7.342288154177368e-05,,,9.601858437235933e-07,2.6324398277211003e-05,-1.284504196519265e-05,1.6358084394596517e-05
76.994,28.776,-1.8249651475343853e-05,,,1.1190904842806049e-06,0.0001027442121994,5.1041890401393175e-05,,,3.826238298643148e-06,2.2869635358802043e-05,-2.238174238300417e-05,2.1816851585754197e-05
77.005,28.776,,3.069518061238341e-05,1.0333636964787727e-05,2.5224187993444502e-05,,1.5190793419606052e-05,,,-6.519152151440721e-08,0.0001424335350748,,1.5185494703473523e-05
77.015,28.776,-8.32992373034358e-06,,2.4582037440268323e-05,1.6163332475116476e-05,7.518949860241264e-05,0.0001261213328689,,,5.995246738166316e-06,5.358235284802504e-05,,2.297350329172332e-05
77.026,28.776,,2.923442661995068e-05,1.1380405339878052e-05,3.1761468562763184e-05,4.17744304286316e-05,0.0001194674841826,,,3.7243717088131234e-06,1.6890853657969274e-05,,1.733375756884925e-05
77.036,28.776,-8.676449397171382e-06,1.9193743355572224e-05,1.7129666957771406e-05,7.55256905904389e-06,,4.993460970581509e-05,,,5.4031206673244014e-06,5.3455078159458935e-05,-3.75655508833006e-05,2.4041053620749157e-05
77.046,28.776,1.4004765489517013e-06,2.969755405501928e-05,,2.82265688156258e-07,6.82274330756627e-05,1.1459593224572018e-05,,,1.933771045514732e-06,7.701791037106887e-05,-1.2583880561578551e-05,2.1213447325862944e-05
77.057,28.776,1.547033571114298e-05,1.9117222109343857e-05,1.458428960177116e-05,2.065868329736986e-06,,7.536893826909363e-05,,,1.2992617257623351e-06,3.133132486254908e-05,-1.5310091839637607e-05,
77.067,28.776,-7.328507308557164e-06,1.9117222109343857e-05,-5.086675628263038e-06,1.132180568674812e-05,4.32966262451373e-05,4.3967032979708165e-05,,,4.972831447958015e-06,,,2.1911109797656536e-05
77.078,28.776,4.811881444766186e-05,1.9117222109343857e-05,1.1954261935898105e-05,1.2593512110470328e-05,1.0127644600288477e-05,0.0001530001900391,4.055453246110119e-06,,-1.8171091369367789e-06,,,2.3144035367295143e-05
77.088,28.776,,1.6766145563451573e-05,1.2966916074219624e-05,8.351068572665099e-06,,7.695487147429958e-05,,,6.4562987063254695e-06,2.531026075303089e-05,,2.0676921849371865e-05
77.098,28.776,,,2.909048089350108e-05,3.2037448818300618e-06,3.11287039949093e-05,1.3429960745270364e-05,,,-1.3657407862410764e-06,2.64257614617236e-05,-1.875923589977901e-05,1.905832687043585e-05
77.109,28.776,-1.940892616403289e-05,,1.784791129466612e-05,1.6528425476280972e-05,,0.000141410564538,,,4.763401193486061e-06,,-2.0634923203033395e-05,1.5362134945462458e-05
77.119,28.776,0.0001641302951611,2.4805980501696467e-05,1.311312644247664e-05,1.508241803094279e-05,5.2384959417395294e-05,1.4886293683957774e-05,,,-4.2064357330673374e-06,2.1778028894914318e-05,,2.9899354558438063e-05
77.129,28.776,,2.5219747840310447e-05,5.677659373759525e-07,-6.156719337013783e-06,5.648033402394504e-05,7.411667320411652e-05,,,4.125000486965291e-06,5.998645428917371e-05,,2.9899354558438063e-05
77.14,28.776,-1.2373827303235885e-05,3.2029511203290895e-05,1.1974927474511787e-05,6.575431325472891e-05,3.3800122764660046e-05,1.2261339179531204e-05,,,-3.812762315646978e-06,2.284823494846933e-05,,1.3196237887314057e-05
77.15,28.776,6.767421291442588e-05,2.555871469667181e-05,5.406760124060384e-07,1.558175790705718e-05,2.995473550981842e-05,0.0001106954223359,-3.1202412174025085e-06,,4.710877419711324e-06,1.8711245502345264e-05,,1.759833685355261e-05
77.161,28.776,6.200925417942926e-05,2.6637764676706865e-05,7.44017279430409e-06,1.03727124951547e-05,5.863751721335575e-05,6.966152432141826e-05,,,5.218850219534943e-06,2.212337130913511e-05,,
77.171,28.776,1.4895034837536514e-05,2.6451862140675075e-05,1.7016454876284115e-05,2.730193045863416e-05,0.0001594295317772,7.569467561552301e-05,,,9.086089448828716e-06,,-1.0878472494368909e-05,2.4594972273916937e-05
77.181,28.776,4.555360283120535e-05,,2.3055570636643097e-05,1.4806133549427614e-05,,8.137519034789875e-05,9.52057325775968e-06,,2.705688075366197e-06,5.680473623215221e-05,,1.910458922793623e-05
77.192,28.776,4.592139521264471e-05,2.51601122727152e-05,8.350036296178587e-06,4.533516857918585e-06,5.838375727762468e-05,4.492912194109522e-05,,,6.074718839954585e-06,4.4380431063473225e-05,,2.8727101380354725e-05
77.202,28.776,-1.1493903912196402e-05,2.263718852191232e-05,3.453905810602009e-05,2.2493506548926238e-05,,8.077987149590626e-05,,,1.4233727370083216e-06,3.947348159272224e-05,,1.2427881301846355e-05
77.213,28.776,,2.017642509599682e-05,,-1.198379322886467e-06,5.256563235889189e-05,5.887845691177063e-05,,,-4.040087787871016e-06,5.342977601685561e-05,-1.8958942746394317e-05,1.2427881301846355e-05
77.223,28.776,-1.2157711353211198e-05,3.0494664315483533e-05,5.943027645116672e-06,1.8540296878200024e-05,,0.0001972321624634,,,-9.19615831662668e-06,,-1.2936459825141355e-05,1.952545062522404e-05
76.953,28.786,-8.551746759621892e-07,2.317143662367016e-05,8.633202924102079e-06,4.252121470926795e-06,,3.3636180887697265e-05,,,7.149590146582341e-06,,,
76.963,28.786,,,,8.106997483992018e-06,,1.6211075489991345e-05,,,5.90120271226624e-06,,-2.4441505956929177e-05,
76.974,28.786,4.388449815451168e-05,2.8903605198138397e-05,1.1426749551901594e-05,2.1834166545886543e-05,8.02435097284615e-05,0.0001806473592296,,,4.464247012947453e-06,2.104999111907091e-05,,3.41216946253553e-05
76.984,28.786,-7.773566608193505e-07,2.9883714887546372e-05,-2.920236966019729e-06,2.6632562367012724e-05,2.1153402485651892e-05,5.795370452688076e-05,,,4.633385742636165e-06,9.874903298623394e-06,,1.878013245004695e-05
76.994,28.786,3.606463724281639e-05,2.5563425879227e-05,9.516487807559317e-06,1.968828473764006e-05,2.63075689872494e-05,7.083234959281981e-05,,,3.801394996116869e-06,,-1.8617532987263985e-05,1.83079519047169e-05
77.005,28.786,1.996476021304261e-05,2.4125532945618037e-05,,2.567801493569277e-05,6.491861131507903e-05,0.0001058460329659,,,8.650298468637629e-07,2.1646817913278937e-05,,1.83079519047169e-05
