longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.285,28.561,9.650531865190716e-05,2.309326191607397e-05,7.68887093727244e-06,-1.8827034864443704e-06,6.914539699209854e-05,2.8231292162672617e-05,,,8.101055755105335e-06,0.0001615133369341,-1.5288995882656309e-06,1.5675514077884145e-05
77.296,28.561,,2.9884680770919655e-05,2.153922878278536e-06,2.2198126316652637e-05,,0.0001166569199995,,,-5.3111421038920525e-06,8.460457320325077e-05,-1.7316204321105033e-05,1.99050446099136e-05
77.306,28.561,5.403237537393579e-07,2.9884680770919655e-05,3.5907235087506706e-06,2.267755735374521e-05,3.971117621404119e-05,2.6262005121679977e-05,,,3.785684612012119e-06,2.4114176994771697e-05,-4.955868644174189e-05,1.5107582839846144e-05
76.849,28.571,-1.884302582766395e-05,1.602504744369071e-05,-2.9744028324785177e-06,1.570275117046549e-06,5.281613266561181e-05,3.390555502846837e-05,,,-5.216795216256287e-06,1.5053279639687387e-05,-1.6903119103517383e-05,
76.86,28.571,3.2952088076854125e-05,2.333958946110215e-05,9.96038033918012e-06,1.426098151569022e-05,9.164359653368592e-05,0.0001095382613129,,,-4.080337987488747e-07,2.028223934757989e-05,,1.8120790628017858e-05
76.87,28.571,-2.880482725231559e-06,2.333958946110215e-05,-1.1763955853894004e-06,2.825361661962233e-05,7.306929910555482e-05,5.723880531149917e-05,,,8.330439982273674e-07,3.1517691240878776e-05,,1.6079042325145565e-05
76.88,28.571,-9.51183301367564e-06,3.025601290573832e-05,7.233611995616229e-06,-2.1319165171007626e-06,,8.322958456119522e-05,-1.6759442587499507e-05,,-2.3342140593740623e-06,2.1602090782835148e-05,-9.118459274759516e-06,5.470208998303861e-05
76.891,28.571,,2.4708460841793567e-05,3.177401231369004e-05,3.989041488239309e-06,,1.2274711480131373e-05,-1.6759442587499507e-05,,1.9877600152540253e-06,,-2.322082764294464e-05,2.1618539904011413e-05
76.901,28.571,7.784564331814181e-06,2.3415746909449808e-05,6.215735083969776e-06,2.378927092649974e-06,,2.524213050492108e-05,-5.987598683532269e-07,,7.883687430876307e-06,1.8981998437084258e-05,-1.361001795885386e-05,2.228710400231648e-05
76.911,28.571,5.133616286912002e-05,,1.391455953125842e-05,1.632488056202419e-05,3.464230758254416e-05,8.329534466611221e-05,,,-2.0514221432677004e-06,,-1.5095539311005268e-05,
76.922,28.571,3.94348353438545e-05,2.5810120860114694e-05,,8.491017069900408e-05,1.981483364943415e-05,3.651525503300945e-06,,,3.592626640624985e-08,2.2802214516559616e-05,-2.041145671682898e-05,7.352931788773276e-06
76.932,28.571,0.0001267272164113,2.193650288973004e-05,2.857866320482572e-06,1.3678222785529217e-05,,0.0001731219817884,,,7.032872872514417e-06,3.095420106546953e-05,,1.6508096450706944e-05
76.943,28.571,-2.2285319573711604e-05,,1.1065256330766717e-05,1.9316221369081177e-05,3.346862649777904e-05,5.195729318074882e-05,,,8.278059908661817e-07,6.845266034360975e-05,,1.7796877727960236e-05
76.953,28.571,-8.374007848033216e-06,2.7805797799373977e-05,1.18823140837776e-06,1.6415710888395552e-06,,6.06212233833503e-05,,,-2.4489863790222444e-06,2.687361120479181e-05,,1.7495527572464198e-05
76.963,28.571,,1.710418837319594e-05,3.561896164683276e-06,9.010749636217952e-06,2.8764483431587e-05,0.000125889913761,,,-7.272657285284367e-07,,,4.030550189781934e-05
76.974,28.571,5.918837996432558e-05,2.459097777318675e-05,-1.3412837688520083e-05,3.902610478689894e-05,,0.0001195998192997,,,2.292300450790208e-06,3.754507270059548e-05,,1.9016804799321108e-05
76.984,28.571,5.927242818870582e-05,3.018250026798341e-05,-2.6407093173475005e-05,2.1384346382546937e-06,7.188410381786525e-05,2.6294086637790315e-05,-1.3693139408132993e-05,,-1.0726743084887858e-06,5.032196349930018e-05,,2.6340152544435117e-05
76.994,28.571,-1.800585596356541e-05,2.178398972318973e-05,7.2810262281564064e-06,7.039024058030918e-05,5.629571751342155e-05,8.728909597266465e-05,,,1.065969900082564e-05,2.1407764506875537e-05,-9.154680810752325e-06,2.69558368017897e-05
77.005,28.571,-2.13601397263119e-05,2.178398972318973e-05,2.371828668401577e-05,0.0001144845955423,2.9154012736398727e-05,7.35887952032499e-05,,,-7.96048084339418e-07,,-1.2099875675630756e-05,1.410401819157414e-05
77.015,28.571,0.0001534009788883,2.178398972318973e-05,3.595759835661738e-06,8.01637906988617e-06,2.3577807951369323e-05,1.3676013622898608e-05,8.206411621358711e-06,,2.3315333237405862e-06,2.0856015908066183e-05,,1.2628377589862794e-05
77.026,28.571,6.772472988814116e-05,2.740135278145317e-05,9.84706093731802e-06,1.4055972314963585e-05,,5.185041300137527e-05,,,6.966063210711582e-06,2.289682743139565e-05,,2.0681816749856807e-05
77.036,28.571,-1.3818349543726072e-05,2.2594658730668016e-05,2.281463639519643e-05,1.633345709706191e-05,,6.888280768180266e-05,,,2.7809603579953546e-06,2.071963172056712e-05,,1.2798095667676536e-05
77.046,28.571,-4.643980275886861e-07,2.8238640879862945e-05,-6.332666544039967e-06,4.264871222403599e-06,8.158126001944765e-05,5.248022716841661e-05,,,-8.911088684726565e-07,2.434720954624936e-05,-1.1699639799189754e-05,3.187296897522174e-05
77.057,28.571,-9.816836609388702e-06,2.520045381970704e-05,-1.1674796041916125e-05,4.384318344818894e-06,,7.545745756942779e-05,,,-3.177532335030264e-06,3.317152368254028e-05,,1.7986472812481225e-05
77.067,28.571,8.963072104961611e-06,2.355655124119949e-05,1.5169816833804362e-05,-5.8344141962152214e-08,,2.5187024220940657e-05,,,-6.599042535526678e-06,2.4014767404878512e-05,-2.325698187632952e-05,3.344996366649866e-05
77.078,28.571,-2.696000228752382e-05,3.5071076126769185e-05,2.487676624696178e-07,1.56231144501362e-05,,5.2152878197375685e-05,,,3.344435526742018e-06,,-1.3272961950860918e-05,
77.088,28.571,0.0001374510466121,2.539471279305872e-05,7.283750164788216e-06,6.933263193786843e-06,,3.082727562286891e-05,,,5.693715138477273e-06,3.1795967515790835e-05,-1.9494160369504243e-05,1.082042854250176e-05
77.098,28.571,3.64759580406826e-05,2.1442989236675203e-05,,9.85200676950626e-06,3.532516348059289e-05,0.0001087909040506,,,4.4655112105829176e-06,,,
77.109,28.571,3.257112257415429e-05,,1.6137687453010583e-06,1.4477533113677056e-05,6.433834641939029e-05,0.0002316304598934,-9.756417057360522e-06,,-1.144694351751241e-06,3.947461664211005e-05,,2.0322133423178457e-05
77.119,28.571,,,1.9170027371728796e-05,1.512862218078226e-05,,3.7988051190041006e-05,,,9.924713594955392e-06,,-2.8198091968079098e-05,2.0322133423178457e-05
77.129,28.571,-3.9722845031064935e-06,1.7797188775148243e-05,-1.3211954865255391e-05,3.010619548149407e-05,2.1972529793856665e-05,0.0001835891162045,,,-5.332937234925339e-06,4.6406228648265824e-05,,1.8265169273945503e-05
77.14,28.571,0.0001377288717776,2.4509974537068047e-05,1.929615973494947e-05,2.307142676727381e-05,,2.8766349714715037e-05,,,1.670772508077789e-05,2.0857667550444603e-05,,3.197187470505014e-05
77.15,28.571,-3.4885024433606304e-06,2.567899900896009e-05,1.0310227480658796e-06,-7.018737051112112e-06,,0.0002351940493099,,,7.826051842130255e-06,1.8741398889687844e-05,-1.0291535545547958e-05,1.7224852854269557e-05
77.161,28.571,,2.6411329599795863e-05,3.739315434359014e-05,2.1714951799367554e-05,3.0765360861551017e-05,8.491573680657893e-05,,,4.9329119065077975e-06,,-1.4125473171588965e-05,1.810946014302317e-05
77.171,28.571,-2.7656053589453222e-06,2.6411329599795863e-05,-1.3503154150384944e-05,1.908066224132199e-05,,8.534889639122412e-05,,,8.089545190159697e-06,6.857522384962067e-05,-8.470627108181361e-06,1.84088057721965e-05
77.181,28.571,6.500825838884339e-05,2.6411329599795863e-05,5.586023689829744e-06,7.966769771883264e-06,7.846608787076548e-05,4.7449215344386175e-05,-1.9097076801699583e-05,,-6.725115326844389e-06,1.732739656290505e-05,,1.9093378796242177e-05
77.192,28.571,-4.677740889746929e-06,2.421988392597996e-05,3.412006844882853e-05,2.5545237804180942e-05,,3.608016777434386e-05,,,-6.186335781421803e-07,3.894809924531728e-05,-8.75877321959706e-06,2.0307434169808403e-05
77.202,28.571,8.094531949609518e-05,2.9779686883557588e-05,-1.4396360938917496e-06,1.9595148842199706e-05,3.997319072368555e-05,9.94948495645076e-05,,,-3.2082510870168335e-07,4.951121809426695e-05,,
77.213,28.571,-9.73245369095821e-06,2.6366455131210387e-05,8.49544539960334e-06,4.5805163608747534e-06,3.835808820440434e-05,4.81611059512943e-05,-2.3873173631727692e-05,,-1.0085428812089958e-06,1.6903888536035083e-05,-8.887203875929117e-06,1.965269439097028e-05
77.223,28.571,,,-1.812299888115376e-05,-6.988474154923098e-08,1.4648293472419027e-05,3.724172711372376e-05,,,3.456381364230765e-06,2.262583075207658e-05,,1.605352917977143e-05
77.233,28.571,5.81953972869087e-05,2.6776686354423877e-05,8.75767796060245e-07,2.3335544028668664e-05,3.411006400710903e-05,4.933237141813152e-05,,,1.1191296835022513e-05,8.186061313608661e-05,,
77.244,28.571,-6.72079659125302e-06,,5.1198439905419946e-06,4.168111991020851e-05,,8.196903945645317e-05,,,1.0994888725690544e-05,2.567208139225841e-05,-1.284709924220806e-05,1.803265695343725e-05
77.254,28.571,-1.0358629879192447e-05,2.5368753995280716e-05,7.5378470683062915e-06,2.1150622160348576e-06,3.435237886151299e-05,0.0001507855340605,-5.143082034919644e-06,,2.545549932619906e-06,5.3155436035012826e-05,-2.5430790628888644e-05,2.424683407298289e-05
77.264,28.571,0.0001415924925822,2.7888620024896227e-05,1.8007751350523904e-05,1.3376573406276291e-05,,5.526263703359291e-05,,,-2.4509522518201265e-06,5.0306585762882605e-05,-4.955868644174189e-05,1.4081324479775503e-05
77.275,28.571,5.105759191792458e-05,2.154893627448473e-05,2.50942207458138e-06,1.1361894394212868e-05,,2.8609032597159967e-05,,,8.643920409667771e-06,,-1.4300640032161027e-05,1.8672422811505385e-05
77.285,28.571,0.0002101822465192,,1.4553056644217577e-05,6.807930731156375e-06,,3.178350016241893e-05,,,-5.68538780498784e-06,,,1.659478948567994e-05
77.296,28.571,2.29668767133262e-05,,1.6257199604297057e-05,1.1697031368385067e-05,2.8090265914215703e-05,2.488647078280337e-05,,,4.598496616381453e-06,6.937042053323239e-05,-1.5824549336684868e-05,1.5543655536021106e-05
76.849,28.58,,2.1479838324012235e-05,1.9231976693845357e-05,1.1532749795151176e-06,5.228767258813605e-05,9.337977098766714e-05,,,-3.173380491716671e-06,2.153476634703111e-05,-1.0165081221202854e-05,2.068100729957223e-05
76.86,28.58,-9.51183301367564e-06,2.080629565170966e-05,1.385175437462749e-05,4.37087619502563e-05,2.9618093321914785e-05,9.9891287391074e-05,,,3.15799798045191e-06,3.975251456722617e-05,-1.3350946574064436e-05,2.188943835790269e-05
76.87,28.58,-1.2749052984872831e-05,2.2517222532769665e-05,2.0475312339840457e-05,-3.987832997154328e-07,4.218888716422953e-05,0.0003620336938183,,,-5.532035629585152e-07,4.6979501348687336e-05,,2.302538814547006e-05
76.88,28.58,6.345487236103509e-06,,1.9934552256017923e-05,2.214515916421078e-05,,4.814604471903294e-05,,,4.5302172111405525e-06,9.751928882906212e-05,,
76.891,28.58,-2.175788176828064e-05,2.333958946110215e-05,1.0102030501002446e-05,1.3428899364953397e-05,,7.693812221987173e-05,,,2.806516476994148e-07,2.7229929401073605e-05,-2.342780680919532e-05,2.071137168968562e-05
76.901,28.58,,3.025601290573832e-05,8.72723467182368e-06,9.962600415747149e-06,5.078793765278533e-05,9.65421277214773e-05,,,1.0472542726347456e-06,5.650070306728594e-05,-8.808311577013228e-06,2.5514114895486276e-05
76.911,28.58,4.554465340333991e-05,3.025601290573832e-05,1.1426799574110191e-05,1.7516138086648423e-06,,0.0002587306662462,,,8.469456247439666e-07,2.8342850782792084e-05,-3.1874449632596225e-05,2.1618539904011413e-05
76.922,28.58,-4.582584097079234e-06,2.5918589017237537e-05,6.278552064031828e-06,2.95650570478756e-05,9.164359653368592e-05,1.738324499456212e-05,,,6.494047283922555e-06,2.6820405764738094e-05,,1.991993485717103e-05
76.932,28.58,-2.254517312394455e-05,1.879560841189232e-05,7.823390660632867e-06,1.7782260329113342e-05,7.230427581816912e-05,9.622000652598216e-05,,,4.2410354694766294e-07,,,2.228710400231648e-05
76.943,28.58,4.473079570743721e-06,,5.381376467994414e-06,1.0186899089603685e-05,4.140457167522982e-05,8.12564612715505e-05,,,1.1114031622128095e-05,2.4334505724255e-05,-1.1457163964223582e-05,
76.953,28.58,-1.1934475878661033e-05,2.5810120860114694e-05,,-4.655589407320804e-07,0.0001127234354498,7.215089863166213e-05,,,1.7240140550711658e-06,1.807348417059984e-05,,1.9557024643290788e-05
76.963,28.58,-1.754088771122042e-05,,1.720580257824622e-05,9.363601748191286e-06,4.882579742115922e-05,0.0001236057432834,,,-1.6303502547998505e-08,1.0825611752807164e-05,,1.6508096450706944e-05
76.974,28.58,-4.29538431490073e-06,,-4.5189855768512643e-07,1.7188034689752385e-05,4.832393096876331e-05,7.905687380116433e-05,,,3.557832314982079e-06,2.7827367375721224e-05,-1.6329977370332927e-05,1.5024073945824055e-05
76.984,28.58,4.644547971111024e-06,3.0357636205735616e-05,1.0790569831442554e-05,5.444544058264e-06,3.371973070898093e-05,8.07983087725006e-05,,,-1.7579883433427312e-06,7.035856833681464e-05,,1.6559057257836685e-05
76.994,28.58,-7.571141850348795e-06,3.223532985430211e-05,1.2859407434007151e-05,6.176638180477312e-06,3.590733467717655e-05,0.0002504434378352,,,-6.954090849831118e-07,6.031265729689039e-05,,1.7080792531487532e-05
77.005,28.58,-6.6031657297571655e-06,,5.933808324698475e-07,3.6577272112481296e-05,,5.978710760246031e-05,-9.536734069115482e-06,,-1.32686955112149e-06,4.702491423813626e-05,-2.0146932001807727e-05,1.9016804799321108e-05
77.015,28.58,9.43333507166244e-05,2.178398972318973e-05,-2.6107642042916268e-05,4.631430783774704e-06,,8.53793098940514e-05,,,-2.413652737232041e-06,5.032196349930018e-05,,2.6340152544435117e-05
77.026,28.58,-4.643980275886861e-07,2.178398972318973e-05,1.120742854254786e-05,6.648161070188507e-05,3.3195414289366454e-05,9.826359018916264e-05,-1.7690159438643605e-05,,2.046044528469793e-06,,-8.856241947796661e-06,2.69558368017897e-05
77.036,28.58,3.23662934533786e-05,2.178398972318973e-05,4.84796191813075e-06,1.2252125088707544e-05,2.0116014638915655e-05,0.0003041285963263,,,3.147814595649834e-06,2.643151492520701e-05,-2.6975014407071285e-05,2.3762630007695407e-05
77.046,28.58,2.0607425540219992e-05,2.01366055989638e-05,1.0284207746735774e-05,5.704695468011778e-06,1.8373062630416825e-05,0.0001574127090862,,,1.704264604995842e-06,5.604173202300444e-05,-1.893707485578489e-05,1.2131861694797408e-05
77.057,28.58,8.113955232147418e-07,,,2.148841667803936e-05,6.729119922965765e-05,5.9400033933343366e-05,,,-5.973738552711438e-06,1.2923193935421295e-05,-1.2147720553912222e-05,2.865160240617115e-05
77.067,28.58,-1.2904577033623357e-06,,4.7411131163244136e-06,6.083040261728456e-06,,1.5769433957757428e-05,,,2.533943415983231e-06,7.607476436533034e-05,,4.115475894650445e-05
77.078,28.58,1.5793220882187597e-05,2.8501313863671385e-05,1.3384151316131463e-05,2.122225669154432e-05,3.1931478588376194e-05,4.512349551077932e-05,,,-1.918013197155233e-07,5.308146864990704e-05,,2.013276935031172e-05
77.088,28.58,0.0002115334500558,2.355655124119949e-05,1.3218773347034585e-06,3.645097240223549e-05,,0.0001550988235976,,,-1.1411339073674751e-06,2.2994750906946138e-05,-1.5078629076015204e-05,3.371533966856077e-05
77.098,28.58,-1.0605907846183982e-05,3.5071076126769185e-05,1.709393586679653e-07,3.46424553754332e-06,3.3422940759919584e-05,6.905904592713341e-05,,,1.5526993593084626e-06,3.054191984119825e-05,,3.344996366649866e-05
77.109,28.58,6.362270596582675e-06,2.289164149260614e-05,4.202710442768876e-06,6.849261922070582e-07,,9.511757525615394e-05,,,3.2251273296424188e-06,1.8780365280690603e-05,-1.4125473171588965e-05,
77.119,28.58,-1.5255832295224536e-05,2.1442989236675203e-05,1.641062044654973e-05,5.876000614080112e-06,,7.191406621132046e-05,,,-6.090427859817282e-07,3.681611269712448e-05,,1.5450634236913174e-05
77.129,28.58,0.0001356643770122,1.914056520035956e-05,-1.8107989490090404e-06,9.954063898476306e-06,2.585108086350374e-05,9.68362746789353e-06,,,-3.66794620276778e-06,,-2.050018338195514e-05,2.0322133423178457e-05
77.14,28.58,-6.687527729809517e-06,,1.220299418491777e-05,1.019977753458079e-05,,7.700631977058947e-05,-2.460594259900972e-05,,-6.941101219126722e-06,2.6947513106279075e-05,-8.75877321959706e-06,2.0322133423178457e-05
77.15,28.58,5.401697853812948e-05,3.381543137948029e-05,4.613033524947241e-06,0.0001261387515114,,1.2168375178589486e-05,-2.2065281882532872e-05,,2.7578321351029444e-06,1.872386383183766e-05,,1.4108597497397568e-05
77.161,28.58,2.605040390335489e-05,2.4509974537068047e-05,1.5262114175129682e-05,2.475610199326184e-05,3.138979445793666e-05,4.6381272113649175e-05,-1.9998975403723307e-05,,-2.143876372429077e-06,,-2.7298476197756827e-05,1.4935416402295232e-05
77.171,28.58,,2.4509974537068047e-05,9.23668994801119e-06,-1.1697635500240722e-06,,8.003237780940253e-06,,,4.676191565522458e-06,4.3585419916780666e-05,-2.4314244001288895e-05,1.7224852854269557e-05
77.181,28.58,-1.2110062925785314e-06,3.161599670420401e-05,5.262519380266895e-07,1.209791753353784e-05,4.5575165131594986e-05,8.526582678314298e-05,,,3.6180749702907633e-06,2.107273758156225e-05,-1.76206467585871e-05,3.40885526384227e-05
77.192,28.58,-1.590298597875517e-05,,1.7131181948570884e-06,1.876926762633957e-05,7.13292247382924e-05,5.598522693617269e-05,,,8.607341442257166e-06,5.172850069357082e-05,-2.0352292267489247e-05,2.0457788195926696e-05
77.202,28.58,-1.6865111319930293e-05,,5.224887900112663e-06,0.000113351343316,3.987797026638873e-05,7.102745439624414e-05,,,1.2226865692355204e-05,3.069414378842339e-05,-1.9554176105884835e-05,
77.213,28.58,-3.8054365631978726e-06,2.097652031807229e-05,1.3764014511252752e-05,2.109484739776235e-05,,0.000187621160876,,,3.205284883733839e-06,3.8721693272236735e-05,-2.04803618544247e-05,
77.223,28.58,8.162840094882995e-05,2.513847175578121e-05,1.6695870726834983e-05,1.9374276234884743e-05,3.264405677327886e-05,1.4342882423079573e-05,,,2.935738393716747e-06,,-1.2073987818439493e-05,2.122225851053372e-05
77.233,28.58,,1.772812902345322e-05,-2.730529558903072e-05,1.0399102393421344e-05,,4.460325362742879e-05,,,2.5056483536900487e-06,3.894809924531728e-05,,
77.244,28.58,6.910004594828933e-05,2.3229647922562435e-05,1.5116541362658609e-05,1.4412692507903556e-05,7.846608787076548e-05,0.0003725766437128,2.536498186600511e-06,,1.4590507362299832e-06,2.520592170185409e-05,-1.2749444977089295e-05,1.965269439097028e-05
77.254,28.58,3.940484475606354e-06,,2.5992609153036028e-05,1.07852065411862e-05,5.472596239997074e-05,7.511876174248755e-05,,,5.634182116409647e-07,7.351947715505958e-05,,2.1986319552524947e-05
77.264,28.58,-2.067272725980729e-05,,,1.245889416168211e-05,3.183900116709992e-05,6.209710409166291e-05,,,-8.966607083493727e-07,5.277093077893369e-05,,
77.275,28.58,6.214744644239545e-05,2.5368753995280716e-05,1.3254712030175142e-06,2.4922288503148596e-05,3.411006400710903e-05,0.000259445834672,,,-2.0517452412605053e-06,4.1742379835341126e-05,-3.666780321509577e-05,1.8096277926815677e-05
77.285,28.58,-5.313176643539919e-06,2.3800308554200456e-05,-2.463085138515453e-06,1.3159413356333973e-05,2.0564293663483116e-05,0.0001356137945549,,,3.576833023544168e-06,,-1.313848861173028e-05,1.4978149010858031e-05
