longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.161,28.492,2.197318281105254e-05,-7.019317763479194e-06,4.1823236642812844e-06,1.3395689165918157e-05,2.2396818167180758e-05,1.962357418960892e-05,-7.024611477390863e-06,-8.278110499304603e-07,,-3.5899668091587955e-06,2.082351966237184e-05,-1.1559195627341978e-05,7.074276800267398e-05
77.171,28.492,5.282058918965049e-05,8.224521479860414e-06,-5.811825758428313e-06,2.4545179257984277e-05,1.0167657819692977e-05,2.880405736505054e-05,-7.024611477390863e-06,-1.7040993043337949e-06,-1.2828589206037576e-05,-7.773972174618393e-05,1.0563469004409852e-05,3.022595410584472e-05,3.0183027774910443e-05
77.181,28.492,-1.659252666286193e-05,,2.190443865401903e-06,2.039816899923608e-05,7.979914698807988e-06,3.4710843465290964e-05,-7.024611477390863e-06,-4.266212272341363e-06,-8.445093044429086e-06,-1.943040297192056e-05,1.32269369714777e-05,3.876136361213867e-06,2.5190181986545213e-05
77.192,28.492,4.239905138092581e-06,,2.57695446634898e-05,1.2855572094849776e-05,4.3167496187379584e-05,3.8952384784352034e-05,-7.024611477390863e-06,-8.321329005411826e-06,-1.0639952961355448e-05,-1.2861708455602638e-05,6.910134288773406e-06,-3.5435227800917346e-06,2.293894976901356e-05
77.202,28.492,2.6599525426718174e-07,1.0153184121008962e-05,2.022042311367045e-09,1.4820448086538818e-05,7.195753369160229e-06,4.290121796657331e-05,3.596075202949578e-06,-4.367683141026646e-05,-1.3075920833216514e-05,-3.834097151411697e-05,8.068797797022853e-06,1.4938472304493187e-05,
77.213,28.492,1.2846780009567738e-05,-2.3044862246024422e-05,1.142011387855746e-05,6.173273050080752e-06,1.1631699635472614e-05,3.547601590980776e-05,3.2411175965307855e-08,9.937437425833195e-06,-7.008520697127096e-06,-2.210386810475029e-05,1.468098798795836e-05,5.089552814752096e-06,5.860184319317341e-05
77.223,28.492,0.0001066722252289,1.0662697604857383e-06,-2.1776063476863783e-06,7.839403406251222e-05,3.171627759002149e-05,1.6309868442476727e-05,3.2411175965307855e-08,4.2135566218348686e-06,-2.1794578515255125e-06,-1.6956035324255936e-05,1.468098798795836e-05,1.6571984815527685e-05,1.6140016668941826e-05
77.233,28.492,2.748368751781527e-05,4.123633971175877e-06,-7.545579592260765e-07,1.6461162886116654e-05,3.84245504392311e-06,4.42294949607458e-05,-6.918274448253214e-05,-7.74661401692356e-08,-9.1313786469982e-06,-8.492233064316679e-06,1.969822733371984e-05,2.0593910448951647e-05,4.71778039354831e-05
77.244,28.492,2.4540982849430293e-05,-2.2771424482925795e-05,-1.11588178697275e-06,1.833026180975139e-05,8.745939339860342e-06,2.988580490637105e-05,,-5.833367595187156e-06,-3.264247061451897e-05,-1.238325421581976e-05,5.1084884034935385e-05,2.9218560939625604e-06,2.832878817571327e-05
77.254,28.492,2.380381374678109e-06,-2.326745197933633e-05,1.3773839782516006e-05,5.464292371470947e-06,6.904806923557771e-06,2.333322299818974e-05,-3.540559555403888e-05,6.716139182572078e-07,-8.666477697261143e-06,-1.477522437198786e-05,1.6688791220076382e-05,3.170722266077064e-06,1.918340421980247e-05
77.264,28.492,0.0003952613042201,-2.7429794499767013e-05,8.914999853004701e-06,1.0111582014360463e-05,2.2071162675274536e-05,6.130271503934637e-05,1.6489441350131528e-06,-2.276943450851832e-05,,-1.0883405593631323e-05,1.7205398762598634e-05,-3.1517563456873177e-06,4.919538332615048e-05
77.275,28.492,1.6088255506474525e-05,-1.714697282295674e-05,2.4037581169977784e-06,1.5429513950948603e-05,1.5309700756915845e-05,1.659941699472256e-05,1.892187174235005e-05,1.3455051885102876e-05,-4.320044354244601e-06,-6.588667747564614e-05,1.6795442206785083e-05,3.5628516343422234e-05,3.221758743165992e-05
77.306,28.492,0.0005417896318249,-1.3760484762315173e-05,7.408884812321048e-06,1.2222396435390692e-05,2.5864159397315237e-05,2.1988633307046257e-05,5.386955308495089e-06,1.6404588905061246e-06,,-3.1024963391246274e-05,3.687825710585457e-06,1.3327903616300318e-05,2.1880161511944607e-05
77.316,28.492,6.73128743073903e-05,-4.471062493394129e-05,2.362811983402935e-06,-2.3002876332611777e-06,-3.4335084819758777e-06,2.4136284991982396e-05,,2.760993447736837e-05,-6.12445046499488e-06,-6.4823734646779485e-06,,3.3015412554959767e-06,1.6641950423945673e-05
77.327,28.492,-2.028767994488589e-06,4.554998724870529e-07,-1.3138022040948272e-05,1.819154931581579e-05,1.619508293515537e-05,2.9327047741389837e-05,-5.328056067810394e-05,7.62642412155401e-06,-1.13679125206545e-05,,1.375483498122776e-05,1.4917518456059042e-06,2.710223452595528e-05
76.891,28.502,0.0001760644954629,1.3357162060856352e-05,3.7049217098683584e-06,9.017839329317212e-05,3.915155321010389e-05,2.1721174562117085e-05,-4.5401651732390746e-05,2.534886789362645e-07,-1.0428963150843629e-06,-1.0247025784337891e-05,3.0422483177972023e-05,-6.669486538157798e-06,2.797506567731034e-05
77.109,28.502,5.464178229885874e-06,-1.3925002349424176e-05,1.1519566669448975e-06,,3.448846428000252e-06,2.6866158805205487e-05,-1.04524306152598e-05,3.0737746783415787e-06,-3.1240831503964728e-06,7.010219746916846e-07,-5.669895926985191e-06,2.6752088615467078e-06,2.419133670628071e-05
77.119,28.502,2.553943886596244e-05,-1.1402961717976725e-05,6.783315711800242e-06,1.638860885577742e-05,6.648599992331583e-06,1.6757321645854972e-05,,1.4554552763001992e-05,-2.020591637119651e-06,-1.822886588342953e-05,-5.669895926985191e-06,8.147754670062568e-06,6.532982661155984e-05
77.129,28.502,2.9801696655340493e-05,,-9.512271390121896e-06,1.921255352499429e-05,5.928730843152152e-06,2.7629648684524e-05,8.061576409090776e-06,-9.366424933432428e-07,-9.1313786469982e-06,-3.7944508221698925e-05,-5.669895926985191e-06,1.0445380212331656e-05,2.1168909370317124e-05
77.14,28.502,0.0001028127444442,4.128605723963119e-06,7.16291197022656e-06,1.0882854439842047e-05,5.928304290137021e-06,1.9948007320635952e-05,-1.04524306152598e-05,3.1543177669846045e-07,-3.1240831503964728e-06,-2.042710912064649e-05,-5.669895926985191e-06,3.243020046284073e-06,1.2153114766988438e-05
77.15,28.502,3.3252151752094505e-06,,7.3816318035824224e-06,1.4343315342557617e-05,7.064782948873472e-06,6.20851933490485e-05,-1.04524306152598e-05,6.933888130333798e-07,-8.62092201714404e-06,-1.2861708455602638e-05,1.6915128071559593e-05,1.1520401130837854e-05,5.9273006627336144e-05
77.161,28.502,2.3934424575600133e-07,1.3452136045088992e-05,2.6003247057815315e-06,4.710640951088863e-06,4.03055310016498e-07,2.891803706006613e-05,2.8451902380766114e-06,-1.638809635551297e-06,-4.954048563377e-06,-3.834097151411697e-05,,1.0309136087016668e-05,3.35872064169962e-05
77.171,28.502,0.0001511831069365,6.344847861328162e-06,4.093987172382185e-06,1.5530649761785753e-05,1.3807988580083476e-05,4.3605261453194544e-05,2.8451902380766114e-06,8.937458915170282e-06,-4.954048563377e-06,-2.210386810475029e-05,1.166954007203458e-05,4.492794687394053e-06,1.8243383237859238e-05
77.181,28.502,-2.043133645202033e-05,-1.4314469808596186e-05,1.3661202729053912e-06,3.804944208241068e-05,3.3259113934036577e-06,3.476119672995992e-05,2.8451902380766114e-06,0.0002175891713704,-1.9405844795983285e-05,-1.0373716577305458e-05,-5.669895926985191e-06,3.682272290461697e-05,3.617559195845388e-05
77.192,28.502,4.2608578951330855e-05,1.0933708836091682e-05,4.974376679456327e-06,3.384347655810416e-05,2.385622246947605e-05,4.6410979848587885e-05,-3.540559555403888e-05,3.1858198781264946e-06,-4.954048563377e-06,-1.7392763766110875e-05,2.221298018412199e-05,1.1959840776398778e-05,1.4814811038377227e-05
77.202,28.502,-2.0603138182195835e-06,-7.67458404880017e-05,1.7516503021397511e-06,-5.848514774697833e-07,1.4370156122822664e-06,2.460237374179997e-05,-7.037704108370235e-06,6.763840701751178e-06,-5.980847618047847e-06,-7.925083082227502e-06,3.814569936366752e-05,1.851123852247838e-05,1.2540937859739644e-05
77.213,28.502,4.991186870029196e-05,8.884003364073578e-06,-1.5074393559189048e-05,1.0445781299495138e-05,1.905670069390908e-05,2.2700862245983444e-05,1.238290451510693e-06,-8.042082481551915e-05,-5.980847618047847e-06,-1.3338023563846946e-05,-5.669895926985191e-06,2.156941445718985e-05,1.840481854742393e-05
77.223,28.502,3.285766069893725e-05,-1.7035225027939305e-05,5.009377218812006e-06,0.0001647248136578,1.3294707059685608e-05,3.8952384784352034e-05,-7.037704108370235e-06,1.066278764483286e-05,-5.980847618047847e-06,-8.346599315700587e-06,9.102486160372792e-07,2.204128577432129e-06,1.95055781659903e-05
77.233,28.502,5.016157501813723e-06,9.57625888986513e-06,1.9494750631565694e-06,2.088947621814441e-05,1.04456585177104e-05,5.0354519771644846e-05,-7.037704108370235e-06,-8.350609732588055e-07,-5.980847618047847e-06,-3.1024963391246274e-05,9.102486160372792e-07,1.553003858134616e-05,2.293894976901356e-05
77.244,28.502,-4.651906237995718e-06,-2.1372597984736785e-05,1.6161742678377777e-05,5.04823356095585e-06,1.084502673620591e-05,1.1991202882200014e-05,,-3.879340965795564e-06,-9.099730959860608e-06,-1.683663322182838e-05,7.420784095302224e-05,3.982190719398204e-06,5.860184319317341e-05
77.254,28.502,0.0005189373623579,-4.045406967634335e-05,1.2423940461303571e-05,1.090672503778478e-05,2.9524519050028172e-05,1.8049056961899623e-05,-1.883640288724564e-05,-3.2914290386543144e-06,-9.099730959860608e-06,-1.0314132850908209e-05,1.8234661183669232e-05,1.5271303709596395e-05,2.392080205027014e-05
77.264,28.502,0.0003963768540415,,1.105323462979868e-06,2.84895213553682e-05,3.40403312293347e-05,4.42294949607458e-05,1.6656867956044152e-06,1.8005628135142615e-06,-1.3852029951522128e-05,-4.040859857923351e-05,2.2106911274022423e-05,9.07439607544802e-06,2.9043800168437883e-05
77.275,28.502,0.0002292618300998,7.311333320103586e-06,-4.506911409407621e-06,2.0584568119375035e-05,6.415501411538571e-05,3.31388037011493e-05,1.6656867956044152e-06,1.283785763916967e-06,-1.2673510354943572e-05,-1.020324543787865e-05,3.160063715768047e-05,3.009749889315572e-06,2.3338847313425504e-05
77.285,28.502,2.2241294573177584e-05,2.9474993425537832e-05,4.804757281817729e-06,1.4692476725031156e-05,1.5273057215381414e-05,1.7487862351117656e-05,,5.6274184316862375e-06,-3.506859502522275e-05,,1.215609154314734e-05,1.1099818038928788e-05,5.7566940085962415e-05
77.296,28.502,0.00010446413944,,4.5079959818394855e-06,0.0001467448601033,6.3775942180654965e-06,6.130271503934637e-05,-1.08015719888499e-05,1.494362368248403e-05,-1.0649082469171844e-05,-6.150542048999341e-06,2.3783486540196463e-05,-6.102504357841099e-06,4.116632408113219e-05
77.306,28.502,-3.7329366477933945e-06,1.2181260899524204e-05,8.91730269358959e-06,3.08653325191699e-05,5.018462616135366e-06,4.0153998270398006e-05,-2.392468923062552e-05,1.3834834135195706e-05,-3.752550401259214e-05,8.554398846172262e-06,6.910134288773406e-06,2.7085318379249657e-06,1.7658063370618038e-05
77.316,28.502,-6.222790489118779e-06,1.64444627444027e-05,4.493666892813053e-06,1.790554597391747e-05,1.945214080478763e-06,3.901098170899786e-05,8.012437319848686e-06,-3.545417484929203e-06,-9.186012903228402e-06,-1.1289817848592064e-05,1.468098798795836e-05,2.515297273930628e-05,3.3637057640589774e-05
77.327,28.502,1.3861358638678212e-06,1.442467691958882e-05,-2.622399551910348e-05,1.5888133930275217e-05,3.279834709246643e-05,5.34103783138562e-05,8.012437319848686e-06,6.92433559379424e-06,-9.186012903228402e-06,-8.049762072914746e-06,2.3857190171838735e-05,2.7685460736393e-05,3.012930574186612e-05
76.891,28.512,7.724915121798404e-06,1.0766976629383862e-05,-2.022091757680755e-05,0.0001389737153658,2.395652700215578e-05,4.892664583167061e-05,,1.090834484784864e-05,-1.3388487786869518e-05,1.339247660325782e-06,-1.1189654287591113e-05,2.033748387475498e-06,1.4070249562792014e-05
76.901,28.512,2.2636791072727647e-06,-2.1604264475172386e-05,-4.036422467379453e-07,9.523763537799824e-07,9.9624730864889e-06,2.076634882541839e-05,1.542048812552821e-05,-3.81805730285123e-05,,-1.1458872904768214e-05,-1.1189654287591113e-05,1.1717836059688125e-05,3.3598014852032065e-05
76.922,28.512,3.784371983783785e-06,5.29001090399106e-06,-6.732627753081033e-07,1.3574373042501977e-05,4.4104463086114265e-06,5.693607454304584e-05,2.47778352786554e-05,8.275314939965028e-06,-6.369584298226982e-06,-1.1497731065901462e-05,-1.1189654287591113e-05,1.8850338165066205e-05,5.907255035708658e-05
76.932,28.512,0.0001212586139445,-2.0897870854241773e-05,-4.175437879894162e-06,3.184152228641324e-05,3.622129952418618e-06,1.583799166837707e-05,,0.0002464981225784,-6.369584298226982e-06,-1.4027286852069665e-05,-1.1189654287591113e-05,1.2185026207589544e-05,5.016412978875451e-05
76.943,28.512,3.7221776437945664e-05,-1.3021616723563056e-05,-7.817380719643552e-06,1.2396419151627924e-05,1.523648370493902e-05,2.1818827008246444e-05,-6.965764441702049e-06,-1.5895377146080136e-05,-7.942419870232698e-06,-1.3643466445500962e-05,-1.1189654287591113e-05,-1.4569222003046887e-05,2.9588867619168013e-05
76.953,28.512,-1.2672647926592615e-06,1.2650741155084688e-05,1.208651974593522e-05,1.7322956409770995e-05,4.131457899347879e-06,1.4599650057789404e-05,2.597297225293005e-06,6.054170626157429e-06,-3.70210109394975e-05,-6.640363608312327e-06,-1.1189654287591113e-05,1.579877789481543e-05,1.661451460677199e-05
76.963,28.512,-3.372912942722905e-06,2.599716935947072e-05,-2.742723609117093e-06,1.28245992527809e-05,9.32159018702805e-05,2.283282810822129e-05,1.191139563161414e-05,6.702731752739055e-06,,-1.293331297347322e-05,-1.1189654287591113e-05,-7.855755029595457e-06,5.417838474386372e-05
77.098,28.512,1.260278804693371e-05,-3.837174881482497e-05,4.431239176483359e-06,0.0001489097776357,1.8514072507969104e-05,3.0250052077462897e-05,1.1485800314403605e-05,-7.238607395265717e-06,-5.592566139966948e-06,-2.000110583821879e-07,1.7397387637174688e-05,1.642516508582048e-05,6.616260361624882e-05
77.109,28.512,3.979872417403385e-05,3.57743410859257e-05,-1.7817205844039563e-06,1.5376757801277563e-05,6.332777502393583e-06,2.166922604374122e-05,8.434614073848935e-08,-9.366424933432428e-07,,-4.897549843008164e-06,-1.1189654287591113e-05,1.299077757721534e-05,2.988596315844916e-05
77.119,28.512,4.3165455281268805e-05,-2.0977287931600586e-05,2.044223037955817e-06,1.82970234163804e-05,7.935102075862233e-06,3.826727333944291e-05,-3.540559555403888e-05,1.0529278370086104e-05,-5.50529739484773e-06,-3.834097151411697e-05,-1.1189654287591113e-05,6.653743184870109e-06,1.9753559172386304e-05
77.129,28.512,3.889868094120175e-05,1.6745267203077674e-05,-1.2492606401792727e-05,2.516912172723096e-05,7.678960173507221e-06,1.83076936082216e-05,1.3549432878789958e-05,7.766282692500681e-07,-5.50529739484773e-06,-2.210386810475029e-05,-1.1189654287591113e-05,1.3486905118043069e-05,2.3983269784366712e-05
77.14,28.512,-4.934586741001112e-06,8.854180123307742e-06,5.102033810544526e-06,3.689617369673215e-05,-2.8927099720021943e-06,3.110783654847182e-05,2.5853669285424985e-05,-2.553164222263149e-06,-4.874815658695297e-06,-2.034555654972792e-05,-1.1189654287591113e-05,-9.326912930873733e-08,
77.15,28.512,5.706944648409262e-05,4.131545210839249e-06,-1.9021166508537133e-06,1.2461529877327848e-05,4.68253301733057e-06,2.336261786695104e-05,-7.530516541010002e-06,4.474620254768524e-06,-1.2673510354943572e-05,-6.466238119173795e-05,-1.1189654287591113e-05,9.9806329671992e-06,6.532982661155984e-05
77.161,28.512,0.0002839586522895,,-4.010468728665728e-06,4.102514139958657e-05,5.0052603910444304e-05,5.436996798380278e-05,1.0905250746873207e-05,6.039185791451018e-06,-6.928456514287973e-06,-1.477522437198786e-05,-1.1189654287591113e-05,3.673765968414955e-05,1.642277857172303e-05
77.171,28.512,0.0002928124158643,4.102063485333929e-06,1.7322174699074822e-06,2.322288491996005e-05,1.1003675354004372e-05,2.65007111011073e-05,-3.449861651461106e-06,7.193315923359478e-06,-5.970024631096749e-06,-8.435365089098923e-06,-1.1189654287591113e-05,-4.0714346027925785e-07,1.594844252394978e-05
77.181,28.512,0.0001454309240216,6.327403298200807e-06,8.634974619781133e-06,2.2493522919830863e-05,1.270545271836454e-05,3.341104093124159e-05,,1.0238443792331964e-05,-1.0419082173029892e-05,2.5344081677758368e-06,-1.1189654287591113e-05,1.417575458617648e-05,3.205529719707556e-05
77.192,28.512,-1.0772103451017756e-05,-3.860287506540772e-06,-4.813583473151084e-06,6.189953637658618e-06,5.476697424455779e-06,2.4732842575758696e-05,-1.1237098078709096e-05,-5.833367595187156e-06,,-1.479075763199944e-05,1.0596274478302805e-05,-1.1073128916905262e-05,2.4260834834421985e-05
77.202,28.512,4.822719802177744e-06,-1.714697282295674e-05,-2.5362589440192096e-05,1.3528951058106031e-05,1.0594460036372766e-05,5.580753349931911e-05,-7.530516541010002e-06,2.1865539565624204e-06,-2.126968684024177e-05,-3.7142569908610312e-06,-1.1189654287591113e-05,-2.523608770843566e-07,3.188073242199607e-05
77.213,28.512,0.0001755409903125,-4.045406967634335e-05,-4.71803048185393e-07,7.046565315249609e-06,8.851879101712257e-06,4.3605261453194544e-05,-9.141127520706505e-05,2.513128947612131e-06,-4.379492565931287e-06,-7.821395229257178e-06,2.079434307233896e-05,-8.042169611144345e-06,2.7109364964417185e-05
77.223,28.512,-1.0818291684699943e-06,-6.71157295073499e-06,1.2284422155062202e-05,1.7454665794502944e-05,-2.447674432914937e-06,4.6410979848587885e-05,-5.972482085780939e-06,1.167378286481835e-06,-1.7515234503662214e-05,-4.262044603819959e-05,-1.1189654287591113e-05,2.5412009563297037e-05,5.377474735723808e-05
77.233,28.512,9.148159733740611e-06,-1.468124355596956e-05,4.431929312431748e-07,1.086658812710084e-05,1.9890374460374005e-05,3.4710843465290964e-05,-7.530516541010002e-06,,,-1.7264299458474852e-05,-1.1189654287591113e-05,1.5271303709596395e-05,2.3359240003628656e-05
77.244,28.512,3.4435019188094884e-05,-8.835568223730661e-06,1.0427132110635284e-05,2.5220331735908985e-05,1.1765283488784917e-05,3.014781941601541e-05,8.061576409090776e-06,1.8005628135142615e-06,2.1256830677884864e-06,-1.1289817848592064e-05,-1.1189654287591113e-05,8.863190487318207e-06,2.3376112949335948e-05
77.254,28.512,0.0002203162730438,-3.1894363928586245e-05,5.419781246018829e-06,2.1662672224920243e-05,2.108834269165527e-05,3.8952384784352034e-05,-8.961335879575927e-06,1.384441293339478e-05,-6.647146165050799e-06,,-1.1189654287591113e-05,2.7823090931633487e-05,2.1978417862555943e-05
77.264,28.512,-3.074520645895973e-05,2.9474993425537832e-05,6.400897746061673e-06,8.076104677456897e-06,1.8717749981078668e-06,2.9705077395192347e-05,-8.961335879575927e-06,8.828169484331738e-06,-1.81862196768634e-05,-1.4783705410081892e-05,-1.1189654287591113e-05,1.1175769941473844e-05,2.5190181986545213e-05
77.275,28.512,-1.7518765162094496e-05,-6.141418452898506e-06,-1.5667473007852098e-07,2.7135441996506412e-05,6.393051444320008e-05,4.290121796657331e-05,8.434614073848935e-08,3.751519216166344e-06,-1.0612096957629548e-05,-1.1463438568171114e-05,-1.1189654287591113e-05,1.4917518456059042e-06,5.860184319317341e-05
77.285,28.512,0.0004228756297379,5.698017957911361e-06,6.999366632953752e-06,2.236365980934352e-05,2.126411891367752e-05,5.895685899304226e-05,-6.979509180382593e-06,8.184546459233388e-06,-7.772294338792562e-06,-5.005157163395779e-06,-1.1189654287591113e-05,-9.69896063907072e-07,1.5874820746830665e-05
77.296,28.512,4.680756319430657e-05,-8.674835044075735e-06,-8.1825519373524e-06,3.199798084096983e-05,5.444794624054339e-06,2.988580490637105e-05,,1.1372634617146105e-05,-1.227142729476327e-05,-2.311295065737795e-05,-1.1189654287591113e-05,2.515297273930628e-05,2.392080205027014e-05
77.306,28.512,5.602622695732862e-05,1.4282638403528836e-05,9.954982488125095e-06,8.365193025383633e-06,-4.302220986573957e-06,2.333322299818974e-05,-2.0539317119983025e-05,1.0118245882040355e-05,-1.2849589438701514e-05,-1.6440981198684312e-06,-1.1189654287591113e-05,1.5536279533989727e-05,5.477474041981623e-05
77.316,28.512,0.0006032815435901,8.886498108040541e-06,8.002924005268142e-06,-1.1782939509430436e-05,2.4971512175397947e-05,3.31388037011493e-05,1.5594647493344382e-06,-7.803932385286316e-05,-2.3290151148103178e-05,-5.30469242221443e-06,-1.1189654287591113e-05,1.962077476491686e-05,2.2672862542094663e-05
