longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.275,28.619,0.0002801816735882,1.494503430876648e-05,6.181976004882017e-06,8.599852299084887e-05,-2.5899848878907505e-06,1.5547584553132765e-05,
77.285,28.619,0.0002071094495477,1.2368829629849644e-05,6.181976004882017e-06,1.25892402138561e-05,8.021491453291674e-07,,
77.296,28.619,1.443360270059202e-05,1.0459257282491308e-05,1.4395384823728818e-05,1.7368136468576267e-05,,,
77.306,28.619,0.0001039438066072,1.21683315228438e-05,1.2690612720689387e-06,,-4.732823072117753e-05,1.3763276911049616e-05,
77.316,28.619,8.31111719890032e-06,8.30912176752463e-06,,1.3898101315135136e-05,5.01997783430852e-06,,
77.327,28.619,,1.1254862329224125e-05,7.153440947149647e-06,,-2.652053126439569e-06,,
77.337,28.619,2.514683046683785e-06,1.1200040717085358e-05,-4.390786216390552e-06,1.71933770616306e-05,1.4741947325092042e-06,,
76.891,28.629,0.0001079251087503,1.1649059160845354e-05,,5.129025157657452e-05,2.476065446899156e-06,1.1987877769570332e-05,
76.911,28.629,0.0001198788304463,9.652215339883696e-06,4.076303241618008e-07,1.4598555935663173e-05,1.0454722314534592e-06,1.496921595389722e-05,
76.922,28.629,1.9995613911305558e-05,1.073183648259146e-05,3.2561358239036053e-05,5.108652476337738e-05,2.0446013877517544e-06,4.762855041917646e-06,
76.953,28.629,0.0001142342516686,1.5013202755653763e-05,2.208744263043627e-05,2.177825263061095e-05,-5.817015335196629e-06,1.5470937796635553e-05,
76.963,28.629,,8.922076631279197e-06,-2.865834858312155e-06,,,,
76.974,28.629,2.3685515770921484e-05,2.3534534193458967e-05,1.0768937499960884e-05,2.6794179575517774e-05,2.425509228487499e-05,,
76.984,28.629,2.6285826606908813e-05,1.3628354281536303e-05,1.755533230607398e-05,6.129414396127686e-05,1.2012999832222704e-05,,
76.994,28.629,5.657900692312978e-05,,1.755533230607398e-05,5.020043317927048e-05,-3.29229897033656e-06,5.064468496129848e-05,
77.005,28.629,0.0001313184475293,1.2684951798291875e-05,-2.1583487978205085e-05,3.0202447305782695e-05,-2.813001856338815e-06,1.3471427337208295e-05,
77.015,28.629,0.0001361797912977,1.912452171382029e-05,1.7589556591701694e-05,,-5.102237992105074e-06,,
77.026,28.629,1.4853048924123868e-05,1.589993371453602e-05,1.362832904305833e-06,,2.438942829030566e-06,3.891567394020967e-05,
77.036,28.629,1.483781397837447e-05,1.565961974847596e-05,4.463212007976836e-06,7.299201388377696e-05,-3.84889489168927e-07,,
77.046,28.629,0.0001368380762869,1.026904647005722e-05,3.045485982511309e-06,,,1.2789759239240084e-05,
77.057,28.629,7.205022120615467e-05,1.8578890376375057e-05,,1.752890966599807e-05,2.933148243755568e-05,1.5077880561875643e-05,
77.067,28.629,0.0001488211855757,1.547304964333307e-05,3.506983148326981e-06,2.141535333066713e-05,-8.475705726596061e-06,1.5077880561875643e-05,
77.078,28.629,1.9853130652336404e-05,1.4496740732283795e-05,2.477023735991679e-05,0.0001028137921821,4.60785167888389e-06,,
77.088,28.629,0.0001573370682308,1.950210025825072e-05,,,-4.556044586934149e-06,,
77.098,28.629,4.790539605892263e-06,5.523721029021544e-06,,5.773231532657519e-05,6.696313448628644e-06,,
77.109,28.629,-1.7375929019181058e-05,1.87725145224249e-05,,3.953741179429926e-05,-1.7367385225952603e-05,1.274126407224685e-05,
77.119,28.629,1.8960005036205985e-05,9.725989912112707e-06,,2.0180936189717613e-05,7.706989890721161e-06,1.274126407224685e-05,
77.129,28.629,2.665479041752405e-05,1.2674746358243285e-05,4.027683189633535e-06,2.3462762328563255e-05,1.5666761100874282e-05,,
77.14,28.629,8.567010809201747e-05,1.2700277693511453e-05,,9.453216080146376e-06,-7.10797576175537e-06,1.274126407224685e-05,
77.15,28.629,0.0003280353848822,1.629881444387138e-05,7.256289791257586e-06,1.7509299141238444e-05,,,
77.161,28.629,,1.3256952115625609e-05,-1.1037959666282404e-06,4.9299284000881016e-05,5.505172339326236e-06,,
77.171,28.629,1.0856811968551485e-05,2.4079807189991698e-05,,1.378887191094691e-05,1.0671275418872028e-07,,
77.181,28.629,0.0003037709684576,6.0521142586367205e-05,,1.6636298823868856e-05,2.334862301722751e-06,1.2018855159112718e-05,
77.192,28.629,,1.402036923536798e-05,,2.22402759391116e-05,-7.745262337266468e-06,1.2018855159112718e-05,
77.202,28.629,1.8134307538275607e-05,1.668998993409332e-05,,3.05198882415425e-05,4.393457402329659e-06,5.984770268696593e-06,
77.213,28.629,-1.980300476134289e-05,1.185973633255344e-05,,0.0001086035190382,1.6714084267732687e-06,4.843622809858061e-05,
77.223,28.629,2.718201903917361e-05,1.948777207871899e-05,1.4696009202452842e-05,4.4480151700554416e-05,-2.456051106491941e-06,,
77.233,28.629,4.127835381950717e-06,1.563043042551726e-05,,,9.861354556051085e-06,7.900758646428585e-06,
77.244,28.629,4.242826253175736e-05,1.2318148037593346e-05,,0.0001195283475681,-1.9638762751128525e-05,7.900758646428585e-06,
77.254,28.629,0.0001575261558173,1.8499324141885157e-05,5.082193638372701e-06,5.258622695691884e-05,-4.3804025153804105e-06,,
77.264,28.629,0.0003563278005458,4.069642454851419e-05,,5.415538544184528e-05,,8.492804772686213e-05,
77.275,28.629,1.443360270059202e-05,9.684256838227157e-06,,7.285647734533995e-05,-7.508562703151256e-06,7.900758646428585e-06,
77.285,28.629,-8.968630936578847e-06,1.5391307897516526e-05,,,1.5131556210690178e-05,,
77.296,28.629,2.3603288354934197e-05,1.939633148140274e-05,3.14056910610816e-06,,1.9259017790318467e-05,,
77.306,28.629,2.865967871912289e-05,1.4918551642040256e-05,,1.5995881767594256e-05,-2.7816851797979325e-05,,
77.316,28.629,2.756045614660252e-05,,,1.6218078599194996e-05,2.6663799417292462e-06,,
77.327,28.629,1.3333464266906958e-05,1.352487743133679e-05,,4.587171133607626e-05,2.918999962275848e-05,,
76.943,28.639,9.437098015041556e-06,1.5037291632324925e-05,2.6040925149573013e-06,1.493318904977059e-05,6.443378879339434e-06,1.3582928659161553e-05,
76.953,28.639,-2.264861177536659e-05,2.0194527678540908e-05,2.544014478189638e-06,3.43072424584534e-05,2.106818556057988e-06,,
76.963,28.639,0.0001547717110952,6.713513721479103e-05,-2.1583487978205085e-05,4.715310569736175e-05,8.833842912281398e-06,3.2329467103409115e-06,
76.974,28.639,0.0001101759989978,1.673258884693496e-05,3.0029584650037577e-06,1.4210578228812665e-05,1.573732697579544e-05,,
76.984,28.639,5.8699319197330624e-05,1.2621518180822022e-05,2.7826115456264237e-06,2.177825263061095e-05,2.1528032448259186e-05,,
76.994,28.639,5.290871922625229e-05,1.5013202755653763e-05,,2.8468350137700327e-05,2.7592044716584496e-05,8.302804417326115e-06,
77.005,28.639,5.771386440756032e-06,,,,-1.0595710591587704e-05,,
77.015,28.639,7.58640089770779e-05,1.0469713743077593e-05,8.850081030686852e-06,6.353644857881591e-05,,1.2098648767278064e-05,
77.026,28.639,6.060509258531965e-05,1.6897087334655225e-05,4.399593933612778e-07,1.0043327165476512e-05,2.163529825338628e-05,,
77.036,28.639,4.6180703066056594e-05,4.636130324797705e-05,-4.822614414479176e-07,2.1816806111019105e-05,2.933148243755568e-05,2.27068412641529e-05,
77.046,28.639,5.43957830814179e-05,2.2946509488974694e-05,-2.886736547225155e-05,7.66557059250772e-05,1.2484850913097034e-06,,
77.057,28.639,-3.875017682730686e-06,,,,1.409179731126642e-05,,
77.067,28.639,0.0001148425799328,1.589993371453602e-05,,1.852014975156635e-05,,7.057447419356322e-06,
77.078,28.639,1.878499642771203e-05,2.0037034119013697e-05,,1.852014975156635e-05,3.670167643576861e-05,1.836116825870704e-05,
77.088,28.639,,9.08596302906517e-06,,1.7475607819505967e-05,1.5034743228170557e-05,1.836116825870704e-05,
77.098,28.639,5.002375837648288e-05,1.8578890376375057e-05,4.027683189633535e-06,8.566461474401876e-05,-2.1202054995228536e-05,1.836116825870704e-05,
77.109,28.639,0.0001984530681511,1.2576232620631345e-05,-1.1010617527063005e-05,,1.504622105130693e-05,1.6392172256018966e-05,
77.119,28.639,1.431358487025136e-05,,4.663204435928492e-06,1.232506474480033e-05,-1.556828647153452e-05,,
77.129,28.639,3.0152408726280555e-05,1.4913467566657346e-05,7.967992132762447e-06,9.721774404169992e-06,-1.2413778677000664e-05,1.6392172256018966e-05,
77.14,28.639,0.0002645762870088,1.1720761904143728e-05,1.0651179763954133e-05,9.935681009665132e-05,2.039184619206935e-05,,
77.15,28.639,,7.994736733962782e-06,,1.9375938791199587e-05,1.5558758605038747e-05,1.613305721548386e-05,
77.161,28.639,3.792307325056754e-06,1.2008910744043533e-05,5.082193638372701e-06,6.500016752397642e-05,1.047360728989588e-05,1.613305721548386e-05,
77.171,28.639,4.126114072278142e-05,1.579989657329861e-05,7.727787306066602e-06,0.0001028137921821,1.2820652045775203e-05,1.613305721548386e-05,
77.181,28.639,-2.396663876425009e-05,1.629881444387138e-05,,1.7509299141238444e-05,2.3635684556211345e-06,1.613305721548386e-05,
77.192,28.639,3.2491454476257786e-05,1.3256952115625609e-05,,3.1350209610536695e-05,-5.404171133704949e-06,1.613305721548386e-05,
77.202,28.639,1.6117828636197373e-05,,1.4395384823728818e-05,1.378887191094691e-05,-6.0271568145253696e-06,9.420054084330332e-06,
77.213,28.639,-2.2837805317976745e-06,2.0037459762534127e-05,2.3296281142393127e-05,1.6636298823868856e-05,1.370173049508594e-05,,
77.223,28.639,-2.356762536237511e-07,9.14237716642674e-06,1.3570961527875625e-06,3.1533229048363864e-05,1.5251154763973318e-05,1.643633186176885e-05,
77.233,28.639,3.596238911995897e-06,1.3164513802621514e-05,,2.3462762328563255e-05,,1.643633186176885e-05,
77.244,28.639,-1.0447913155076094e-05,1.185973633255344e-05,2.7380435767554445e-06,7.361851021414623e-05,8.641442946100142e-06,9.95462978607975e-05,
77.254,28.639,1.2247522136021873e-05,1.3671646229340697e-05,,5.615922418655828e-05,7.175180599006126e-06,6.429160748666618e-06,
77.264,28.639,1.6860707546584308e-05,1.563043042551726e-05,6.353850039886311e-06,5.615922418655828e-05,-3.166670694554341e-06,1.6392172256018966e-05,
77.275,28.639,,1.600064024387393e-05,2.294663318025414e-06,5.404708645073697e-05,-1.0271210157952735e-05,2.5172181267407723e-05,
77.285,28.639,2.514683046683785e-06,1.3531977856473532e-05,,3.393145016161725e-05,1.9166585843777284e-05,1.8899656424764544e-05,
77.296,28.639,1.5470781363546848e-05,1.750583032844588e-05,6.7606069933390245e-06,5.7459710660623387e-05,1.330512714048382e-05,7.829254172975197e-05,
77.306,28.639,-3.4910772228613496e-06,7.479704436264001e-06,3.983867372880923e-06,4.9120393668999895e-05,,,
77.316,28.639,-6.164024853205774e-06,2.184515869885217e-05,,,-7.375899713224498e-06,,
76.932,28.649,3.2393611036241055e-05,8.778871233516838e-06,-3.0934938877180684e-07,5.531293572857976e-05,4.057915248267818e-06,0.0001136046703322,
76.943,28.649,2.176672387577128e-05,2.115798633894883e-05,7.223111879284261e-06,1.5843390428926796e-05,,1.1267809895798564e-05,
76.953,28.649,2.354452226427384e-05,1.5593615898978896e-05,2.122158548445441e-06,2.47973275691038e-05,1.656044219089381e-06,8.27431576908566e-05,
76.963,28.649,7.606362032674951e-06,1.180897197627928e-05,,6.468791980296373e-05,-1.0595710591587704e-05,8.599415195931215e-06,
76.974,28.649,-8.334356493833184e-07,2.7584610506892204e-05,,8.092633652267978e-05,3.432235462241806e-05,,
76.984,28.649,6.505613328045001e-07,9.652215339883696e-06,,5.235737626207992e-05,-1.587639781064354e-05,1.1267809895798564e-05,
76.994,28.649,2.0106338638470334e-07,,,9.539360689814202e-06,,1.1267809895798564e-05,
77.005,28.649,4.504149273998337e-06,1.600053110450972e-05,2.9045102564850825e-05,1.7746835510479286e-05,,,
77.015,28.649,0.0001748609356582,1.673258884693496e-05,3.944514901377261e-06,2.177825263061095e-05,1.2484850913097034e-06,,
77.026,28.649,7.910624117357656e-05,1.030801831802819e-05,-2.2847932541480982e-06,1.3176391803426668e-05,-4.837013875658158e-06,2.530738856876269e-05,
77.036,28.649,2.47833741013892e-05,1.5013202755653763e-05,6.395939635694958e-06,9.51305810303893e-06,-2.399108893769153e-07,,
77.046,28.649,1.999059713853057e-05,1.0166917491005734e-05,,3.064990960410796e-05,-3.805614881002839e-07,,
77.057,28.649,6.099202073528432e-05,1.6025500372052193e-05,1.1804562745965086e-05,,3.670167643576861e-05,,
77.067,28.649,2.330784627702087e-05,9.532406693324448e-06,4.027683189633535e-06,7.581208774354309e-05,2.309640149178449e-05,,
77.078,28.649,2.1866067982045934e-05,4.636130324797705e-05,,1.7645437765168026e-05,,,
77.088,28.649,2.665479041752405e-05,1.2575822438520843e-05,1.9583590074034878e-06,5.437734944280237e-05,3.626984835136682e-05,8.268960664281622e-05,
77.098,28.649,3.496156568871811e-05,2.4618686438770965e-05,-1.1037959666282404e-06,6.129414396127686e-05,-1.855119080573786e-06,,
77.109,28.649,3.0144750780891627e-05,1.589993371453602e-05,-2.266619276269921e-06,5.998678534524515e-05,2.090713678626344e-05,3.4048352972604334e-05,
77.119,28.649,4.834011269849725e-05,9.08596302906517e-06,4.550634548650123e-05,1.7475607819505967e-05,-2.309280944245984e-06,1.6669051547069103e-05,
77.129,28.649,6.401779955922393e-06,1.026904647005722e-05,-1.7295440557063557e-05,,-1.3994039363751654e-05,,
77.14,28.649,-3.051112571483827e-07,8.120816346490756e-05,1.4696009202452842e-05,,1.6714084267732687e-06,,
77.15,28.649,1.9387249267310835e-05,9.04631451703608e-06,-6.477348961198004e-06,2.166848389606457e-05,-2.456051106491941e-06,,
77.161,28.649,1.4567030120815616e-05,1.547304964333307e-05,1.2690612720689387e-06,8.909305506676901e-06,2.4071450752671808e-05,,
77.171,28.649,1.6947493350016885e-05,5.523721029021544e-06,1.364900617772946e-05,1.852014975156635e-05,2.5138400815194476e-05,8.418845936830621e-06,
77.181,28.649,-3.3190319754794477e-06,2.5512767024338245e-05,1.3570961527875625e-06,2.0180936189717613e-05,-4.3804025153804105e-06,8.409504516748711e-06,
77.192,28.649,6.163028956507333e-06,1.675865860306658e-05,4.731192802864825e-06,2.232976294180844e-05,,1.3332099115359595e-05,
77.202,28.649,2.005424175877124e-05,1.2008910744043533e-05,-1.40722431751783e-06,7.198653293016832e-06,1.4251774018703145e-06,6.667439447483048e-05,
77.213,28.649,8.142447768477723e-06,9.80194909061538e-06,-3.4395079637761228e-06,0.0001010670166579,3.055879915336845e-06,1.6449021131847985e-05,
77.223,28.649,6.22405277681537e-05,1.862764111137949e-05,-4.390786216390552e-06,8.678353333380073e-05,8.641442946100142e-06,1.6449021131847985e-05,
77.233,28.649,-1.7623289750190452e-05,2.008855335589033e-05,,2.680295801837929e-05,,3.364157601026818e-05,
77.244,28.649,-3.708562417159556e-06,2.2538635676028207e-05,1.076231819752138e-05,1.2067362149537075e-05,2.723470788623672e-05,,
77.254,28.649,1.2777674783137629e-05,,-1.3342728379939215e-06,2.643205880303867e-05,-8.468573469144758e-06,1.3679294170287903e-05,
77.264,28.649,2.688511631276924e-05,1.3164513802621514e-05,4.605967114912346e-05,2.3036367565509863e-05,7.353970431722701e-06,1.3679294170287903e-05,
77.275,28.649,1.743286361488572e-06,1.9286286260467023e-05,5.733832949772477e-06,7.499573985114694e-05,-3.5481464237818727e-06,1.1987877769570332e-05,
77.285,28.649,4.805689604836516e-05,2.3954622520250268e-05,4.328865998104448e-06,4.9299284000881016e-05,7.53082349547185e-06,1.1987877769570332e-05,
77.296,28.649,3.798084799200296e-05,1.563043042551726e-05,-1.0181285688304342e-05,2.3996284653549083e-05,-3.643718628154602e-06,1.6548900021007285e-05,
77.306,28.649,8.526523015461862e-05,9.474292710365262e-06,2.455296453263145e-06,6.207307160366327e-05,-4.178828476142371e-06,1.6548900021007285e-05,
77.316,28.649,2.22360686166212e-05,1.2520839845819864e-05,,6.935512647032738e-05,-2.279455111420248e-05,1.496921595389722e-05,
76.932,28.659,2.25451985897962e-05,2.4913382731028832e-05,8.3672284745262e-06,2.0377641703817065e-05,,6.873327220091596e-05,
76.943,28.659,4.196012781676473e-08,1.0221283446298912e-05,2.867387229343876e-05,8.622386303613894e-06,2.769350430753548e-05,9.49923287407728e-06,
76.953,28.659,1.5152914784266612e-05,8.855421765474603e-05,,,2.734605573095905e-07,,
76.963,28.659,1.483781397837447e-05,1.58446746354457e-05,2.477023735991679e-05,4.498175258049741e-05,8.656393220007885e-06,1.0370302334195005e-05,
76.974,28.659,7.752287274342962e-06,1.927367338794284e-05,5.082193638372701e-06,,1.03851780295372e-05,2.3320102627621964e-05,
76.984,28.659,4.066988549311645e-05,2.129643144144211e-05,1.1882727449119557e-05,8.869808880263008e-06,,1.0370302334195005e-05,
76.994,28.659,-8.950150004238822e-06,,-2.2847932541480982e-06,2.029732240771409e-05,-1.7367385225952603e-05,,
77.005,28.659,0.0001356253051199,1.180897197627928e-05,,5.254636926110834e-05,3.835567440546583e-06,,
77.015,28.659,2.47833741013892e-05,1.0986870620399714e-05,7.491463520636898e-07,7.647981692571193e-05,-2.399108893769153e-07,8.102646461338736e-06,
77.026,28.659,-5.330101089384698e-07,1.8531098248786293e-05,6.181976004882017e-06,9.11716851987876e-05,-1.2735947166220283e-05,,
77.036,28.659,,1.1233103577978907e-05,4.027683189633535e-06,,-1.556828647153452e-05,,
77.046,28.659,0.0001594058994669,6.789878170820884e-06,1.8270033251610585e-05,1.9398525182623416e-05,1.5114097550394945e-05,3.791738436120795e-06,
77.057,28.659,5.002375837648288e-05,1.673258884693496e-05,,0.0001333111722487,-2.363386784054456e-07,,
77.067,28.659,0.000226868505706,1.9158082068315707e-05,3.838591965177329e-06,8.092633652267978e-05,8.522034477209672e-06,1.1153741979796903e-05,
77.078,28.659,1.431358487025136e-05,1.0166917491005734e-05,,2.57525134657044e-05,-3.631732624853612e-06,,
77.088,28.659,0.0001517129858257,1.4973636098147836e-05,4.855886800214648e-06,5.251255788607523e-05,7.783939508954063e-06,,
77.098,28.659,5.043378041591495e-05,1.912452171382029e-05,1.4696009202452842e-05,1.3981461961520836e-05,-2.685267418200965e-06,,
77.109,28.659,1.8368449673289437e-05,,4.918350668958738e-07,6.412062793970108e-05,3.2733307762100594e-06,1.5004238775873093e-05,
77.119,28.659,-1.2220185453770682e-05,1.0101800398842896e-05,,7.581208774354309e-05,-1.262321688955126e-06,2.530738856876269e-05,
77.129,28.659,1.7330428818240762e-05,1.5942257959977724e-05,4.099988018424483e-06,,-3.6903231830365257e-06,7.166911382228136e-05,
77.14,28.659,3.985522198490799e-06,1.404059639753541e-05,6.46312673779903e-06,,-4.732823072117753e-05,,
77.15,28.659,7.434567669406533e-05,1.589993371453602e-05,1.819993303797673e-05,2.1247098629828542e-05,5.691333626600681e-07,8.268960664281622e-05,
77.161,28.659,2.4866862077033147e-05,1.026904647005722e-05,3.6205403830535934e-06,5.998678534524515e-05,-3.201049912604503e-05,2.2606129277846776e-05,
77.171,28.659,9.700626833364367e-05,,2.7380435767554445e-06,8.472019544569775e-05,4.932253432343714e-06,,
77.181,28.659,3.596238911995897e-06,1.2020701433357315e-05,2.4435694285784848e-05,7.299201388377696e-05,7.000747700658394e-06,1.4248169463826343e-05,
77.192,28.659,0.0002621595922391,1.0710113201639617e-05,5.733832949772477e-06,2.0561259589158e-05,3.074316191487014e-05,,
77.202,28.659,-1.7623289750190452e-05,1.4913467566657346e-05,-6.37709206330328e-07,9.721774404169992e-06,2.096574098686688e-05,3.4048352972604334e-05,
77.213,28.659,4.112337774131447e-05,5.819567832077155e-06,8.564653398934752e-06,,-7.4133818088739645e-06,1.807806438591797e-05,
77.223,28.659,2.8740163543261588e-05,1.2106359463359697e-05,,3.204061067663133e-05,-8.468573469144758e-06,1.807806438591797e-05,
77.233,28.659,0.0001039438066072,1.579989657329861e-05,-1.289574925067427e-06,8.566461474401876e-05,,1.807806438591797e-05,
77.244,28.659,2.9226912374724637e-05,1.2754058843711393e-05,5.608025730907684e-06,5.773231532657519e-05,,,
77.254,28.659,1.743286361488572e-06,1.3256952115625609e-05,,4.551819438347593e-05,-1.789429347809346e-06,4.762855041917646e-06,
77.264,28.659,4.805689604836516e-05,1.302795863011852e-05,2.300202140759211e-06,4.050787174492143e-05,5.704863724531606e-06,1.4270864994614383e-05,
77.275,28.659,-5.662966486852383e-06,1.402036923536798e-05,8.527136742486618e-06,1.852014975156635e-05,1.571182906445756e-06,1.4270864994614383e-05,
77.285,28.659,1.413791096638306e-06,2.2538635676028207e-05,-9.940693416865544e-06,0.0001010670166579,,3.891567394020967e-05,
77.296,28.659,1.982941284950357e-05,1.0235414265480358e-05,,4.6389715862460434e-05,,1.3332099115359595e-05,
77.306,28.659,0.000276833306998,1.948777207871899e-05,1.9704575606738217e-06,2.643205880303867e-05,-1.210811660712352e-05,8.618406718596816e-05,
77.316,28.659,,,1.1623609452726669e-06,,-2.426426362944767e-05,,
76.953,28.668,6.501716416096315e-05,1.4350269339047372e-05,,7.059909694362432e-05,1.6442885680589825e-05,,
76.963,28.668,5.423736365628429e-05,1.6780881196609698e-05,,6.850315457995748e-06,-4.556044586934149e-06,8.288489880214911e-06,
76.974,28.668,1.4050319805392064e-05,1.0555672815826256e-05,1.4897781284162193e-06,,7.788720722601283e-06,1.3285789464134725e-05,
76.984,28.668,,1.4700292922498193e-05,1.9583590074034878e-06,4.894262019661255e-05,3.387051265235641e-06,9.746941941557452e-06,
76.994,28.668,1.9853130652336404e-05,2.3075366698321886e-05,,6.691336602671072e-05,1.409179731126642e-05,,
77.005,28.668,,8.065635483944789e-06,,7.4791292718146e-05,1.3299685633683112e-05,6.873327220091596e-05,
77.015,28.668,1.0017279237217735e-05,1.2896714906673878e-05,3.838591965177329e-06,8.256331057054922e-06,1.096431105906959e-06,,
77.026,28.668,-4.557582997222198e-06,1.298674578720238e-05,2.6353167413617484e-05,,2.309640149178449e-05,,
77.036,28.668,2.44727580138715e-05,2.0583671357599087e-05,7.256289791257586e-06,,-1.2462027143556045e-06,9.49923287407728e-06,
77.046,28.668,5.565213723457418e-05,,5.897913524677279e-06,1.46527945616981e-05,3.626984835136682e-05,1.0982805179082789e-05,
77.057,28.668,0.0001984530681511,1.3637598385685124e-05,,1.9704280930454843e-05,-7.825154170859605e-06,1.0982805179082789e-05,
77.067,28.668,0.0003095063439104,1.0780091542983428e-05,1.2690612720689387e-06,4.310091389925219e-05,-2.309280944245984e-06,7.330944299610563e-06,
77.078,28.668,2.4037939510890283e-05,1.307600541622378e-05,,1.2168641660537103e-05,2.706562554521952e-06,,
77.088,28.668,3.129570177407004e-05,1.1560779057617763e-05,2.3296281142393127e-05,6.4126230427064e-05,,1.0712004950619304e-05,
77.098,28.668,8.793269080342725e-05,1.049688580678776e-05,1.0587873475742526e-06,7.647981692571193e-05,9.443321687285788e-06,,
77.109,28.668,0.0003037709684576,1.0469713743077593e-05,1.819993303797673e-05,,1.970747462110012e-06,8.27431576908566e-05,
77.119,28.668,8.884836461220402e-06,2.590528674772941e-05,-1.0076112630486024e-05,6.920425221323967e-05,-6.0271568145253696e-06,8.235811401391402e-05,
77.129,28.668,9.604264778317884e-05,2.0261210011085492e-05,4.731192802864825e-06,,,,
77.14,28.668,-2.356762536237511e-07,,2.4435694285784848e-05,2.8468350137700327e-05,,8.102646461338736e-06,
77.15,28.668,3.865313192363829e-05,,-4.390786216390552e-06,8.092633652267978e-05,1.150146999862045e-05,8.102646461338736e-06,
77.161,28.668,-2.5977524273912422e-05,2.0037034119013697e-05,1.4649897821072956e-05,8.092633652267978e-05,3.055879915336845e-06,1.5135768080654088e-05,
77.171,28.668,0.0001932496525114,2.347160261706449e-05,3.2075633953354554e-06,7.581208774354309e-05,1.877122031146428e-06,1.728821916913148e-05,
77.181,28.668,2.5791396183194596e-05,9.08596302906517e-06,1.0623896741890348e-05,,2.096574098686688e-05,1.728821916913148e-05,
77.192,28.668,-1.854163883763249e-06,1.2728531146422029e-05,1.9814451661659405e-06,,2.2236276890907902e-06,1.728821916913148e-05,
77.202,28.668,0.0001114148253691,1.3400376701611094e-05,-1.289574925067427e-06,1.9036950106965375e-05,,8.268960664281622e-05,
77.213,28.668,-1.3085481441521551e-05,1.2020701433357315e-05,6.7606069933390245e-06,1.752890966599807e-05,-2.733305336732883e-06,1.0370302334195005e-05,
77.223,28.668,2.688511631276924e-05,1.0710113201639617e-05,-1.0181285688304342e-05,,2.3532937120762654e-05,,
77.233,28.668,3.4790235076798126e-05,,,1.0791729437187314e-05,-2.279455111420248e-05,,
77.244,28.668,5.042597331339493e-05,1.1400644325476604e-05,,4.7967176215024665e-05,-4.178828476142371e-06,1.317523310717661e-05,
77.254,28.668,,1.2674746358243285e-05,,,2.366759872529656e-06,,
77.264,28.668,3.46615124726668e-05,1.579989657329861e-05,1.1623609452726669e-06,,3.131950143142603e-05,,
77.275,28.668,7.369297691184329e-06,2.4079807189991698e-05,2.443546873109881e-05,,,,
77.285,28.668,5.265136496745981e-05,1.2757565855281428e-05,-2.598716719148797e-06,5.773231532657519e-05,2.5330280095658964e-07,1.6124802641570568e-05,
77.296,28.668,0.0003288150182925,1.6574211258557625e-05,6.198923756528529e-07,7.56119770812802e-05,,1.6124802641570568e-05,
77.306,28.668,0.0002267063100589,1.56704118126072e-05,,1.9375938791199587e-05,,1.4248169463826343e-05,
77.316,28.668,2.794149077089969e-05,,-7.005523912084755e-07,4.454424924915656e-05,-3.780397946684389e-06,2.27068412641529e-05,
76.963,28.678,2.05802389245946e-05,1.2794684153050184e-05,8.66591653903015e-06,,,,
76.974,28.678,2.359448990318924e-05,2.716425478865858e-05,1.8270033251610585e-05,8.940256520872936e-05,2.334862301722751e-06,,
76.984,28.678,5.174292891751975e-05,6.50341171422042e-05,2.6353167413617484e-05,2.587941162346397e-05,,0.0001382876653224,
76.994,28.678,0.0001025307792588,1.6780881196609698e-05,,8.1306578067597e-05,,,
77.005,28.678,1.745560257404577e-05,2.226247852377128e-05,4.550634548650123e-05,1.757825339154806e-05,,1.1545871529961003e-05,
77.015,28.678,-5.718654392694589e-06,1.0555672815826256e-05,-1.1037959666282404e-06,2.0377641703817065e-05,5.505172339326236e-06,1.2082879038644023e-05,
77.026,28.678,5.565213723457418e-05,1.927367338794284e-05,3.14056910610816e-06,1.2346484254521783e-05,-4.354633711045608e-05,9.842360668699255e-06,
77.036,28.678,6.168925665406277e-06,2.129643144144211e-05,,1.752510252117645e-05,1.6714084267732687e-06,,
77.046,28.678,1.0856811968551485e-05,1.7356853277306072e-05,,0.0001015465531963,-8.817298294161446e-06,1.2082879038644023e-05,
77.057,28.678,-1.980300476134289e-05,1.177331796498038e-05,,8.869808880263008e-06,1.5558758605038747e-05,8.624221663922071e-06,
77.067,28.678,1.8368449673289437e-05,1.0325720722903498e-05,1.3570961527875625e-06,2.427919025649317e-05,1.1057141819037495e-05,8.624221663922071e-06,
77.078,28.678,8.793269080342725e-05,2.0583671357599087e-05,2.294663318025414e-06,7.4791292718146e-05,1.970747462110012e-06,8.964363587438129e-06,
77.088,28.678,3.985522198490799e-06,9.652215339883696e-06,2.4435694285784848e-05,,-3.6903231830365257e-06,8.624221663922071e-06,
77.098,28.678,-3.3190319754794477e-06,1.8531098248786293e-05,8.527136742486618e-06,1.4598555935663173e-05,-5.005721504858229e-06,8.624221663922071e-06,
77.109,28.678,2.684264291019645e-05,1.695872560958378e-05,-5.171223619981902e-06,,-2.1684584226022707e-06,8.624221663922071e-06,
77.119,28.678,0.000194399326574,1.9768165657296777e-05,1.942263043019921e-05,1.225272353622131e-05,4.932253432343714e-06,8.624221663922071e-06,
