longitude,latitude,No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2),No2_value(mol/m^2)
77.316,28.649,5.1660094868566375e-06,,1.971946403500624e-06,1.0905720046139322e-05,-4.834384071727982e-06
76.932,28.659,0.0001233875664183,,-1.8881373762269504e-06,-1.007378159556538e-06,1.3852243682777043e-05
76.943,28.659,1.690937642706558e-05,,3.3696389891701983e-06,1.2825279554817826e-05,2.862627752620029e-07
76.953,28.659,2.2028722014511004e-05,,2.249611497973092e-06,1.235397212440148e-05,7.087769972713431e-06
76.963,28.659,7.690190977882594e-05,,9.093985681829508e-06,5.508225513040088e-06,8.238758709921967e-06
76.974,28.659,2.279856926179491e-05,,1.6896507077035494e-05,4.3733894017350405e-07,4.59606326330686e-06
76.984,28.659,7.603347057738574e-06,,2.342926381970756e-05,4.621867446985561e-06,1.888223050627857e-05
76.994,28.659,1.759095539455302e-05,,6.41599854134256e-06,9.189494448946787e-06,1.1144878953928128e-05
77.005,28.659,1.945257281477097e-05,,6.321309683698928e-06,2.4417753593297675e-05,2.864427415261161e-06
77.015,28.659,1.5642806829418987e-05,,8.628195246274117e-06,8.973407602752559e-06,4.135759354539914e-06
77.026,28.659,6.905715417815372e-05,5.570408029598184e-05,5.766033154941397e-06,4.515015007200418e-06,3.787319428738556e-06
77.036,28.659,2.323904300283175e-05,5.570408029598184e-05,8.272112609120086e-06,5.955153028480709e-06,1.0003155693993904e-05
77.046,28.659,1.6609190424787812e-05,,1.2579758731590118e-05,3.024324541911483e-06,1.2501618584792595e-05
77.057,28.659,2.0657145796576515e-05,,7.805346285749692e-06,3.947188815800473e-05,3.596762098823092e-06
77.067,28.659,2.530550045776181e-05,,1.361493741569575e-05,2.022338958340697e-05,3.565959104889771e-06
77.078,28.659,2.914016295108013e-05,,1.0382179425505456e-05,-7.73225383454701e-06,2.341900835745037e-05
77.088,28.659,2.0365147065604106e-05,,2.0143795609328666e-07,-5.676085038430756e-06,1.0012891834776385e-05
77.098,28.659,0.0004892665310762,,4.053895736433333e-06,1.7443016986362636e-05,7.38155358703807e-06
77.109,28.659,0.000186100587598,,2.452664921293035e-05,1.7468712030677125e-05,1.3167258657631464e-05
77.119,28.659,6.646575002378086e-06,,1.3118046808813231e-05,7.551010639872402e-06,6.110263711889274e-06
77.129,28.659,1.1393321983632632e-05,,1.1124958291475195e-05,-7.824660315236542e-06,1.0036343155661598e-05
77.14,28.659,1.497730590926949e-05,3.4590964332892327e-06,1.360722217214061e-05,-3.670392743515549e-06,3.460532525423332e-06
77.15,28.659,5.052179039921612e-05,,-2.528659479139605e-06,7.979793736012653e-06,9.334128662885632e-06
77.161,28.659,1.097687072615372e-05,,1.080279798770789e-05,4.369872112874873e-05,2.032130942097865e-05
77.171,28.659,7.527339766966179e-05,,1.0135097909369506e-05,-6.625219157285756e-06,5.736689345781088e-08
77.181,28.659,5.737347237300128e-05,,-4.455781436263351e-06,-1.864999831013847e-05,-1.0116662451764569e-05
77.192,28.659,5.1883096602978185e-05,,8.802584488876164e-06,4.16280227000243e-06,1.1233937584620436e-05
77.202,28.659,0.0001056963956216,,5.789073838968761e-06,2.403432745268219e-06,1.369274286844302e-05
77.213,28.659,2.161978773074225e-05,,1.7568791008670814e-06,-1.6733588381612208e-06,8.113145668176003e-06
77.223,28.659,4.409513348946348e-05,,8.725554835109506e-06,1.084642735804664e-05,1.1360430107743014e-05
77.233,28.659,2.2484877263195813e-05,,2.535353132770979e-06,-9.095187465391064e-07,5.981379672448384e-06
77.244,28.659,8.662642358103767e-05,,-3.789547520227643e-07,5.765369678556453e-06,-1.0491788088984322e-05
77.254,28.659,1.7286545698880218e-05,,-5.395705102273496e-06,1.6949843484326266e-05,6.776899681426585e-06
77.264,28.659,0.0002920692495536,,1.0199763892160265e-05,1.6249770851572976e-05,2.840901515810401e-06
77.275,28.659,8.0117260949919e-06,,1.445159682589292e-06,1.3950929314887617e-05,-7.0227870310191065e-06
77.285,28.659,1.3215321814641356e-05,,8.882667316356674e-06,6.1379519138426986e-06,8.653935765323695e-06
77.296,28.659,7.351046951953322e-05,,6.676259545201901e-06,1.9823017282760705e-05,-1.9602321117417887e-06
77.306,28.659,2.1512234525289387e-05,,2.5645288133091526e-06,1.14835402200697e-05,7.358847597060958e-06
77.316,28.659,9.4371716841124e-05,,4.438433734321734e-06,1.6537342162337154e-05,1.2993967175134458e-05
76.953,28.668,9.199799023917876e-06,,7.626118076586863e-06,9.083836630452424e-06,1.979221087822225e-05
76.963,28.668,3.9816706703277305e-05,,3.7515490021178266e-06,1.2420930033840705e-05,7.339882813539589e-06
76.974,28.668,1.2970125681022182e-05,,1.193836305901641e-05,1.4824442587269004e-05,-1.7050848555300038e-07
76.984,28.668,0.0001122253379435,,3.3889750739035662e-06,3.2829611882334575e-05,2.2255639123613943e-05
76.994,28.668,2.259161374240648e-05,,1.8934397303382864e-06,4.883953806711361e-06,2.635345117596444e-05
77.005,28.668,2.2905423975316808e-05,,5.593458354269387e-06,8.778826668276452e-06,9.788408533495384e-06
77.015,28.668,2.886157926695887e-05,,6.021509761922061e-06,1.5699405366831345e-06,2.720042857617955e-07
77.026,28.668,0.0003976128355134,,7.337931492656935e-06,9.719297850097064e-06,9.548225534672383e-06
77.036,28.668,8.137518307194114e-05,,1.5396115031762747e-06,-2.002589098992757e-06,3.690718358484446e-06
77.046,28.668,7.463624115189304e-06,5.570408029598184e-05,-4.294743575883331e-06,1.3516491890186444e-05,5.513902124221204e-06
77.057,28.668,2.8770695280400105e-05,5.570408029598184e-05,1.131093995354604e-05,6.5740791796997655e-06,2.468961611157283e-06
77.067,28.668,2.4029994165175594e-05,,7.010045010247268e-06,7.664133590878919e-06,1.1893417649844196e-05
77.078,28.668,1.9431094187893905e-05,,1.3398263945418876e-05,1.281544246012345e-05,6.287680662353523e-06
77.088,28.668,1.6777554264990613e-05,,-1.6571923424635315e-06,1.1298393474135082e-05,4.840860583499307e-06
77.098,28.668,7.784280569467228e-06,,-9.204405273521844e-07,-2.1041796571807936e-06,2.971761659864569e-06
77.109,28.668,2.012947152252309e-05,3.4590964332892327e-06,7.952840860525612e-06,3.227802153560333e-06,-9.371984219797014e-07
77.119,28.668,4.977828211849555e-06,,1.096723394766741e-06,5.998083452141145e-06,7.123138061615464e-07
77.129,28.668,1.7978456526179798e-05,,1.1245896530454049e-05,3.0486724426737052e-05,-1.8570467545941936e-06
77.14,28.668,0.0001262994337594,,1.080279798770789e-05,1.0102167834702414e-05,7.129686309781391e-06
77.15,28.668,0.0001134551785071,,1.2065132068528328e-05,4.916561010759324e-06,2.158937832064112e-06
77.161,28.668,3.837472468148917e-05,,-3.7883553432038752e-06,5.906145361223025e-06,8.650203199067619e-06
77.171,28.668,1.729246650938876e-05,,1.0533766726439351e-05,1.209249603562057e-05,1.8301690943189897e-05
77.181,28.668,0.0002934756921604,,-2.326582034584135e-06,1.409540891472716e-05,1.2648720257857349e-06
77.192,28.668,1.376931140839588e-05,,1.4874510270601604e-05,3.4290551411686465e-05,6.90103718170576e-07
77.202,28.668,6.177403975016205e-06,,6.704404313495616e-06,1.967787829926237e-05,1.0421575098007452e-05
77.213,28.668,6.852677870483603e-06,,6.719466909999028e-06,1.2298442015890032e-05,1.0296806067344733e-05
77.223,28.668,9.48060187511146e-06,,2.288227915414609e-05,1.9825172785203904e-05,1.1192006240889896e-05
77.233,28.668,0.0004284419410396,,1.0893439139181282e-05,-5.191169293539133e-06,8.750565939408261e-06
77.244,28.668,5.999314089422114e-05,,2.9443342555168783e-06,1.0406060937384607e-05,1.5790623365319334e-05
77.254,28.668,1.692621663096361e-05,,-7.152011107791623e-07,9.011601832753511e-06,2.260218025185168e-06
77.264,28.668,1.54938406922156e-05,,6.1277787608560175e-06,2.1700972865801305e-05,2.0416382540133785e-05
77.275,28.668,2.3029397198115475e-05,,1.8714486941462383e-05,5.522544483937963e-07,7.581056252092821e-06
77.285,28.668,1.1254047421971336e-05,,6.515324912470533e-06,-1.5814021026017144e-06,8.87730948306853e-06
77.296,28.668,2.7218924515182152e-05,,6.052765684216865e-07,1.2052772945025936e-05,7.782348802720662e-06
77.306,28.668,0.0001149408853962,,-6.574962299055187e-06,1.7813277736422606e-05,2.135991508112056e-06
77.316,28.668,5.584392056334764e-05,,2.3683955419073757e-07,2.0629731807275675e-05,5.460479769681115e-06
76.963,28.678,1.6647785741952248e-05,,1.4910831851011608e-05,9.30595888348762e-06,9.650066203903409e-06
76.974,28.678,3.893052780767903e-05,,4.773074124386767e-06,9.239145583705977e-06,2.7691357900039293e-06
76.984,28.678,1.2469105058698917e-05,,8.272112609120086e-06,9.553484233038034e-06,9.391867934027688e-06
76.994,28.678,1.435326885257382e-05,,3.9844894672569353e-07,1.9671821064548567e-05,9.020444849738851e-06
77.005,28.678,4.461015578272054e-06,,1.7532481706439285e-06,9.822126230574211e-06,1.2963953849975953e-05
77.015,28.678,2.361724000365939e-05,,,2.8705027943942696e-05,-1.4508577805827372e-06
77.026,28.678,1.6212625268963166e-05,,9.329179192718584e-06,1.015362431644462e-05,1.0225101505056957e-05
77.036,28.678,1.8073631508741528e-05,,1.4374220882018562e-05,1.698713458608836e-05,4.582216206472367e-06
77.046,28.678,2.5803830794757232e-05,,9.737029358802827e-06,1.648679426580202e-05,1.1893417649844196e-05
77.057,28.678,2.9257958885864355e-05,,6.092605872254353e-06,3.680966983665712e-05,5.338608389138244e-06
77.067,28.678,1.1197557796549518e-05,,1.6447687812615186e-05,1.062921728589572e-05,3.2113682664203225e-06
77.078,28.678,3.753229611902498e-05,,1.874458212114405e-05,-8.659010291012237e-07,-3.1212462658913864e-07
77.088,28.678,8.504759171046317e-05,,-2.528659479139605e-06,1.237759533978533e-05,
77.098,28.678,5.94597113376949e-05,,1.2052699958076118e-06,2.685105755517725e-06,7.092397481756052e-06
77.109,28.678,0.0004605942522175,,2.174332621507346e-06,1.4539215044351296e-05,8.966740097093862e-06
77.119,28.678,2.274891812703572e-05,,8.34965339890914e-06,2.02837327378802e-05,7.419246685458347e-06
77.129,28.678,7.712079241173342e-05,,3.19029595630127e-06,1.494805565016577e-05,2.158937832064112e-06
77.14,28.678,2.664883322722744e-05,,7.6096303018857725e-06,1.279721072933171e-05,2.96615758088592e-06
77.15,28.678,2.2252688722801395e-05,,8.053783858485986e-06,-1.0337840649299324e-05,2.1194948203628883e-05
77.161,28.678,4.114081093575805e-05,,1.8773265765048563e-05,2.0467905414989215e-05,1.3150606719136704e-06
77.171,28.678,4.535594780463725e-05,,1.0471074347151443e-05,2.403432745268219e-06,-5.465693902806379e-06
77.181,28.678,0.0004697383847087,,1.2370841432129964e-05,-1.699862150417175e-05,2.7589362616708968e-06
77.192,28.678,9.096437679545488e-06,,5.4706538321624976e-06,8.32594287203392e-06,1.4567244761565236e-05
77.202,28.678,2.404716178716626e-05,,6.2875869843992405e-06,2.053856405836996e-05,4.080380676896311e-06
77.213,28.678,2.112056245096028e-05,,4.176548827672377e-06,1.323537071584724e-05,8.750565939408261e-06
77.223,28.678,2.697485069802497e-05,,3.549405846570153e-06,2.808081808325369e-05,2.077675844702753e-06
77.233,28.678,9.553081326885147e-06,,-1.3771978046861475e-06,9.413826774107292e-06,1.0654182915459389e-05
77.244,28.678,0.0001275035610888,4.054188320878893e-05,6.676259545201901e-06,1.6894178770598955e-05,5.609353138424922e-06
77.254,28.678,1.0155374184250832e-05,,8.423837243753951e-06,6.1379519138426986e-06,1.1078810530307235e-05
77.264,28.678,9.809475159272552e-05,,6.052765684216865e-07,1.0759638826129958e-05,2.012396180361975e-06
77.275,28.678,1.93301320905448e-06,,1.1814979188784491e-05,1.2127755326218905e-05,-1.1305986845400184e-05
77.285,28.678,2.095993659168016e-05,,8.872982107277494e-06,2.7120164304506037e-05,-2.194107992181671e-06
77.296,28.678,9.27011205931194e-05,,5.87455269851489e-06,7.358631592069287e-06,-1.8349327319810984e-06
77.306,28.678,1.2629082448256668e-05,,9.517049193163984e-07,1.046769739332376e-05,1.2556147339637391e-05
77.316,28.678,2.638224032125436e-05,,-1.0299455510676125e-07,5.069054623163538e-06,7.349786983468221e-07
77.327,28.678,2.2688980607199483e-05,5.387794226408005e-05,6.896932063682471e-06,-2.1127711988810915e-06,-1.908278335349678e-07
76.963,28.688,3.940576425520703e-05,,1.8570042357168857e-06,2.557154857640853e-06,4.135759354539914e-06
76.974,28.688,2.186096753575839e-05,,3.2349792036256986e-06,1.1982773685303982e-05,6.778208444302436e-06
76.984,28.688,0.00041058921488,,2.043052063527284e-06,1.2033447092107965e-05,2.7244784632785013e-06
76.994,28.688,2.5836998247541487e-05,,-1.44467776408419e-05,9.719297850097064e-06,
77.005,28.688,7.65703953220509e-06,,4.14684291172307e-06,3.5671371733769774e-05,5.49368814972695e-06
77.015,28.688,7.58369715185836e-05,,6.801476047257893e-06,9.683722964837216e-06,4.420150162331993e-06
77.026,28.688,1.3833720913680736e-05,,2.1739422209066106e-06,-3.3184344374603825e-06,1.640253685764037e-05
77.036,28.688,3.692835525725968e-05,,-9.465951734455302e-06,2.050019247690216e-05,1.4570875919162065e-06
77.046,28.688,0.0004345734487287,,4.3796776481030975e-06,1.006923776003532e-05,7.879639269958716e-06
77.057,28.688,3.339579961902928e-06,,3.2436892070109025e-06,-1.625414915906731e-05,8.358621016668621e-06
77.067,28.688,0.0003111831319984,,3.5207060591346817e-06,4.022987013740931e-06,-2.41329553318792e-06
77.078,28.688,3.7068715755594894e-05,,2.878091208913247e-06,-5.874977887287969e-06,-2.8835547709604725e-06
77.088,28.688,7.660923438379541e-05,,1.2098884326405823e-05,-5.630469331663335e-06,1.0600502719171344e-05
77.098,28.688,1.6426894944743253e-05,,1.0136402124771848e-05,4.799348062078934e-06,6.408951776393224e-06
77.109,28.688,2.038647289737128e-05,,1.2791427252523135e-05,4.417224317876389e-06,-9.798212659006822e-07
77.119,28.688,-2.244594497824437e-06,,2.2042320779291916e-05,-5.167634071767679e-07,8.510965926689096e-06
77.129,28.688,7.44119388400577e-05,,1.0302574992238078e-05,1.3235086044005584e-05,2.6643801902537234e-06
77.14,28.688,3.7050360788271055e-06,,1.0471074347151443e-05,5.0146686589869205e-06,5.267679625831079e-06
77.15,28.688,1.6032581697800197e-05,,1.2252355190867092e-05,2.1405994630185887e-05,1.340454036835581e-05
77.161,28.688,1.5585279470542446e-05,,5.4706538321624976e-06,-2.0085833511984674e-06,1.4124319022812417e-05
77.171,28.688,2.686115476535633e-05,,9.78752359515056e-06,1.7547388779348694e-05,9.798895007406829e-06
77.181,28.688,3.388790355529636e-05,,1.96477276404039e-06,2.1523694158531725e-05,7.952438863867428e-06
77.192,28.688,1.7016644051182084e-05,,1.2110217539884616e-05,-1.0129616612175596e-06,7.250482667586766e-06
77.202,28.688,6.71268644509837e-05,,2.8124989057687344e-06,1.0742323865997603e-05,8.490737855026964e-06
77.213,28.688,2.347572262806352e-05,,1.3276408026285935e-06,3.1847082482272526e-06,4.297572559153196e-06
77.223,28.688,-1.70067903582094e-06,2.265876901219599e-06,1.1973519576713444e-05,5.46359115105588e-06,1.0474527698534075e-05
77.233,28.688,2.549328019085806e-05,,1.2479812539822888e-05,9.02145984582603e-06,-2.564558826634311e-06
77.244,28.688,3.449010546319187e-05,,1.0244062650599515e-05,-9.155502993962727e-06,1.2969408089702483e-05
77.254,28.688,9.66881816566456e-06,,7.406573331536492e-06,1.1798969353549182e-05,3.07586833514506e-06
77.264,28.688,6.618974293814972e-05,,-8.953676342571271e-07,7.417270353471395e-06,2.1125511921127327e-05
77.275,28.688,1.7602786101633683e-05,4.054188320878893e-05,-1.230035167054666e-07,9.996410881285556e-06,1.2624444025277626e-05
77.285,28.688,3.284899867139757e-05,,9.829504051594997e-06,-6.983676030358765e-06,1.2078790859959554e-05
77.296,28.688,3.854160240734928e-05,,6.896932063682471e-06,2.0348132238723338e-05,2.173487928303075e-06
77.306,28.688,2.125382707163226e-06,,-1.7626801991355023e-06,1.2272584172023926e-05,9.384378245158588e-06
77.316,28.688,9.046660125022754e-06,,-1.3730377759202383e-05,9.367693564854562e-06,7.73631199990632e-06
77.327,28.688,7.715972969890572e-06,,3.1821987249713857e-06,1.211777635035105e-05,6.805534212617204e-06
76.974,28.698,2.044010216195602e-05,,9.329179192718584e-06,1.017964223137824e-05,9.503513865638524e-06
76.984,28.698,6.669669528491795e-05,,3.296957856946392e-06,4.7709877435409e-06,3.872845354635501e-06
76.994,28.698,4.26332780989469e-06,,2.93487551061844e-06,1.6741154468036257e-05,9.120885806623846e-06
77.005,28.698,8.064052235567942e-05,,1.1491426448628772e-05,1.6027803212637082e-05,5.983339633530704e-06
77.015,28.698,2.530550045776181e-05,6.400953134289011e-05,-1.035207219501899e-06,7.986186574271414e-06,6.572293386852834e-06
77.026,28.698,2.381930244155228e-05,,7.039202500891406e-06,1.816621625039261e-05,7.99885492597241e-06
77.036,28.698,3.465319241513498e-05,,1.7182546798721887e-05,1.062921728589572e-05,5.231297564023407e-06
77.046,28.698,0.000158961629495,,7.98572273197351e-06,1.1063579222536646e-05,1.7983400084631285e-06
77.057,28.698,0.0002379832876613,,6.378290436259704e-06,2.2111868020147085e-05,-2.477001544320956e-06
77.067,28.698,2.824389775923919e-05,,9.769791176950092e-06,7.713939339737408e-06,7.850084330129903e-06
77.078,28.698,4.519040521699935e-05,,-3.7883553432038752e-06,-1.3715757631871384e-05,1.1708895726769695e-05
77.088,28.698,-1.067347284333664e-06,,2.8970778203074588e-06,1.5773413906572387e-05,1.546142993902322e-05
77.098,28.698,0.0001088349090423,,-2.865490102976765e-07,9.61574414759525e-07,7.2858242674556095e-06
77.109,28.698,2.1058185666333884e-05,,4.63064907307853e-06,6.627058610320091e-06,6.090310307627078e-06
77.119,28.698,,,1.2252355190867092e-05,4.013169927929994e-06,1.4251865650294349e-05
77.129,28.698,2.39355558733223e-05,,1.0316511179553345e-05,2.3684315237915143e-05,6.204399596754229e-06
77.14,28.698,2.458762173773721e-05,,9.78752359515056e-06,1.5247942428686656e-05,1.0399389793747105e-05
77.15,28.698,0.0002647437504492,,6.360425004459103e-07,-1.238295590155758e-05,5.2409382078622e-06
77.161,28.698,8.725361112738028e-05,,2.736773012657068e-06,3.4130548556277063e-06,5.644140856020385e-06
77.171,28.698,0.0002197430294472,,2.5979512429330495e-05,1.3013966054131744e-05,-9.219035312924008e-09
77.181,28.698,2.160514122806489e-05,,-8.453344889858272e-06,9.52659593167482e-06,3.565417500794865e-06
77.192,28.698,6.16554143562098e-06,7.701681170146912e-06,4.4914982026966754e-06,-2.539798742873245e-06,6.538298748637317e-06
77.202,28.698,0.0001011374988593,,6.235888577066362e-06,8.032206096686423e-06,9.18099522095872e-06
77.213,28.698,9.489956937613895e-06,,2.476538384144078e-06,1.391194382449612e-05,8.653935765323695e-06
77.223,28.698,1.7671902242000215e-05,,9.174760634778067e-06,1.65337751241168e-05,1.1135082786495332e-05
77.233,28.698,2.201412098656874e-05,,3.168094281136291e-06,1.3675379705091473e-05,1.3327464330359362e-05
77.244,28.698,3.420657230890356e-05,,1.1519220066702475e-07,1.1579497368074954e-05,8.235637324105483e-06
77.254,28.698,2.1512234525289387e-05,,5.742929261032259e-07,6.327454684651457e-06,6.262203442020109e-06
77.264,28.698,3.305994687252678e-05,,8.614651051175315e-06,-8.84567361936206e-06,8.608735697634984e-06
77.275,28.698,0.0001062994706444,,8.936182894103695e-06,1.051294839271577e-05,1.0149644367629662e-05
77.285,28.698,4.845115836360492e-05,,2.2140909550216747e-06,1.875955786090344e-05,3.3578171496628784e-06
77.296,28.698,6.804474105592817e-05,4.054188320878893e-05,-3.1807458071853034e-06,-1.4683600966236554e-05,3.18022853207367e-06
77.306,28.698,3.823091174126603e-05,,9.296413168158324e-07,2.0625684555852782e-05,2.239592322439421e-05
77.316,28.698,4.9806836614152417e-05,,4.67543850390939e-06,1.7794085579225793e-05,1.9721517674042843e-05
76.963,28.707,2.8015216230414808e-05,,1.2990026334591676e-05,9.288464752899015e-06,2.549855025790748e-06
76.974,28.707,3.927532088709995e-05,,5.3488925004785415e-06,1.6641022739349864e-05,1.1849921975226607e-05
76.984,28.707,0.0001019604460452,,1.1491426448628772e-05,1.4884174561302643e-05,1.3112679880578073e-05
76.994,28.707,1.07852592918789e-05,,4.601999080477981e-06,9.327676707471255e-06,1.33284074763651e-05
77.005,28.707,2.5648918381193653e-05,,3.300926891824929e-06,-5.3473836487683e-06,1.407467721037392e-06
77.015,28.707,2.2647951482213106e-05,,2.740898025876959e-06,3.463520670266007e-06,7.052537966956152e-06
77.026,28.707,2.0451261661946774e-05,,6.696154287055833e-06,2.399127151875291e-05,7.873152753745671e-06
77.036,28.707,4.492311563808471e-05,,1.187521411338821e-05,-2.644066228185693e-07,-2.341122808502405e-06
77.046,28.707,2.228569792350754e-05,,3.6908390939061056e-06,6.640404080826556e-06,1.4263983757700773e-05
77.057,28.707,1.1234390512981918e-05,,6.020827640895732e-06,1.402124689775519e-05,1.1137413821415976e-05
77.067,28.707,1.0523168384679591e-05,,1.1512014680192806e-05,-1.1820696272479836e-05,1.3154279258742465e-05
77.078,28.707,2.2581365556106903e-05,,1.0471074347151443e-05,-9.785439033294097e-06,-1.1511548336784472e-06
77.088,28.707,2.1814195861225016e-05,,5.604141733783763e-06,-4.04750744564808e-06,5.335533842298901e-06
77.098,28.707,2.4833470888552256e-05,,1.9195815184502862e-05,-7.312476554943714e-06,2.8629327061935328e-05
77.109,28.707,1.546546263853088e-05,,4.215082753944444e-06,3.371216052983073e-06,1.1614331015152857e-05
77.119,28.707,1.2048662938468624e-05,,2.001918801397551e-05,1.9664161300170235e-05,2.270500544909737e-06
77.129,28.707,1.4799019481870346e-05,,-6.875114650028991e-06,1.1200264452781994e-05,-3.0330113531817915e-06
77.14,28.707,0.000166619909578,,5.052517281001201e-06,1.2560102732095402e-05,2.533224323997274e-05
77.15,28.707,1.4557586837327108e-05,5.570408029598184e-05,6.1609948716068175e-06,1.1883925253641792e-05,9.663474884291643e-06
77.161,28.707,0.0001078856948879,2.265876901219599e-06,2.11326027965697e-06,-5.47027548236656e-06,7.271034064615378e-06
77.171,28.707,0.0001709873758954,,-1.0604360795696266e-05,1.5088454347278455e-05,-8.579198038205504e-06
77.181,28.707,0.0003012506058439,,4.475320110941539e-06,9.834120646701194e-06,6.087435622248449e-07
77.192,28.707,2.407715874142013e-05,,1.7666867506704875e-06,1.2272397725610062e-05,1.8610084225656465e-05
77.202,28.707,2.0918048903695308e-05,,8.872982107277494e-06,1.6894178770598955e-05,8.60047475725878e-06
77.213,28.707,2.230225254606921e-05,,2.3683955419073757e-07,-5.031696218793513e-06,7.595968781970441e-06
77.223,28.707,4.0370829083258286e-05,,3.925576947949594e-06,1.931453516590409e-05,4.887930572294863e-06
77.233,28.707,1.325623907177942e-05,,6.749674412276363e-06,5.642360974889016e-06,1.9263714420958426e-05
77.244,28.707,5.211668030824512e-05,,1.3920527635491451e-05,1.3357239367906004e-05,7.776266102155205e-06
77.254,28.707,7.324086254811846e-06,,1.0763939144453616e-06,-6.192442114638652e-09,7.081095645844471e-06
77.264,28.707,8.004607661860064e-05,,1.1905948667845225e-05,1.338002948614303e-05,3.3578171496628784e-06
77.275,28.707,1.1506576811370904e-05,,5.62844070373103e-06,6.756382390449289e-06,7.300505785678979e-06
77.285,28.707,2.07105385925388e-05,,-3.174999619659502e-06,1.2766377039952204e-05,4.858041393163148e-06
77.306,28.707,7.662830284971278e-06,,5.605465503322193e-06,5.756081009167247e-06,8.58339717524359e-06
77.316,28.707,2.952010981971398e-05,,1.2453889212338254e-05,1.7539514374220744e-05,1.6035110093071125e-05
76.953,28.717,1.6757578123360872e-05,,1.1533667930052616e-05,2.0184103050269183e-05,8.767019608058035e-06
76.963,28.717,3.6233577702660114e-06,,2.494129375918419e-06,3.5671371733769774e-05,1.3206775292928796e-05
76.974,28.717,2.3333754143095572e-05,,4.503928607846319e-07,2.7471234716358595e-05,3.4881197734648595e-06
76.984,28.717,0.0001505424734205,,8.486837941745762e-06,3.0034482279006625e-06,8.511360647389665e-06
76.994,28.717,3.279116072008037e-06,,2.168984337913571e-06,1.7196509361383505e-05,-3.3959431675611995e-06
77.005,28.717,1.1799906133092009e-05,6.61235026200302e-05,1.4926647054380736e-05,6.2454346334561706e-06,1.1749686564144213e-05
77.015,28.717,7.071236177580431e-05,,1.668830736889504e-05,1.1298393474135082e-05,9.371456144435795e-06
77.026,28.717,0.0003177987528033,,7.53813355913735e-06,2.075697557302192e-05,6.236869012354873e-07
77.036,28.717,2.6533443815424107e-05,,8.877282198227476e-06,5.620161573460791e-06,1.0454971743456554e-05
77.046,28.717,-1.658395262893464e-06,,1.5004968190623911e-05,1.8586708392831497e-05,-2.591495558590396e-06
77.057,28.717,2.5364131943206303e-05,,7.797451644364628e-07,1.2112205922676369e-06,1.4809883396083023e-05
77.067,28.717,1.1612731213972438e-05,,1.192512809211621e-05,2.6615751266945157e-05,2.0782604224223178e-06
77.078,28.717,1.4088865100347904e-05,,2.288227915414609e-05,2.4965016564237885e-05,1.366586184303742e-05
77.088,28.717,1.873693327070214e-05,,3.4939960187330144e-06,1.4368261872732546e-05,4.9107748054666445e-06
77.098,28.717,2.6838661142392084e-05,,9.636390814193874e-07,5.0146686589869205e-06,1.916879455166054e-06
77.109,28.717,2.1724477846873924e-05,,1.506080570834456e-05,8.355459613085259e-06,6.775655492674559e-06
77.119,28.717,5.181273081689142e-06,,5.41755525773624e-06,5.744966983911581e-06,3.021064003405627e-06
77.129,28.717,2.986870276799891e-05,7.701681170146912e-06,4.817944954993436e-06,-4.66486562800128e-06,8.6630698206136e-06
77.14,28.717,5.645216879202053e-05,,-2.1633795768138957e-06,8.32594287203392e-06,-9.339043572254012e-06
77.15,28.717,2.5136061594821516e-05,,-3.330919540189825e-08,1.9344615793670528e-05,2.1840251065441407e-05
77.161,28.717,9.702083843876608e-06,,7.730034212727332e-07,2.2989646822679788e-05,1.3238101928436665e-05
77.171,28.717,5.106518437969498e-05,,5.87455269851489e-06,1.948540739249438e-05,2.150869113393128e-05
77.181,28.717,5.872553083463572e-05,,-1.5043347048049327e-06,1.3597099496109877e-05,8.60047475725878e-06
77.192,28.717,2.368863169976976e-05,,8.310710654768627e-06,7.321398243220756e-06,1.5354295101133175e-05
77.202,28.717,0.0001044990349328,,1.1659553820209112e-05,5.9912972574238665e-06,-6.774353664695809e-07
77.213,28.717,1.6043102732510306e-05,,3.7058907764730975e-06,1.1115256711491384e-05,3.7475629142136313e-06
77.223,28.717,1.93301320905448e-06,,1.0057329745905008e-05,6.311659490165766e-06,5.435465027403552e-06
77.233,28.717,1.4316437955130825e-05,,1.1164329407620244e-05,1.4506428669847082e-05,2.6892223559116246e-06
77.244,28.717,1.0986625966324937e-05,6.241192750167102e-05,-1.6666955104938097e-07,-2.9689269922528183e-06,-6.127816959633492e-06
77.254,28.717,8.077816164586693e-05,,1.07972109617549e-05,3.0480023269774392e-05,4.341369276517071e-06
77.264,28.717,1.0211898370471316e-05,,9.148819117399398e-06,5.463097750180168e-06,5.4686875046172645e-06
77.275,28.717,4.423821155796759e-05,,1.0261376701237168e-05,1.1226257811358664e-05,-2.713569074330735e-06
77.285,28.717,0.0001044345190166,,1.323630726801639e-06,6.719353223161306e-06,1.2617755601240788e-05
76.963,28.727,8.814344619167969e-05,,8.425640771747567e-06,9.213735211233144e-06,5.491566753335064e-06
76.974,28.727,0.0001037827460095,,1.0799506526382174e-05,2.180634328396991e-05,8.45511385705322e-06
76.984,28.727,1.63641798280878e-05,,-2.4487926566507667e-06,2.003177542064805e-05,4.935076503898017e-06
76.994,28.727,8.058164894464426e-06,,8.842199349601287e-06,2.6903169782599438e-05,1.7983400084631285e-06
